# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "output/15980MLL/patient.fc.tsv" "-T" "8" "output/15980MLL/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/15980MLL/patient.bam
chr8-136	chr8	136000001	137000000	.	1000000	2442
chr8-137	chr8	137000001	138000000	.	1000000	2741
chr8-138	chr8	138000001	139000000	.	1000000	3346
chr8-139	chr8	139000001	140000000	.	1000000	3425
chr8-140	chr8	140000001	141000000	.	1000000	3277
chr8-141	chr8	141000001	142000000	.	1000000	3353
chr8-142	chr8	142000001	143000000	.	1000000	3315
chr8-143	chr8	143000001	144000000	.	1000000	3254
chr8-144	chr8	144000001	145000000	.	1000000	3402
chr8-145	chr8	145000001	145138636	.	138636	284
chr9-0	chr9	1	1000000	.	1000000	3246
chr9-1	chr9	1000001	2000000	.	1000000	2859
chr9-2	chr9	2000001	3000000	.	1000000	3037
chr9-3	chr9	3000001	4000000	.	1000000	2599
chr9-4	chr9	4000001	5000000	.	1000000	3073
chr9-5	chr9	5000001	6000000	.	1000000	2814
chr9-6	chr9	6000001	7000000	.	1000000	3090
chr9-7	chr9	7000001	8000000	.	1000000	2947
chr9-8	chr9	8000001	9000000	.	1000000	2507
chr9-9	chr9	9000001	10000000	.	1000000	1805
chr9-10	chr9	10000001	11000000	.	1000000	1770
chr9-11	chr9	11000001	12000000	.	1000000	1841
chr9-12	chr9	12000001	13000000	.	1000000	1943
chr9-13	chr9	13000001	14000000	.	1000000	2586
chr9-14	chr9	14000001	15000000	.	1000000	2682
chr9-15	chr9	15000001	16000000	.	1000000	2500
chr9-16	chr9	16000001	17000000	.	1000000	3093
chr9-17	chr9	17000001	18000000	.	1000000	2447
chr9-18	chr9	18000001	19000000	.	1000000	2802
chr9-19	chr9	19000001	20000000	.	1000000	3002
chr9-20	chr9	20000001	21000000	.	1000000	2534
chr9-21	chr9	21000001	22000000	.	1000000	2626
chr9-22	chr9	22000001	23000000	.	1000000	2310
chr9-23	chr9	23000001	24000000	.	1000000	2360
chr9-24	chr9	24000001	25000000	.	1000000	1963
chr9-25	chr9	25000001	26000000	.	1000000	1853
chr9-26	chr9	26000001	27000000	.	1000000	2408
chr9-27	chr9	27000001	28000000	.	1000000	2853
chr9-28	chr9	28000001	29000000	.	1000000	2101
chr9-29	chr9	29000001	30000000	.	1000000	1722
chr9-30	chr9	30000001	31000000	.	1000000	1811
chr9-31	chr9	31000001	32000000	.	1000000	2056
chr9-32	chr9	32000001	33000000	.	1000000	2968
chr9-33	chr9	33000001	34000000	.	1000000	3343
chr9-34	chr9	34000001	35000000	.	1000000	3298
chr9-35	chr9	35000001	36000000	.	1000000	3401
chr9-36	chr9	36000001	37000000	.	1000000	3324
chr9-37	chr9	37000001	38000000	.	1000000	3072
chr9-38	chr9	38000001	39000000	.	1000000	3362
chr9-39	chr9	39000001	40000000	.	1000000	2379
chr9-40	chr9	40000001	41000000	.	1000000	2479
chr9-41	chr9	41000001	42000000	.	1000000	3452
chr9-42	chr9	42000001	43000000	.	1000000	2942
chr9-43	chr9	43000001	44000000	.	1000000	1647
chr9-44	chr9	44000001	45000000	.	1000000	1141
chr9-45	chr9	45000001	46000000	.	1000000	349
chr9-46	chr9	46000001	47000000	.	1000000	0
chr9-47	chr9	47000001	48000000	.	1000000	0
chr9-48	chr9	48000001	49000000	.	1000000	0
chr9-49	chr9	49000001	50000000	.	1000000	0
chr9-50	chr9	50000001	51000000	.	1000000	0
chr9-51	chr9	51000001	52000000	.	1000000	0
chr9-52	chr9	52000001	53000000	.	1000000	0
chr9-53	chr9	53000001	54000000	.	1000000	0
chr9-54	chr9	54000001	55000000	.	1000000	0
chr9-55	chr9	55000001	56000000	.	1000000	0
chr9-56	chr9	56000001	57000000	.	1000000	0
chr9-57	chr9	57000001	58000000	.	1000000	0
chr9-58	chr9	58000001	59000000	.	1000000	0
chr9-59	chr9	59000001	60000000	.	1000000	0
chr9-60	chr9	60000001	61000000	.	1000000	591
chr9-61	chr9	61000001	62000000	.	1000000	1379
chr9-62	chr9	62000001	63000000	.	1000000	2399
chr9-63	chr9	63000001	64000000	.	1000000	2293
chr9-64	chr9	64000001	65000000	.	1000000	1816
chr9-65	chr9	65000001	66000000	.	1000000	1745
chr9-66	chr9	66000001	67000000	.	1000000	2063
chr9-67	chr9	67000001	68000000	.	1000000	2065
chr9-68	chr9	68000001	69000000	.	1000000	2410
chr9-69	chr9	69000001	70000000	.	1000000	2956
chr9-70	chr9	70000001	71000000	.	1000000	2818
chr9-71	chr9	71000001	72000000	.	1000000	2651
chr9-72	chr9	72000001	73000000	.	1000000	2888
chr9-73	chr9	73000001	74000000	.	1000000	1908
chr9-74	chr9	74000001	75000000	.	1000000	2571
chr9-75	chr9	75000001	76000000	.	1000000	2733
chr9-76	chr9	76000001	77000000	.	1000000	3201
chr9-77	chr9	77000001	78000000	.	1000000	2908
chr9-78	chr9	78000001	79000000	.	1000000	2787
chr9-79	chr9	79000001	80000000	.	1000000	2859
chr9-80	chr9	80000001	81000000	.	1000000	2315
chr9-81	chr9	81000001	82000000	.	1000000	2853
chr9-82	chr9	82000001	83000000	.	1000000	2644
chr9-83	chr9	83000001	84000000	.	1000000	3091
chr9-84	chr9	84000001	85000000	.	1000000	3168
chr9-85	chr9	85000001	86000000	.	1000000	2972
chr9-86	chr9	86000001	87000000	.	1000000	3197
chr9-87	chr9	87000001	88000000	.	1000000	3433
chr9-88	chr9	88000001	89000000	.	1000000	3275
chr9-89	chr9	89000001	90000000	.	1000000	3454
chr9-90	chr9	90000001	91000000	.	1000000	3265
chr9-91	chr9	91000001	92000000	.	1000000	3300
chr9-92	chr9	92000001	93000000	.	1000000	3303
chr9-93	chr9	93000001	94000000	.	1000000	3487
chr9-94	chr9	94000001	95000000	.	1000000	3242
chr9-95	chr9	95000001	96000000	.	1000000	3281
chr9-96	chr9	96000001	97000000	.	1000000	3078
chr9-97	chr9	97000001	98000000	.	1000000	3145
chr9-98	chr9	98000001	99000000	.	1000000	3366
chr9-99	chr9	99000001	100000000	.	1000000	2924
chr9-100	chr9	100000001	101000000	.	1000000	2897
chr9-101	chr9	101000001	102000000	.	1000000	2575
chr9-102	chr9	102000001	103000000	.	1000000	1679
chr9-103	chr9	103000001	104000000	.	1000000	1946
chr9-104	chr9	104000001	105000000	.	1000000	2598
chr9-105	chr9	105000001	106000000	.	1000000	3110
chr9-106	chr9	106000001	107000000	.	1000000	2766
chr9-107	chr9	107000001	108000000	.	1000000	3285
chr9-108	chr9	108000001	109000000	.	1000000	3164
chr9-109	chr9	109000001	110000000	.	1000000	3132
chr9-110	chr9	110000001	111000000	.	1000000	2762
chr9-111	chr9	111000001	112000000	.	1000000	2831
chr9-112	chr9	112000001	113000000	.	1000000	3099
chr9-113	chr9	113000001	114000000	.	1000000	3302
chr9-114	chr9	114000001	115000000	.	1000000	3423
chr9-115	chr9	115000001	116000000	.	1000000	2666
chr9-116	chr9	116000001	117000000	.	1000000	2919
chr9-117	chr9	117000001	118000000	.	1000000	2769
chr9-118	chr9	118000001	119000000	.	1000000	2308
chr9-119	chr9	119000001	120000000	.	1000000	2977
chr9-120	chr9	120000001	121000000	.	1000000	3310
chr9-121	chr9	121000001	122000000	.	1000000	3299
chr9-122	chr9	122000001	123000000	.	1000000	3170
chr9-123	chr9	123000001	124000000	.	1000000	3210
chr9-124	chr9	124000001	125000000	.	1000000	3431
chr9-125	chr9	125000001	126000000	.	1000000	3174
chr9-126	chr9	126000001	127000000	.	1000000	3594
chr9-127	chr9	127000001	128000000	.	1000000	3408
chr9-128	chr9	128000001	129000000	.	1000000	3484
chr9-129	chr9	129000001	130000000	.	1000000	3499
chr9-130	chr9	130000001	131000000	.	1000000	3331
chr9-131	chr9	131000001	132000000	.	1000000	3457
chr9-132	chr9	132000001	133000000	.	1000000	3442
chr9-133	chr9	133000001	134000000	.	1000000	3602
chr9-134	chr9	134000001	135000000	.	1000000	3541
chr9-135	chr9	135000001	136000000	.	1000000	3513
chr9-136	chr9	136000001	137000000	.	1000000	3170
chr9-137	chr9	137000001	138000000	.	1000000	3452
chr9-138	chr9	138000001	138394717	.	394717	1104
chr10-0	chr10	1	1000000	.	1000000	3344
chr10-1	chr10	1000001	2000000	.	1000000	3260
chr10-2	chr10	2000001	3000000	.	1000000	3125
chr10-3	chr10	3000001	4000000	.	1000000	3511
chr10-4	chr10	4000001	5000000	.	1000000	2725
chr10-5	chr10	5000001	6000000	.	1000000	3182
chr10-6	chr10	6000001	7000000	.	1000000	3360
chr10-7	chr10	7000001	8000000	.	1000000	3121
chr10-8	chr10	8000001	9000000	.	1000000	2937
chr10-9	chr10	9000001	10000000	.	1000000	2443
chr10-10	chr10	10000001	11000000	.	1000000	2764
chr10-11	chr10	11000001	12000000	.	1000000	3229
chr10-12	chr10	12000001	13000000	.	1000000	3343
chr10-13	chr10	13000001	14000000	.	1000000	3222
chr10-14	chr10	14000001	15000000	.	1000000	3413
chr10-15	chr10	15000001	16000000	.	1000000	3074
chr10-16	chr10	16000001	17000000	.	1000000	3060
chr10-17	chr10	17000001	18000000	.	1000000	3016
chr10-18	chr10	18000001	19000000	.	1000000	2961
chr10-19	chr10	19000001	20000000	.	1000000	2443
chr10-20	chr10	20000001	21000000	.	1000000	2595
chr10-21	chr10	21000001	22000000	.	1000000	2971
chr10-22	chr10	22000001	23000000	.	1000000	3008
chr10-23	chr10	23000001	24000000	.	1000000	3046
chr10-24	chr10	24000001	25000000	.	1000000	3108
chr10-25	chr10	25000001	26000000	.	1000000	2712
chr10-26	chr10	26000001	27000000	.	1000000	3098
chr10-27	chr10	27000001	28000000	.	1000000	3001
chr10-28	chr10	28000001	29000000	.	1000000	3059
chr10-29	chr10	29000001	30000000	.	1000000	3286
chr10-30	chr10	30000001	31000000	.	1000000	3233
chr10-31	chr10	31000001	32000000	.	1000000	2782
chr10-32	chr10	32000001	33000000	.	1000000	2802
chr10-33	chr10	33000001	34000000	.	1000000	3098
chr10-34	chr10	34000001	35000000	.	1000000	3228
chr10-35	chr10	35000001	36000000	.	1000000	3161
chr10-36	chr10	36000001	37000000	.	1000000	2740
chr10-37	chr10	37000001	38000000	.	1000000	2636
chr10-38	chr10	38000001	39000000	.	1000000	2693
chr10-39	chr10	39000001	40000000	.	1000000	989
chr10-40	chr10	40000001	41000000	.	1000000	3178
chr10-41	chr10	41000001	42000000	.	1000000	2335
chr10-42	chr10	42000001	43000000	.	1000000	3958
chr10-43	chr10	43000001	44000000	.	1000000	3409
chr10-44	chr10	44000001	45000000	.	1000000	3228
chr10-45	chr10	45000001	46000000	.	1000000	3081
chr10-46	chr10	46000001	47000000	.	1000000	3429
chr10-47	chr10	47000001	48000000	.	1000000	3523
chr10-48	chr10	48000001	49000000	.	1000000	3296
chr10-49	chr10	49000001	50000000	.	1000000	3271
chr10-50	chr10	50000001	51000000	.	1000000	2666
chr10-51	chr10	51000001	52000000	.	1000000	2271
chr10-52	chr10	52000001	53000000	.	1000000	2456
chr10-53	chr10	53000001	54000000	.	1000000	2090
chr10-54	chr10	54000001	55000000	.	1000000	1779
chr10-55	chr10	55000001	56000000	.	1000000	1733
chr10-56	chr10	56000001	57000000	.	1000000	1722
chr10-57	chr10	57000001	58000000	.	1000000	1870
chr10-58	chr10	58000001	59000000	.	1000000	2720
chr10-59	chr10	59000001	60000000	.	1000000	2619
chr10-60	chr10	60000001	61000000	.	1000000	2681
chr10-61	chr10	61000001	62000000	.	1000000	2292
chr10-62	chr10	62000001	63000000	.	1000000	2853
chr10-63	chr10	63000001	64000000	.	1000000	2993
chr10-64	chr10	64000001	65000000	.	1000000	2324
chr10-65	chr10	65000001	66000000	.	1000000	1961
chr10-66	chr10	66000001	67000000	.	1000000	2056
chr10-67	chr10	67000001	68000000	.	1000000	2620
chr10-68	chr10	68000001	69000000	.	1000000	3255
chr10-69	chr10	69000001	70000000	.	1000000	3391
chr10-70	chr10	70000001	71000000	.	1000000	3396
chr10-71	chr10	71000001	72000000	.	1000000	3587
chr10-72	chr10	72000001	73000000	.	1000000	3214
chr10-73	chr10	73000001	74000000	.	1000000	3304
chr10-74	chr10	74000001	75000000	.	1000000	2795
chr10-75	chr10	75000001	76000000	.	1000000	3416
chr10-76	chr10	76000001	77000000	.	1000000	2840
chr10-77	chr10	77000001	78000000	.	1000000	3383
chr10-78	chr10	78000001	79000000	.	1000000	3571
chr10-79	chr10	79000001	80000000	.	1000000	3267
chr10-80	chr10	80000001	81000000	.	1000000	3259
chr10-81	chr10	81000001	82000000	.	1000000	2384
chr10-82	chr10	82000001	83000000	.	1000000	2440
chr10-83	chr10	83000001	84000000	.	1000000	2574
chr10-84	chr10	84000001	85000000	.	1000000	2962
chr10-85	chr10	85000001	86000000	.	1000000	2521
chr10-86	chr10	86000001	87000000	.	1000000	3506
chr10-87	chr10	87000001	88000000	.	1000000	2884
chr10-88	chr10	88000001	89000000	.	1000000	2416
chr10-89	chr10	89000001	90000000	.	1000000	2805
chr10-90	chr10	90000001	91000000	.	1000000	2539
chr10-91	chr10	91000001	92000000	.	1000000	2855
chr10-92	chr10	92000001	93000000	.	1000000	2985
chr10-93	chr10	93000001	94000000	.	1000000	3166
chr10-94	chr10	94000001	95000000	.	1000000	2830
chr10-95	chr10	95000001	96000000	.	1000000	3147
chr10-96	chr10	96000001	97000000	.	1000000	3132
chr10-97	chr10	97000001	98000000	.	1000000	3457
chr10-98	chr10	98000001	99000000	.	1000000	3070
chr10-99	chr10	99000001	100000000	.	1000000	3083
chr10-100	chr10	100000001	101000000	.	1000000	3263
chr10-101	chr10	101000001	102000000	.	1000000	3263
chr10-102	chr10	102000001	103000000	.	1000000	3336
chr10-103	chr10	103000001	104000000	.	1000000	3443
chr10-104	chr10	104000001	105000000	.	1000000	3138
chr10-105	chr10	105000001	106000000	.	1000000	2610
chr10-106	chr10	106000001	107000000	.	1000000	2611
chr10-107	chr10	107000001	108000000	.	1000000	2421
chr10-108	chr10	108000001	109000000	.	1000000	2362
chr10-109	chr10	109000001	110000000	.	1000000	2870
chr10-110	chr10	110000001	111000000	.	1000000	2970
chr10-111	chr10	111000001	112000000	.	1000000	2928
chr10-112	chr10	112000001	113000000	.	1000000	3208
chr10-113	chr10	113000001	114000000	.	1000000	3175
chr10-114	chr10	114000001	115000000	.	1000000	3308
chr10-115	chr10	115000001	116000000	.	1000000	2219
chr10-116	chr10	116000001	117000000	.	1000000	3028
chr10-117	chr10	117000001	118000000	.	1000000	3124
chr10-118	chr10	118000001	119000000	.	1000000	3156
chr10-119	chr10	119000001	120000000	.	1000000	3510
chr10-120	chr10	120000001	121000000	.	1000000	3133
chr10-121	chr10	121000001	122000000	.	1000000	3122
chr10-122	chr10	122000001	123000000	.	1000000	3291
chr10-123	chr10	123000001	124000000	.	1000000	3465
chr10-124	chr10	124000001	125000000	.	1000000	3428
chr10-125	chr10	125000001	126000000	.	1000000	3263
chr10-126	chr10	126000001	127000000	.	1000000	3266
chr10-127	chr10	127000001	128000000	.	1000000	3300
chr10-128	chr10	128000001	129000000	.	1000000	3422
chr10-129	chr10	129000001	130000000	.	1000000	3290
chr10-130	chr10	130000001	131000000	.	1000000	3386
chr10-131	chr10	131000001	132000000	.	1000000	3350
chr10-132	chr10	132000001	133000000	.	1000000	3348
chr10-133	chr10	133000001	133797422	.	797422	3988
chr11-0	chr11	1	1000000	.	1000000	2990
chr11-1	chr11	1000001	2000000	.	1000000	3173
chr11-2	chr11	2000001	3000000	.	1000000	3221
chr11-3	chr11	3000001	4000000	.	1000000	3434
chr11-4	chr11	4000001	5000000	.	1000000	2821
chr11-5	chr11	5000001	6000000	.	1000000	2693
chr11-6	chr11	6000001	7000000	.	1000000	3192
chr11-7	chr11	7000001	8000000	.	1000000	2870
chr11-8	chr11	8000001	9000000	.	1000000	3125
chr11-9	chr11	9000001	10000000	.	1000000	3223
chr11-10	chr11	10000001	11000000	.	1000000	3001
chr11-11	chr11	11000001	12000000	.	1000000	3144
chr11-12	chr11	12000001	13000000	.	1000000	3274
chr11-13	chr11	13000001	14000000	.	1000000	2973
chr11-14	chr11	14000001	15000000	.	1000000	2959
chr11-15	chr11	15000001	16000000	.	1000000	3066
chr11-16	chr11	16000001	17000000	.	1000000	2373
chr11-17	chr11	17000001	18000000	.	1000000	3350
chr11-18	chr11	18000001	19000000	.	1000000	3177
chr11-19	chr11	19000001	20000000	.	1000000	3139
chr11-20	chr11	20000001	21000000	.	1000000	2889
chr11-21	chr11	21000001	22000000	.	1000000	2371
chr11-22	chr11	22000001	23000000	.	1000000	2235
chr11-23	chr11	23000001	24000000	.	1000000	2062
chr11-24	chr11	24000001	25000000	.	1000000	1918
chr11-25	chr11	25000001	26000000	.	1000000	1906
chr11-26	chr11	26000001	27000000	.	1000000	2215
chr11-27	chr11	27000001	28000000	.	1000000	2885
chr11-28	chr11	28000001	29000000	.	1000000	2220
chr11-29	chr11	29000001	30000000	.	1000000	1938
chr11-30	chr11	30000001	31000000	.	1000000	2729
chr11-31	chr11	31000001	32000000	.	1000000	2364
chr11-32	chr11	32000001	33000000	.	1000000	3094
chr11-33	chr11	33000001	34000000	.	1000000	3290
chr11-34	chr11	34000001	35000000	.	1000000	3121
chr11-35	chr11	35000001	36000000	.	1000000	3326
chr11-36	chr11	36000001	37000000	.	1000000	3105
chr11-37	chr11	37000001	38000000	.	1000000	1921
chr11-38	chr11	38000001	39000000	.	1000000	1966
chr11-39	chr11	39000001	40000000	.	1000000	2250
chr11-40	chr11	40000001	41000000	.	1000000	2222
chr11-41	chr11	41000001	42000000	.	1000000	2362
chr11-42	chr11	42000001	43000000	.	1000000	2423
chr11-43	chr11	43000001	44000000	.	1000000	2939
chr11-44	chr11	44000001	45000000	.	1000000	3503
chr11-45	chr11	45000001	46000000	.	1000000	3484
chr11-46	chr11	46000001	47000000	.	1000000	3228
chr11-47	chr11	47000001	48000000	.	1000000	3454
chr11-48	chr11	48000001	49000000	.	1000000	2375
chr11-49	chr11	49000001	50000000	.	1000000	2263
chr11-50	chr11	50000001	51000000	.	1000000	1667
chr11-51	chr11	51000001	52000000	.	1000000	4393
chr11-52	chr11	52000001	53000000	.	1000000	3992
chr11-53	chr11	53000001	54000000	.	1000000	3663
chr11-54	chr11	54000001	55000000	.	1000000	1979
chr11-55	chr11	55000001	56000000	.	1000000	1966
chr11-56	chr11	56000001	57000000	.	1000000	2361
chr11-57	chr11	57000001	58000000	.	1000000	3439
chr11-58	chr11	58000001	59000000	.	1000000	2640
chr11-59	chr11	59000001	60000000	.	1000000	3001
chr11-60	chr11	60000001	61000000	.	1000000	2977
chr11-61	chr11	61000001	62000000	.	1000000	3561
chr11-62	chr11	62000001	63000000	.	1000000	3754
chr11-63	chr11	63000001	64000000	.	1000000	3272
chr11-64	chr11	64000001	65000000	.	1000000	3543
chr11-65	chr11	65000001	66000000	.	1000000	3610
chr11-66	chr11	66000001	67000000	.	1000000	3486
chr11-67	chr11	67000001	68000000	.	1000000	3510
chr11-68	chr11	68000001	69000000	.	1000000	3543
chr11-69	chr11	69000001	70000000	.	1000000	3557
chr11-70	chr11	70000001	71000000	.	1000000	3431
chr11-71	chr11	71000001	72000000	.	1000000	3118
chr11-72	chr11	72000001	73000000	.	1000000	3516
chr11-73	chr11	73000001	74000000	.	1000000	3361
chr11-74	chr11	74000001	75000000	.	1000000	3105
chr11-75	chr11	75000001	76000000	.	1000000	3513
chr11-76	chr11	76000001	77000000	.	1000000	3086
chr11-77	chr11	77000001	78000000	.	1000000	3013
chr11-78	chr11	78000001	79000000	.	1000000	3286
chr11-79	chr11	79000001	80000000	.	1000000	3079
chr11-80	chr11	80000001	81000000	.	1000000	2341
chr11-81	chr11	81000001	82000000	.	1000000	1894
chr11-82	chr11	82000001	83000000	.	1000000	2338
chr11-83	chr11	83000001	84000000	.	1000000	2781
chr11-84	chr11	84000001	85000000	.	1000000	2207
chr11-85	chr11	85000001	86000000	.	1000000	2479
chr11-86	chr11	86000001	87000000	.	1000000	3142
chr11-87	chr11	87000001	88000000	.	1000000	2488
chr11-88	chr11	88000001	89000000	.	1000000	2204
chr11-89	chr11	89000001	90000000	.	1000000	2221
chr11-90	chr11	90000001	91000000	.	1000000	1785
chr11-91	chr11	91000001	92000000	.	1000000	2055
chr11-92	chr11	92000001	93000000	.	1000000	2780
chr11-93	chr11	93000001	94000000	.	1000000	2896
chr11-94	chr11	94000001	95000000	.	1000000	3306
chr11-95	chr11	95000001	96000000	.	1000000	2510
chr11-96	chr11	96000001	97000000	.	1000000	2376
chr11-97	chr11	97000001	98000000	.	1000000	2027
chr11-98	chr11	98000001	99000000	.	1000000	2257
chr11-99	chr11	99000001	100000000	.	1000000	1850
chr11-100	chr11	100000001	101000000	.	1000000	2314
chr11-101	chr11	101000001	102000000	.	1000000	2510
chr11-102	chr11	102000001	103000000	.	1000000	2913
chr11-103	chr11	103000001	104000000	.	1000000	2399
chr11-104	chr11	104000001	105000000	.	1000000	2027
chr11-105	chr11	105000001	106000000	.	1000000	2043
chr11-106	chr11	106000001	107000000	.	1000000	2232
chr11-107	chr11	107000001	108000000	.	1000000	2837
chr11-108	chr11	108000001	109000000	.	1000000	2831
chr11-109	chr11	109000001	110000000	.	1000000	2532
chr11-110	chr11	110000001	111000000	.	1000000	2830
chr11-111	chr11	111000001	112000000	.	1000000	2947
chr11-112	chr11	112000001	113000000	.	1000000	3165
chr11-113	chr11	113000001	114000000	.	1000000	3264
chr11-114	chr11	114000001	115000000	.	1000000	3174
chr11-115	chr11	115000001	116000000	.	1000000	2993
chr11-116	chr11	116000001	117000000	.	1000000	3258
chr11-117	chr11	117000001	118000000	.	1000000	3421
chr11-118	chr11	118000001	119000000	.	1000000	3349
chr11-119	chr11	119000001	120000000	.	1000000	3455
chr11-120	chr11	120000001	121000000	.	1000000	3387
chr11-121	chr11	121000001	122000000	.	1000000	3011
chr11-122	chr11	122000001	123000000	.	1000000	2948
chr11-123	chr11	123000001	124000000	.	1000000	3095
chr11-124	chr11	124000001	125000000	.	1000000	2813
chr11-125	chr11	125000001	126000000	.	1000000	3142
chr11-126	chr11	126000001	127000000	.	1000000	3404
chr11-127	chr11	127000001	128000000	.	1000000	2796
chr11-128	chr11	128000001	129000000	.	1000000	3174
chr11-129	chr11	129000001	130000000	.	1000000	3022
chr11-130	chr11	130000001	131000000	.	1000000	3257
chr11-131	chr11	131000001	132000000	.	1000000	3313
chr11-132	chr11	132000001	133000000	.	1000000	3169
chr11-133	chr11	133000001	134000000	.	1000000	3232
chr11-134	chr11	134000001	135000000	.	1000000	3454
chr11-135	chr11	135000001	135086622	.	86622	264
chr12-0	chr12	1	1000000	.	1000000	3305
chr12-1	chr12	1000001	2000000	.	1000000	3130
chr12-2	chr12	2000001	3000000	.	1000000	3481
chr12-3	chr12	3000001	4000000	.	1000000	3366
chr12-4	chr12	4000001	5000000	.	1000000	3174
chr12-5	chr12	5000001	6000000	.	1000000	3386
chr12-6	chr12	6000001	7000000	.	1000000	3505
chr12-7	chr12	7000001	8000000	.	1000000	3121
chr12-8	chr12	8000001	9000000	.	1000000	3211
chr12-9	chr12	9000001	10000000	.	1000000	2741
chr12-10	chr12	10000001	11000000	.	1000000	2626
chr12-11	chr12	11000001	12000000	.	1000000	3099
chr12-12	chr12	12000001	13000000	.	1000000	3166
chr12-13	chr12	13000001	14000000	.	1000000	3230
chr12-14	chr12	14000001	15000000	.	1000000	2912
chr12-15	chr12	15000001	16000000	.	1000000	2704
chr12-16	chr12	16000001	17000000	.	1000000	2379
chr12-17	chr12	17000001	18000000	.	1000000	2041
chr12-18	chr12	18000001	19000000	.	1000000	2225
chr12-19	chr12	19000001	20000000	.	1000000	2707
chr12-20	chr12	20000001	21000000	.	1000000	2299
chr12-21	chr12	21000001	22000000	.	1000000	2172
chr12-22	chr12	22000001	23000000	.	1000000	2521
chr12-23	chr12	23000001	24000000	.	1000000	1938
chr12-24	chr12	24000001	25000000	.	1000000	2589
chr12-25	chr12	25000001	26000000	.	1000000	2904
chr12-26	chr12	26000001	27000000	.	1000000	2792
chr12-27	chr12	27000001	28000000	.	1000000	3075
chr12-28	chr12	28000001	29000000	.	1000000	2229
chr12-29	chr12	29000001	30000000	.	1000000	2823
chr12-30	chr12	30000001	31000000	.	1000000	3067
chr12-31	chr12	31000001	32000000	.	1000000	3195
chr12-32	chr12	32000001	33000000	.	1000000	3220
chr12-33	chr12	33000001	34000000	.	1000000	2183
chr12-34	chr12	34000001	35000000	.	1000000	2312
chr12-35	chr12	35000001	36000000	.	1000000	3123
chr12-36	chr12	36000001	37000000	.	1000000	2026
chr12-37	chr12	37000001	38000000	.	1000000	1424
chr12-38	chr12	38000001	39000000	.	1000000	2251
chr12-39	chr12	39000001	40000000	.	1000000	2340
chr12-40	chr12	40000001	41000000	.	1000000	2107
chr12-41	chr12	41000001	42000000	.	1000000	2451
chr12-42	chr12	42000001	43000000	.	1000000	2744
chr12-43	chr12	43000001	44000000	.	1000000	2490
chr12-44	chr12	44000001	45000000	.	1000000	2408
chr12-45	chr12	45000001	46000000	.	1000000	2820
chr12-46	chr12	46000001	47000000	.	1000000	2880
chr12-47	chr12	47000001	48000000	.	1000000	3336
chr12-48	chr12	48000001	49000000	.	1000000	3110
chr12-49	chr12	49000001	50000000	.	1000000	3272
chr12-50	chr12	50000001	51000000	.	1000000	3299
chr12-51	chr12	51000001	52000000	.	1000000	3409
chr12-52	chr12	52000001	53000000	.	1000000	3363
chr12-53	chr12	53000001	54000000	.	1000000	3287
chr12-54	chr12	54000001	55000000	.	1000000	3261
chr12-55	chr12	55000001	56000000	.	1000000	2845
chr12-56	chr12	56000001	57000000	.	1000000	3478
chr12-57	chr12	57000001	58000000	.	1000000	3448
chr12-58	chr12	58000001	59000000	.	1000000	2677
chr12-59	chr12	59000001	60000000	.	1000000	2202
chr12-60	chr12	60000001	61000000	.	1000000	1776
chr12-61	chr12	61000001	62000000	.	1000000	2097
chr12-62	chr12	62000001	63000000	.	1000000	2590
chr12-63	chr12	63000001	64000000	.	1000000	2721
chr12-64	chr12	64000001	65000000	.	1000000	3187
chr12-65	chr12	65000001	66000000	.	1000000	2812
chr12-66	chr12	66000001	67000000	.	1000000	2836
chr12-67	chr12	67000001	68000000	.	1000000	2870
chr12-68	chr12	68000001	69000000	.	1000000	3035
chr12-69	chr12	69000001	70000000	.	1000000	2960
chr12-70	chr12	70000001	71000000	.	1000000	2649
chr12-71	chr12	71000001	72000000	.	1000000	2429
chr12-72	chr12	72000001	73000000	.	1000000	2139
chr12-73	chr12	73000001	74000000	.	1000000	1855
chr12-74	chr12	74000001	75000000	.	1000000	1930
chr12-75	chr12	75000001	76000000	.	1000000	2513
chr12-76	chr12	76000001	77000000	.	1000000	2861
chr12-77	chr12	77000001	78000000	.	1000000	2296
chr12-78	chr12	78000001	79000000	.	1000000	1808
chr12-79	chr12	79000001	80000000	.	1000000	2359
chr12-80	chr12	80000001	81000000	.	1000000	2124
chr12-81	chr12	81000001	82000000	.	1000000	1756
chr12-82	chr12	82000001	83000000	.	1000000	2125
chr12-83	chr12	83000001	84000000	.	1000000	2107
chr12-84	chr12	84000001	85000000	.	1000000	1670
chr12-85	chr12	85000001	86000000	.	1000000	1715
chr12-86	chr12	86000001	87000000	.	1000000	1716
chr12-87	chr12	87000001	88000000	.	1000000	1767
chr12-88	chr12	88000001	89000000	.	1000000	2217
chr12-89	chr12	89000001	90000000	.	1000000	2592
chr12-90	chr12	90000001	91000000	.	1000000	1989
chr12-91	chr12	91000001	92000000	.	1000000	1945
chr12-92	chr12	92000001	93000000	.	1000000	2827
chr12-93	chr12	93000001	94000000	.	1000000	3152
