""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"mean"	"sd"
"chr21-8"	"chr21"	8000001	9000000	"."	1000000	13.319022945966	10.801568627451	7.29610115911486	7.6010781671159	11.1140433553252	8.23336547733848	7.15613099771516	11.275415896488	10.204016064257	13.9922279792746	15.3555992141454	11.3830508474576	13.6335227272727	11.6435643564356	14.2695384615385	11.1518830851264	2.66733811747184
"chr21-9"	"chr21"	9000001	10000000	"."	1000000	2.98445595854922	3.20470588235294	2.64699683877766	3.90296495956873	3.10084825636192	2.53423336547734	2.90936785986291	3.29390018484288	3.41526104417671	2.94559585492228	3.47937131630648	3.07457627118644	3.23863636363636	3.57425742574257	3.41846153846154	3.1815755413484	0.35675595185693
"chr21-10"	"chr21"	10000001	11000000	"."	1000000	4.41894892672095	4.76862745098039	3.77871443624868	4.31805929919137	3.6248821866164	3.26904532304725	4.08682406702209	3.85582255083179	3.40080321285141	3.89637305699482	3.75540275049116	4.72542372881356	4.36079545454545	4.56435643564356	3.63507692307692	4.03061038687172	0.473844251452497
"chr21-11"	"chr21"	11000001	12000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr21-12"	"chr21"	12000001	13000000	"."	1000000	0.111028867505551	0.147450980392157	0.177028451001054	0.16711590296496	0.169651272384543	0.177434908389585	0.194973343488195	0.188539741219963	0.112449799196787	0.150259067357513	0.108055009823183	0.111864406779661	0.173295454545455	0.099009900990099	0.142153846153846	0.148687396812837	0.032730146588012
"chr21-13"	"chr21"	13000001	14000000	"."	1000000	1.8860103626943	1.80862745098039	1.53424657534247	1.84366576819407	1.93402450518379	1.87078109932498	1.8979436405179	1.71903881700555	1.94056224899598	1.76424870466321	1.81434184675835	1.86440677966102	1.9375	2.13861386138614	1.81538461538462	1.85129308507285	0.13061705122128
"chr21-14"	"chr21"	14000001	15000000	"."	1000000	1.96891191709845	1.87294117647059	2.06322444678609	1.93530997304582	2.01508011310085	1.96528447444552	2.01370906321401	1.87800369685767	2.01767068273092	2.05699481865285	1.81827111984283	1.95932203389831	2.08522727272727	2.1980198019802	2.03138461538462	1.99195701374907	0.0950665490827814
"chr21-15"	"chr21"	15000001	16000000	"."	1000000	1.92301998519615	1.92627450980392	2.17492096944152	2.14016172506739	1.98491988689915	1.98071359691418	1.88728103579589	1.9279112754159	2.08995983935743	1.98704663212435	1.91257367387033	1.93220338983051	2.13920454545455	2.24752475247525	1.97846153846154	2.0154784904072	0.11279647086787
"chr21-16"	"chr21"	16000001	17000000	"."	1000000	1.90969652109548	1.96235294117647	1.66069546891465	1.98382749326146	2.01696512723845	1.93635486981678	1.84463061690784	1.83918669131238	2.09317269076305	1.83678756476684	1.85265225933202	2.03389830508475	1.90909090909091	1.64356435643564	1.79446153846154	1.88782249024388	0.127133254997063
"chr21-17"	"chr21"	17000001	18000000	"."	1000000	1.87416728349371	1.91058823529412	2.0231822971549	2	2.10744580584354	2.12729026036644	1.98933739527799	1.92051756007394	1.99518072289157	2.01036269430052	2.08447937131631	2.08135593220339	1.84090909090909	1.96039603960396	1.94892307692308	1.9916090510435	0.0848787376931684
"chr21-18"	"chr21"	18000001	19000000	"."	1000000	1.9659511472983	1.86352941176471	1.80400421496312	1.88948787061995	1.875589066918	2.04821600771456	2.01827875095202	1.80776340110906	2.00321285140562	2.10621761658031	1.80943025540275	1.96271186440678	2.02840909090909	2.11881188118812	1.75938461538462	1.93739986977447	0.1160479907136
"chr21-19"	"chr21"	19000001	20000000	"."	1000000	1.99111769059956	1.84313725490196	1.78292939936776	1.84905660377358	2	2.12150433944069	1.96039603960396	1.7634011090573	1.86345381526104	1.75129533678756	1.87524557956778	1.9864406779661	1.96875	2.04950495049505	1.81415384615385	1.90802577619841	0.111554856040363
"chr21-20"	"chr21"	20000001	21000000	"."	1000000	1.70984455958549	2.02039215686275	1.75553213909378	1.8733153638814	1.875589066918	1.99228543876567	1.98476770753998	1.90757855822551	1.99678714859438	1.75647668393782	1.737721021611	1.80677966101695	1.98579545454545	1.92079207920792	1.90338461538462	1.88180277701138	0.105701948011263
"chr21-21"	"chr21"	21000001	22000000	"."	1000000	1.77646188008882	1.94039215686275	1.70495258166491	1.82479784366577	1.88689915174364	1.95371263259402	1.95734958111196	1.80221811460259	2.1140562248996	1.61917098445596	1.74165029469548	2.09152542372881	2.28693181818182	2.18811881188119	1.79446153846154	1.91217993590926	0.189846255516832
"chr21-22"	"chr21"	22000001	23000000	"."	1000000	1.98371576609919	1.83529411764706	1.86512118018967	1.88409703504043	1.88124410933082	1.9556412729026	1.97867479055598	1.84842883548983	1.96947791164659	1.71761658031088	1.76031434184676	2.03389830508475	2.02556818181818	2.22772277227723	1.66769230769231	1.90896716719548	0.140515298344261
"chr21-23"	"chr21"	23000001	24000000	"."	1000000	1.80754996299038	1.94352941176471	1.68809272918862	1.79245283018868	1.99434495758718	2.00964320154291	1.92536176694593	1.78003696857671	1.98714859437751	1.83678756476684	1.80943025540275	2.09152542372881	1.88352272727273	2.03960396039604	1.74338461538462	1.88882766467429	0.120048275959229
"chr21-24"	"chr21"	24000001	25000000	"."	1000000	1.94226498889711	1.80862745098039	1.79557428872497	2.01617250673854	1.93402450518379	2.08486017357763	1.995430312262	1.74306839186691	2.00803212851406	1.83419689119171	1.80746561886051	1.94237288135593	2.17613636363636	2.56435643564356	1.72184615384615	1.95829527275198	0.211853219987592
"chr21-25"	"chr21"	25000001	26000000	"."	1000000	1.98371576609919	1.88549019607843	1.89251844046365	1.93261455525606	2	2	2.08682406702209	1.93715341959335	2.03534136546185	2.05440414507772	1.86444007858546	2.07118644067797	1.99715909090909	2.12871287128713	1.94830769230769	1.98785787525464	0.078215541054074
"chr21-26"	"chr21"	26000001	27000000	"."	1000000	2.03849000740192	2.10039215686275	1.88830347734457	2.04043126684636	2.09990574929312	1.97685631629701	2.02284843869002	2.02587800369686	2.00642570281124	2.09067357512953	2.05992141453831	1.98983050847458	2.07670454545455	2.04950495049505	1.97969230769231	2.02972389473521	0.0565877572425644
"chr21-27"	"chr21"	27000001	28000000	"."	1000000	1.88304959289415	2.05176470588235	1.96206533192835	2.03234501347709	1.97172478793591	1.824493731919	1.94211728865194	1.80406654343808	2.12369477911647	1.85233160621762	1.86444007858546	1.89152542372881	1.92897727272727	1.83168316831683	1.93230769230769	1.92643913447513	0.0911133845595426
"chr21-28"	"chr21"	28000001	29000000	"."	1000000	1.98667653589933	1.99372549019608	1.85247629083246	1.91374663072776	1.85296889726673	1.93056894889103	2	1.96118299445471	1.91325301204819	1.87046632124352	1.89783889980354	2.09491525423729	1.86931818181818	2.24752475247525	2.008	1.95951081399294	0.105198718848984
"chr21-29"	"chr21"	29000001	30000000	"."	1000000	1.99555884529978	1.89960784313725	2.03371970495258	2.05121293800539	1.62676720075401	2.03664416586307	1.8979436405179	1.95009242144177	2.02088353413655	2.05699481865285	1.94007858546169	1.93898305084746	2.14204545454545	2.13861386138614	1.95692307692308	1.97907127612833	0.123370584277074
"chr21-30"	"chr21"	30000001	31000000	"."	1000000	2.10214655810511	2	1.91991570073762	2.22371967654987	2.01508011310085	2.04050144648023	2.06702208682407	1.818853974122	2.14939759036145	1.96113989637306	1.82612966601179	2	2.05965909090909	1.8019801980198	1.94892307692308	1.99563127163453	0.121074293264125
"chr21-31"	"chr21"	31000001	32000000	"."	1000000	2.02072538860104	2.11764705882353	2.09905163329821	1.85983827493261	2.22620169651272	1.89971070395371	1.8979436405179	2.090573012939	2.03855421686747	1.80829015544041	2.02554027504912	2.14576271186441	2.01988636363636	2.20792079207921	2.08923076923077	2.03645844624976	0.124027523971637
"chr21-32"	"chr21"	32000001	33000000	"."	1000000	2.01036269430052	2.16156862745098	2.09062170706006	1.94878706199461	1.89066918001885	2.07521697203472	1.98476770753998	2.26432532347505	1.99839357429719	2.16321243523316	2.05500982318271	2.01694915254237	1.84659090909091	1.91089108910891	2.11323076923077	2.03537313510405	0.113464561512002
"chr21-33"	"chr21"	33000001	34000000	"."	1000000	2.08882309400444	2.05333333333333	2.13277133825079	2.09703504043127	2.07728557964185	1.78784956605593	1.85833968012186	2.17929759704251	2.03694779116466	2.19948186528497	2.06483300589391	1.75593220338983	2.09090909090909	1.83168316831683	2.17046153846154	2.02833225948685	0.146266908288702
"chr21-34"	"chr21"	34000001	35000000	"."	1000000	2.00444115470022	1.87607843137255	2.21707060063224	2.1078167115903	1.7172478793591	1.76277724204436	1.9025133282559	2.02218114602588	1.97751004016064	2.01554404145078	1.96070726915521	1.85423728813559	1.96022727272727	1.92079207920792	1.94338461538462	1.9495019400135	0.124409398698839
"chr21-35"	"chr21"	35000001	36000000	"."	1000000	2.09622501850481	1.97019607843137	1.98103266596417	2.02964959568733	2.16588124410933	1.89199614271938	2.09444021325209	2.11645101663586	2.02730923694779	2.27461139896373	2.05009823182711	2.10847457627119	2.16761363636364	2.40594059405941	2.03323076923077	2.0942100279312	0.126585606741137
"chr21-36"	"chr21"	36000001	37000000	"."	1000000	1.92301998519615	2.06901960784314	1.99367755532139	1.97304582210243	2.04712535344015	1.92478302796528	2.01370906321401	1.85767097966728	1.97429718875502	2.2720207253886	2.05992141453831	1.89830508474576	2.01420454545455	2.10891089108911	2.07507692307692	2.01365254451987	0.101161952046719
"chr21-37"	"chr21"	37000001	38000000	"."	1000000	2.11843079200592	2.08	2.0927291886196	1.94339622641509	1.99245994344958	1.97492767598843	1.94668697638995	2.08687615526802	2.06907630522088	2.06476683937824	1.96365422396857	2.24406779661017	2.05397727272727	2.14851485148515	2.07261538461538	2.05681197547615	0.0823708243392085
"chr21-38"	"chr21"	38000001	39000000	"."	1000000	2.10066617320503	2.04392156862745	2.1622760800843	2.02964959568733	1.99811498586239	2.00192864030858	2.07463823305407	1.96857670979667	1.78473895582329	2.24352331606218	2.18074656188605	1.81694915254237	2.11931818181818	1.94059405940594	2.09661538461538	2.03748383991862	0.126401762319961
"chr21-39"	"chr21"	39000001	40000000	"."	1000000	1.99555884529978	2.03137254901961	2.03793466807165	2.08625336927224	2.13195098963242	1.91706846673095	1.98324447829398	2.05175600739372	1.97429718875502	2.23056994818653	2.20530451866405	2.24406779661017	2.07102272727273	2.00990099009901	2.05846153846154	2.06858427211756	0.096612599558234
"chr21-40"	"chr21"	40000001	41000000	"."	1000000	1.94374537379719	2.16627450980392	1.91991570073762	1.99460916442049	1.9076343072573	2.04628736740598	1.84310738766184	2.05730129390018	2.20722891566265	1.98704663212435	1.98231827111984	2.13220338983051	2.09090909090909	1.88118811881188	2.06892307692308	2.01524617335773	0.107029183540387
"chr21-41"	"chr21"	41000001	42000000	"."	1000000	1.95854922279793	2.04862745098039	2.11801896733404	1.93261455525606	2.10367577756833	2.05400192864031	1.81568926123382	2.25138632162662	2.16385542168675	2.13989637305699	2.2229862475442	2.14915254237288	1.96022727272727	2.05940594059406	2.21784615384615	2.07972889581772	0.122179273681993
"chr21-42"	"chr21"	42000001	43000000	"."	1000000	2.00888230940044	2.14901960784314	2.03582718651212	2.03504043126685	2.10367577756833	2.01735776277724	1.9025133282559	2.34380776340111	1.86184738955823	1.87305699481865	2.23182711198428	2.07796610169492	1.95738636363636	1.59405940594059	2.16738461538462	2.02397681000285	0.178200474084148
"chr21-43"	"chr21"	43000001	44000000	"."	1000000	1.73945225758697	1.70196078431373	1.59325605900948	1.43935309973046	1.73798303487276	1.39054966248795	1.48667174409749	1.59519408502773	1.56947791164659	1.50259067357513	1.83005893909627	1.5728813559322	1.51988636363636	1.53465346534653	1.72676923076923	1.59604924447526	0.125947375465164
"chr21-44"	"chr21"	44000001	45000000	"."	1000000	1.93782383419689	1.94980392156863	1.8145416227608	1.71967654986523	1.86993402450518	1.72613307618129	1.75932977913176	2.01293900184843	1.60803212851406	1.83160621761658	2.13163064833006	1.55254237288136	1.72727272727273	1.75247524752475	1.96553846153846	1.82395197424908	0.15603440108558
"chr21-45"	"chr21"	45000001	46000000	"."	1000000	2.02220577350111	2.13960784313725	2.10748155953635	1.84905660377358	2.03581526861451	1.89585342333655	2.06854531607007	2.10166358595194	2.07389558232932	2.08290155440414	2.21611001964637	1.73559322033898	1.83806818181818	2.6039603960396	2.17169230769231	2.06283004241269	0.202075772217294
"chr21-46"	"chr21"	46000001	46709983	"."	709983	1.45077720207254	1.41803921568627	1.50052687038988	1.38274932614555	1.46465598491989	1.62391513982642	1.46077684691546	1.4547134935305	1.42650602409639	1.38082901554404	1.5943025540275	1.44745762711864	1.37784090909091	1.37623762376238	1.57292307692308	1.46215006066996	0.0794657038673749
"chr22-0"	"chr22"	1	1000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-1"	"chr22"	1000001	2000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-2"	"chr22"	2000001	3000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-3"	"chr22"	3000001	4000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-4"	"chr22"	4000001	5000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-5"	"chr22"	5000001	6000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-6"	"chr22"	6000001	7000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-7"	"chr22"	7000001	8000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-8"	"chr22"	8000001	9000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-9"	"chr22"	9000001	10000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-10"	"chr22"	10000001	11000000	"."	1000000	1.10436713545522	1.09490196078431	1.09378292939937	1.23180592991914	1.21206409048068	1.73384763741562	1.37395277989337	1.21072088724584	1.83132530120482	1.26424870466321	1.08251473477407	1.14237288135593	1.41477272727273	1.57425742574257	1.03692307692308	1.293457213502	0.24634437947045
"chr22-11"	"chr22"	11000001	12000000	"."	1000000	2.20133234641007	2.47058823529412	2.15595363540569	2.46361185983828	2.53722902921772	2.5380906460945	2.17821782178218	2.42329020332717	2.62971887550201	1.85492227979275	2.28683693516699	2.6	2.625	1.93069306930693	2.21661538461538	2.34080668811692	0.246449036360924
"chr22-12"	"chr22"	12000001	13000000	"."	1000000	2.56698741672835	2.52549019607843	2.11169652265543	2.53369272237197	2.70688030160226	2.46673095467695	2.56664127951257	2.5452865064695	2.40160642570281	2.66580310880829	2.63457760314342	2.33220338983051	2.46590909090909	2.94059405940594	2.55138461538462	2.53436561288534	0.183439292071826
"chr22-13"	"chr22"	13000001	14000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-14"	"chr22"	14000001	15000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr22-15"	"chr22"	15000001	16000000	"."	1000000	2.02072538860104	2.01725490196078	2.46575342465753	1.99460916442049	2.05278039585297	2.26808100289296	1.96191926884996	1.7264325323475	1.60642570281124	1.91709844559585	1.89390962671906	2.23050847457627	2.25284090909091	1.9009900990099	1.87261538461538	2.01212964813346	0.220800362750686
"chr22-16"	"chr22"	16000001	17000000	"."	1000000	1.97631384159882	2.0643137254902	2.08640674394099	1.96765498652291	2.07351555136664	2.05014464802314	1.93145468392993	2.08133086876155	1.9855421686747	2.2279792746114	2.03143418467584	1.96949152542373	2.11647727272727	1.93069306930693	2.04307692307692	2.03572196454206	0.0791153798210347
"chr22-17"	"chr22"	17000001	18000000	"."	1000000	2.09178386380459	2.08627450980392	2.23603793466807	1.95417789757412	2.02639019792648	2.00578592092575	2.01827875095202	2.20147874306839	1.99036144578313	2.32124352331606	2.08153241650295	1.92542372881356	1.86931818181818	2.15841584158416	2.11630769230769	2.07218737658994	0.121999370689547
"chr22-18"	"chr22"	18000001	19000000	"."	1000000	1.56180606957809	1.54823529411765	1.4204425711275	1.62264150943396	1.83411875589067	1.30376084860174	1.87814166031988	1.41589648798521	1.00240963855422	1.90673575129534	1.3614931237721	2.05084745762712	1.67897727272727	2.17821782178218	1.35323076923077	1.60779700213625	0.316524024957901
"chr22-19"	"chr22"	19000001	20000000	"."	1000000	2.08734270910437	1.9921568627451	1.97471022128556	1.98652291105121	2.11121583411876	1.95756991321119	2.004569687738	2.07393715341959	2.04979919678715	1.86010362694301	2.10707269155206	1.92881355932203	2.07102272727273	2.03960396039604	2.22953846153846	2.03159863443235	0.0890725444017239
"chr22-20"	"chr22"	20000001	21000000	"."	1000000	1.97631384159882	2.1443137254902	2.14963119072708	2.02695417789757	2.09613572101791	1.94406943105111	1.83701447067784	2.12569316081331	1.89718875502008	2.02849740932642	2.25343811394892	1.92881355932203	1.76420454545455	2.46534653465347	2.21353846153846	2.05674353990252	0.179157878313862
"chr22-21"	"chr22"	21000001	22000000	"."	1000000	1.89933382679497	1.87294117647059	1.96628029504742	1.5633423180593	2.09802073515551	1.76277724204436	2.03808073115004	1.86876155268022	1.69317269076305	1.9559585492228	1.84774066797642	2.0271186440678	1.73579545454545	1.93069306930693	1.96923076923077	1.88194984816771	0.143715637202136
"chr22-22"	"chr22"	22000001	23000000	"."	1000000	2.15247964470762	2.06901960784314	2.29504741833509	2.16711590296496	2.01319509896324	1.90549662487946	2.003046458492	2.04251386321627	2.10923694779116	2.01813471502591	2.16994106090373	2.17966101694915	2.20454545454545	2.17821782178218	2.18769230769231	2.11302292960611	0.101612668769851
"chr22-23"	"chr22"	23000001	24000000	"."	1000000	2.10658771280533	2.02352941176471	2.04214963119073	1.99191374663073	2.13195098963242	1.83027965284474	2.01675552170602	2.06839186691312	1.914859437751	2.0259067357513	2.25834970530452	1.97966101694915	1.75852272727273	2.22772277227723	2.21230769230769	2.03925924140676	0.139420560127028
"chr22-24"	"chr22"	24000001	25000000	"."	1000000	2.0740192450037	2.10509803921569	1.8840885142255	1.99730458221024	1.93213949104618	1.89971070395371	2.02589489718203	1.90388170055453	2.01124497991968	1.99481865284974	2.27406679764244	1.96949152542373	1.82386363636364	2.17821782178218	2.20061538461538	2.01829706479922	0.127824244853609
"chr22-25"	"chr22"	25000001	26000000	"."	1000000	2.03108808290155	2.06274509803922	1.95574288724974	1.99730458221024	2.27144203581527	1.92092574734812	2.01827875095202	2.10536044362292	2.03694779116466	2.21243523316062	2.26424361493124	2.04067796610169	1.875	2.12871287128713	2.08430769230769	2.06701418647281	0.115927117034604
"chr22-26"	"chr22"	26000001	27000000	"."	1000000	2.11695040710585	2.13803921568627	2.06111696522655	2.19407008086253	1.94910461828464	1.92478302796528	2.01675552170602	2.07948243992606	1.92610441767068	1.91968911917098	2.22495088408644	1.81694915254237	2.00568181818182	2.06930693069307	2.18030769230769	2.04155281942775	0.118455776643544
"chr22-27"	"chr22"	27000001	28000000	"."	1000000	2.09178386380459	2.14117647058824	2.0927291886196	2.02156334231806	1.90386427898209	1.89392478302797	1.93754760091394	2.09611829944547	1.91164658634538	2.08549222797927	2.24066797642436	1.94915254237288	2.10511363636364	2.20792079207921	2.25907692307692	2.06251856748944	0.122312776042728
"chr22-28"	"chr22"	28000001	29000000	"."	1000000	2.15247964470762	1.89176470588235	2.1622760800843	1.74393530997305	2.0942507068803	2.10028929604629	1.95430312261995	2.09796672828096	1.99839357429719	2.34455958549223	1.99214145383104	2.19661016949153	2.00852272727273	1.92079207920792	1.92123076923077	2.03863439688655	0.147623428675394
"chr22-29"	"chr22"	29000001	30000000	"."	1000000	2.05921539600296	2.11921568627451	2.03161222339305	2.00269541778976	1.88312912346843	1.99035679845709	2.001523229246	2.18484288354898	1.89397590361446	2.10621761658031	2.29666011787819	2.08135593220339	2.11079545454545	1.91089108910891	2.21292307692308	2.05902732993564	0.118648530314484
"chr22-30"	"chr22"	30000001	31000000	"."	1000000	2.12139156180607	2.03607843137255	2.03161222339305	1.88679245283019	2.00942507068803	1.96142719382835	1.96648895658797	2.06099815157116	1.96144578313253	2.21243523316062	2.28487229862475	1.91525423728814	1.875	1.94059405940594	2.15753846153846	2.02809027434852	0.120522378018699
"chr22-31"	"chr22"	31000001	32000000	"."	1000000	2.04145077720207	2.12078431372549	2.1622760800843	1.92452830188679	2.12252591894439	1.7801350048216	1.83092155369383	2.04436229205176	2.0995983935743	2.07253886010363	2.06974459724951	1.85423728813559	1.91477272727273	2.06930693069307	2.05723076923077	2.01096092057799	0.118646668662419
"chr22-32"	"chr22"	32000001	33000000	"."	1000000	1.97335307179867	2.08156862745098	2.09062170706006	2.12129380053908	1.99245994344958	1.84763741562199	2.0974866717441	2.2181146025878	2.085140562249	1.92227979274611	2.12082514734774	1.91525423728814	1.92897727272727	1.6039603960396	2.10769230769231	2.0071110370895	0.150816220422507
"chr22-33"	"chr22"	33000001	34000000	"."	1000000	2.10658771280533	1.99529411764706	2.10537407797682	2.03234501347709	2.08859566446748	2.0443587270974	1.97867479055598	2.14417744916821	2.03694779116466	2.11139896373057	2.12966601178782	2.18983050847458	2.08238636363636	1.9009900990099	2.12861538461538	2.07168284504098	0.0742926036104644
"chr22-34"	"chr22"	34000001	35000000	"."	1000000	1.97927461139896	1.98274509803922	2.07376185458377	1.97035040431267	2.05278039585297	1.94021215043394	1.96801218583397	2.1275415896488	2.05301204819277	2.15025906735751	2.09332023575638	2.06779661016949	2.35795454545455	1.67326732673267	1.98830769230769	2.03190638773836	0.143711733212243
"chr22-35"	"chr22"	35000001	36000000	"."	1000000	2.09918578830496	2.02509803921569	2.13066385669125	1.84636118598383	2.13006597549482	2.02121504339441	2.02284843869002	2.0720887245841	2.16224899598394	2.13212435233161	2.16895874263261	1.79322033898305	2.11647727272727	2.03960396039604	2.11076923076923	2.05806199641219	0.108941504001355
"chr22-36"	"chr22"	36000001	37000000	"."	1000000	2.1480384900074	2.01254901960784	2.24025289778714	2.01617250673854	2.01508011310085	1.94406943105111	2.09139375476009	2.12384473197782	1.82489959839357	2.23575129533679	2.2573673870334	1.90508474576271	2.03693181818182	2.0990099009901	2.17661538461538	2.07513740502297	0.127128456476783
"chr22-37"	"chr22"	37000001	38000000	"."	1000000	1.96299037749815	2.02509803921569	1.99578503688093	2.08894878706199	1.94344957587182	1.85342333654773	1.82787509520183	2.19593345656192	1.914859437751	2.03626943005181	2.31728880157171	2.13898305084746	1.80397727272727	1.91089108910891	2.30646153846154	2.02148228835732	0.161365458718475
"chr22-38"	"chr22"	38000001	39000000	"."	1000000	2.19245003700962	2.05333333333333	2.07165437302424	1.89757412398922	1.91894439208294	1.96528447444552	1.96191926884996	1.91682070240296	1.99357429718876	2.18134715025907	2.28290766208251	2.05762711864407	2.06818181818182	2.35643564356436	2.14338461538462	2.0707626006962	0.137602114653027
"chr22-39"	"chr22"	39000001	40000000	"."	1000000	2.05181347150259	2.16941176470588	2.10115911485775	2.08625336927224	2.01508011310085	1.80520732883317	1.92079207920792	2.13678373382625	2.00481927710843	2.09585492227979	2.24852652259332	2.13559322033898	1.98863636363636	2.27722772277228	2.23876923076923	2.08506188232034	0.127345886491088
"chr22-40"	"chr22"	40000001	41000000	"."	1000000	1.99851961509993	2.04078431372549	2.17913593256059	2.09973045822102	1.89820923656927	2.01157184185149	1.95887281035796	2.00184842883549	1.7863453815261	2.37305699481865	2.10609037328094	1.94915254237288	1.88352272727273	1.85148514851485	2.08861538461538	2.01512941264152	0.14506028110678
"chr22-41"	"chr22"	41000001	42000000	"."	1000000	1.97187268689859	2.0721568627451	2.01053740779768	2.04312668463612	1.93402450518379	1.80713596914176	1.93907083015994	1.98336414048059	1.94859437751004	2.13212435233161	2.10707269155206	1.93559322033898	1.78977272727273	2.12871287128713	2.12615384615385	1.99528754489933	0.10874724733151
"chr22-42"	"chr22"	42000001	43000000	"."	1000000	2.25462620281273	2.15686274509804	2.05479452054795	2.05929919137466	2.02073515551367	2.05014464802314	2.06092916984006	2.05360443622921	1.95823293172691	2.26424870466321	2.22003929273084	1.85423728813559	2	2.25742574257426	2.17292307692308	2.09587354041289	0.121013511903623
"chr22-43"	"chr22"	43000001	44000000	"."	1000000	1.94818652849741	2.10196078431373	2.10537407797682	1.98382749326146	2.20735155513666	1.80906460945034	1.8994668697639	2.181146025878	2.04819277108434	2.24352331606218	2.19449901768173	2.10847457627119	1.98579545454545	1.81188118811881	2.08492307692308	2.04757782299767	0.13807039211355
"chr22-44"	"chr22"	44000001	45000000	"."	1000000	2.06069578090303	2.13647058823529	2.20653319283456	2.09973045822102	2.062205466541	2.05400192864031	1.92383853769992	2.16635859519408	1.97590361445783	1.86269430051813	2.21316306483301	2.07118644067797	1.92329545454545	1.85148514851485	2.19138461538462	2.05326314581341	0.121633281848373
"chr22-45"	"chr22"	45000001	46000000	"."	1000000	1.98815692079941	2.00941176470588	2.02528977871444	2.07547169811321	2.1262959472196	2.00192864030858	2.04417364813404	2.25878003696858	1.99678714859438	2.06217616580311	2.19056974459725	2.05423728813559	1.90056818181818	2.08910891089109	2.19938461538462	2.0681560326792	0.0935317139006868
"chr22-46"	"chr22"	46000001	47000000	"."	1000000	1.98667653589933	2.01411764705882	2.12434141201264	1.94339622641509	2.09613572101791	1.75506268081003	2.11119573495811	2.06284658040665	2.07871485943775	2.20984455958549	2.2475442043222	2.02033898305085	2.03693181818182	2	2.11938461538462	2.05376877190275	0.116117291878125
"chr22-47"	"chr22"	47000001	48000000	"."	1000000	2.1080680977054	2.11921568627451	2.03371970495258	2.11859838274933	2.23939679547597	2.04821600771456	2.11271896420411	2.17744916820702	2.11566265060241	2.09326424870466	2.18565815324165	2.03050847457627	2.04545454545455	2.01980198019802	2.22030769230769	2.11120270349125	0.0696429413579166
"chr22-48"	"chr22"	48000001	49000000	"."	1000000	2.09178386380459	2.2243137254902	2.01264488935722	2.07816711590297	2.07351555136664	2.18129218900675	2.05940594059406	2.1996303142329	1.75261044176707	1.94041450777202	2.22003929273084	1.90508474576271	1.96590909090909	2.21782178217822	2.232	2.07697556339168	0.1420251027311
"chr22-49"	"chr22"	49000001	50000000	"."	1000000	1.99111769059956	2.10980392156863	1.91148577449947	2.05660377358491	2.06786050895382	1.81870781099325	2.004569687738	2.2735674676525	1.95983935742972	2.10880829015544	2.26326129666012	2.08135593220339	2.03125	1.99009900990099	2.20553846153846	2.05825793223188	0.124583526280241
"chr22-50"	"chr22"	50000001	50818468	"."	818468	1.57660991857883	1.63607843137255	1.69020021074816	1.50673854447439	1.83034872761546	1.53712632594021	1.68316831683168	1.61922365988909	1.57911646586345	1.74611398963731	1.82416502946955	1.64067796610169	1.47443181818182	1.30693069306931	1.76984615384615	1.62805175010798	0.140248236415305
"chrX-01"	"chrX_M"	1	1000000	"."	1000000	1.62250185048113	1.65803921568627	1.50474183350896	1.47978436657682	NA	NA	NA	1.66543438077634	NA	NA	NA	1.57627118644068	1.62784090909091	1.33663366336634	NA	1.55890592574093	0.112676956316216
"chrX-157"	"chrX_M"	1000001	2000000	"."	1000000	1.88897113249445	1.88549019607843	1.9304531085353	1.84366576819407	NA	NA	NA	1.79852125693161	NA	NA	NA	1.69830508474576	1.80965909090909	1.86138613861386	NA	1.83955647206282	0.0715512119750195
"chrX-210"	"chrX_M"	2000001	3000000	"."	1000000	1.4300518134715	1.5843137254902	1.52160168598525	1.53908355795148	NA	NA	NA	1.79852125693161	NA	NA	NA	1.43389830508475	1.375	1.13861386138614	NA	1.47763552578762	0.188870200660505
