# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genome/bins.gtf" "-o" "output/98217.new.report/patient.fc.tsv" "-T" "8" "output/98217.new.report/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/98217.new.report/patient.bam
chr9-48	chr9	48000001	49000000	.	1000000	0
chr9-49	chr9	49000001	50000000	.	1000000	0
chr9-50	chr9	50000001	51000000	.	1000000	0
chr9-51	chr9	51000001	52000000	.	1000000	0
chr9-52	chr9	52000001	53000000	.	1000000	0
chr9-53	chr9	53000001	54000000	.	1000000	0
chr9-54	chr9	54000001	55000000	.	1000000	0
chr9-55	chr9	55000001	56000000	.	1000000	0
chr9-56	chr9	56000001	57000000	.	1000000	0
chr9-57	chr9	57000001	58000000	.	1000000	0
chr9-58	chr9	58000001	59000000	.	1000000	0
chr9-59	chr9	59000001	60000000	.	1000000	0
chr9-60	chr9	60000001	61000000	.	1000000	366
chr9-61	chr9	61000001	62000000	.	1000000	365
chr9-62	chr9	62000001	63000000	.	1000000	638
chr9-63	chr9	63000001	64000000	.	1000000	487
chr9-64	chr9	64000001	65000000	.	1000000	517
chr9-65	chr9	65000001	66000000	.	1000000	438
chr9-66	chr9	66000001	67000000	.	1000000	494
chr9-67	chr9	67000001	68000000	.	1000000	612
chr9-68	chr9	68000001	69000000	.	1000000	464
chr9-69	chr9	69000001	70000000	.	1000000	521
chr9-70	chr9	70000001	71000000	.	1000000	583
chr9-71	chr9	71000001	72000000	.	1000000	578
chr9-72	chr9	72000001	73000000	.	1000000	596
chr9-73	chr9	73000001	74000000	.	1000000	642
chr9-74	chr9	74000001	75000000	.	1000000	545
chr9-75	chr9	75000001	76000000	.	1000000	583
chr9-76	chr9	76000001	77000000	.	1000000	658
chr9-77	chr9	77000001	78000000	.	1000000	595
chr9-78	chr9	78000001	79000000	.	1000000	634
chr9-79	chr9	79000001	80000000	.	1000000	526
chr9-80	chr9	80000001	81000000	.	1000000	619
chr9-81	chr9	81000001	82000000	.	1000000	531
chr9-82	chr9	82000001	83000000	.	1000000	608
chr9-83	chr9	83000001	84000000	.	1000000	600
chr9-84	chr9	84000001	85000000	.	1000000	636
chr9-85	chr9	85000001	86000000	.	1000000	616
chr9-86	chr9	86000001	87000000	.	1000000	580
chr9-87	chr9	87000001	88000000	.	1000000	508
chr9-88	chr9	88000001	89000000	.	1000000	620
chr9-89	chr9	89000001	90000000	.	1000000	579
chr9-90	chr9	90000001	91000000	.	1000000	576
chr9-91	chr9	91000001	92000000	.	1000000	495
chr9-92	chr9	92000001	93000000	.	1000000	620
chr9-93	chr9	93000001	94000000	.	1000000	615
chr9-94	chr9	94000001	95000000	.	1000000	607
chr9-95	chr9	95000001	96000000	.	1000000	554
chr9-96	chr9	96000001	97000000	.	1000000	638
chr9-97	chr9	97000001	98000000	.	1000000	657
chr9-98	chr9	98000001	99000000	.	1000000	592
chr9-99	chr9	99000001	100000000	.	1000000	653
chr9-100	chr9	100000001	101000000	.	1000000	569
chr9-101	chr9	101000001	102000000	.	1000000	606
chr9-102	chr9	102000001	103000000	.	1000000	599
chr9-103	chr9	103000001	104000000	.	1000000	597
chr9-104	chr9	104000001	105000000	.	1000000	656
chr9-105	chr9	105000001	106000000	.	1000000	608
chr9-106	chr9	106000001	107000000	.	1000000	605
chr9-107	chr9	107000001	108000000	.	1000000	592
chr9-108	chr9	108000001	109000000	.	1000000	604
chr9-109	chr9	109000001	110000000	.	1000000	608
chr9-110	chr9	110000001	111000000	.	1000000	656
chr9-111	chr9	111000001	112000000	.	1000000	605
chr9-112	chr9	112000001	113000000	.	1000000	634
chr9-113	chr9	113000001	114000000	.	1000000	599
chr9-114	chr9	114000001	115000000	.	1000000	580
chr9-115	chr9	115000001	116000000	.	1000000	636
chr9-116	chr9	116000001	117000000	.	1000000	600
chr9-117	chr9	117000001	118000000	.	1000000	591
chr9-118	chr9	118000001	119000000	.	1000000	575
chr9-119	chr9	119000001	120000000	.	1000000	606
chr9-120	chr9	120000001	121000000	.	1000000	598
chr9-121	chr9	121000001	122000000	.	1000000	578
chr9-122	chr9	122000001	123000000	.	1000000	640
chr9-123	chr9	123000001	124000000	.	1000000	546
chr9-124	chr9	124000001	125000000	.	1000000	610
chr9-125	chr9	125000001	126000000	.	1000000	585
chr9-126	chr9	126000001	127000000	.	1000000	555
chr9-127	chr9	127000001	128000000	.	1000000	561
chr9-128	chr9	128000001	129000000	.	1000000	582
chr9-129	chr9	129000001	130000000	.	1000000	634
chr9-130	chr9	130000001	131000000	.	1000000	563
chr9-131	chr9	131000001	132000000	.	1000000	585
chr9-132	chr9	132000001	133000000	.	1000000	585
chr9-133	chr9	133000001	134000000	.	1000000	586
chr9-134	chr9	134000001	135000000	.	1000000	564
chr9-135	chr9	135000001	136000000	.	1000000	554
chr9-136	chr9	136000001	137000000	.	1000000	550
chr9-137	chr9	137000001	138000000	.	1000000	619
chr9-138	chr9	138000001	138394717	.	394717	236
chr10-0	chr10	1	1000000	.	1000000	687
chr10-1	chr10	1000001	2000000	.	1000000	601
chr10-2	chr10	2000001	3000000	.	1000000	577
chr10-3	chr10	3000001	4000000	.	1000000	624
chr10-4	chr10	4000001	5000000	.	1000000	593
chr10-5	chr10	5000001	6000000	.	1000000	587
chr10-6	chr10	6000001	7000000	.	1000000	602
chr10-7	chr10	7000001	8000000	.	1000000	612
chr10-8	chr10	8000001	9000000	.	1000000	570
chr10-9	chr10	9000001	10000000	.	1000000	633
chr10-10	chr10	10000001	11000000	.	1000000	613
chr10-11	chr10	11000001	12000000	.	1000000	616
chr10-12	chr10	12000001	13000000	.	1000000	577
chr10-13	chr10	13000001	14000000	.	1000000	612
chr10-14	chr10	14000001	15000000	.	1000000	625
chr10-15	chr10	15000001	16000000	.	1000000	555
chr10-16	chr10	16000001	17000000	.	1000000	576
chr10-17	chr10	17000001	18000000	.	1000000	527
chr10-18	chr10	18000001	19000000	.	1000000	601
chr10-19	chr10	19000001	20000000	.	1000000	595
chr10-20	chr10	20000001	21000000	.	1000000	627
chr10-21	chr10	21000001	22000000	.	1000000	547
chr10-22	chr10	22000001	23000000	.	1000000	593
chr10-23	chr10	23000001	24000000	.	1000000	625
chr10-24	chr10	24000001	25000000	.	1000000	609
chr10-25	chr10	25000001	26000000	.	1000000	572
chr10-26	chr10	26000001	27000000	.	1000000	613
chr10-27	chr10	27000001	28000000	.	1000000	544
chr10-28	chr10	28000001	29000000	.	1000000	637
chr10-29	chr10	29000001	30000000	.	1000000	573
chr10-30	chr10	30000001	31000000	.	1000000	534
chr10-31	chr10	31000001	32000000	.	1000000	565
chr10-32	chr10	32000001	33000000	.	1000000	570
chr10-33	chr10	33000001	34000000	.	1000000	572
chr10-34	chr10	34000001	35000000	.	1000000	604
chr10-35	chr10	35000001	36000000	.	1000000	598
chr10-36	chr10	36000001	37000000	.	1000000	590
chr10-37	chr10	37000001	38000000	.	1000000	563
chr10-38	chr10	38000001	39000000	.	1000000	667
chr10-39	chr10	39000001	40000000	.	1000000	506
chr10-40	chr10	40000001	41000000	.	1000000	1036
chr10-41	chr10	41000001	42000000	.	1000000	862
chr10-42	chr10	42000001	43000000	.	1000000	1145
chr10-43	chr10	43000001	44000000	.	1000000	633
chr10-44	chr10	44000001	45000000	.	1000000	595
chr10-45	chr10	45000001	46000000	.	1000000	559
chr10-46	chr10	46000001	47000000	.	1000000	578
chr10-47	chr10	47000001	48000000	.	1000000	501
chr10-48	chr10	48000001	49000000	.	1000000	603
chr10-49	chr10	49000001	50000000	.	1000000	598
chr10-50	chr10	50000001	51000000	.	1000000	607
chr10-51	chr10	51000001	52000000	.	1000000	581
chr10-52	chr10	52000001	53000000	.	1000000	625
chr10-53	chr10	53000001	54000000	.	1000000	576
chr10-54	chr10	54000001	55000000	.	1000000	641
chr10-55	chr10	55000001	56000000	.	1000000	611
chr10-56	chr10	56000001	57000000	.	1000000	613
chr10-57	chr10	57000001	58000000	.	1000000	543
chr10-58	chr10	58000001	59000000	.	1000000	654
chr10-59	chr10	59000001	60000000	.	1000000	653
chr10-60	chr10	60000001	61000000	.	1000000	590
chr10-61	chr10	61000001	62000000	.	1000000	597
chr10-62	chr10	62000001	63000000	.	1000000	588
chr10-63	chr10	63000001	64000000	.	1000000	578
chr10-64	chr10	64000001	65000000	.	1000000	571
chr10-65	chr10	65000001	66000000	.	1000000	572
chr10-66	chr10	66000001	67000000	.	1000000	616
chr10-67	chr10	67000001	68000000	.	1000000	535
chr10-68	chr10	68000001	69000000	.	1000000	570
chr10-69	chr10	69000001	70000000	.	1000000	622
chr10-70	chr10	70000001	71000000	.	1000000	569
chr10-71	chr10	71000001	72000000	.	1000000	563
chr10-72	chr10	72000001	73000000	.	1000000	656
chr10-73	chr10	73000001	74000000	.	1000000	580
chr10-74	chr10	74000001	75000000	.	1000000	563
chr10-75	chr10	75000001	76000000	.	1000000	615
chr10-76	chr10	76000001	77000000	.	1000000	603
chr10-77	chr10	77000001	78000000	.	1000000	586
chr10-78	chr10	78000001	79000000	.	1000000	656
chr10-79	chr10	79000001	80000000	.	1000000	518
chr10-80	chr10	80000001	81000000	.	1000000	643
chr10-81	chr10	81000001	82000000	.	1000000	625
chr10-82	chr10	82000001	83000000	.	1000000	582
chr10-83	chr10	83000001	84000000	.	1000000	609
chr10-84	chr10	84000001	85000000	.	1000000	602
chr10-85	chr10	85000001	86000000	.	1000000	669
chr10-86	chr10	86000001	87000000	.	1000000	604
chr10-87	chr10	87000001	88000000	.	1000000	604
chr10-88	chr10	88000001	89000000	.	1000000	575
chr10-89	chr10	89000001	90000000	.	1000000	633
chr10-90	chr10	90000001	91000000	.	1000000	617
chr10-91	chr10	91000001	92000000	.	1000000	564
chr10-92	chr10	92000001	93000000	.	1000000	660
chr10-93	chr10	93000001	94000000	.	1000000	589
chr10-94	chr10	94000001	95000000	.	1000000	609
chr10-95	chr10	95000001	96000000	.	1000000	627
chr10-96	chr10	96000001	97000000	.	1000000	540
chr10-97	chr10	97000001	98000000	.	1000000	596
chr10-98	chr10	98000001	99000000	.	1000000	608
chr10-99	chr10	99000001	100000000	.	1000000	587
chr10-100	chr10	100000001	101000000	.	1000000	580
chr10-101	chr10	101000001	102000000	.	1000000	604
chr10-102	chr10	102000001	103000000	.	1000000	621
chr10-103	chr10	103000001	104000000	.	1000000	639
chr10-104	chr10	104000001	105000000	.	1000000	586
chr10-105	chr10	105000001	106000000	.	1000000	544
chr10-106	chr10	106000001	107000000	.	1000000	577
chr10-107	chr10	107000001	108000000	.	1000000	565
chr10-108	chr10	108000001	109000000	.	1000000	649
chr10-109	chr10	109000001	110000000	.	1000000	617
chr10-110	chr10	110000001	111000000	.	1000000	566
chr10-111	chr10	111000001	112000000	.	1000000	532
chr10-112	chr10	112000001	113000000	.	1000000	558
chr10-113	chr10	113000001	114000000	.	1000000	623
chr10-114	chr10	114000001	115000000	.	1000000	613
chr10-115	chr10	115000001	116000000	.	1000000	629
chr10-116	chr10	116000001	117000000	.	1000000	618
chr10-117	chr10	117000001	118000000	.	1000000	641
chr10-118	chr10	118000001	119000000	.	1000000	535
chr10-119	chr10	119000001	120000000	.	1000000	546
chr10-120	chr10	120000001	121000000	.	1000000	647
chr10-121	chr10	121000001	122000000	.	1000000	588
chr10-122	chr10	122000001	123000000	.	1000000	582
chr10-123	chr10	123000001	124000000	.	1000000	573
chr10-124	chr10	124000001	125000000	.	1000000	540
chr10-125	chr10	125000001	126000000	.	1000000	574
chr10-126	chr10	126000001	127000000	.	1000000	630
chr10-127	chr10	127000001	128000000	.	1000000	627
chr10-128	chr10	128000001	129000000	.	1000000	632
chr10-129	chr10	129000001	130000000	.	1000000	658
chr10-130	chr10	130000001	131000000	.	1000000	594
chr10-131	chr10	131000001	132000000	.	1000000	581
chr10-132	chr10	132000001	133000000	.	1000000	641
chr10-133	chr10	133000001	133797422	.	797422	863
chr11-0	chr11	1	1000000	.	1000000	537
chr11-1	chr11	1000001	2000000	.	1000000	553
chr11-2	chr11	2000001	3000000	.	1000000	605
chr11-3	chr11	3000001	4000000	.	1000000	600
chr11-4	chr11	4000001	5000000	.	1000000	617
chr11-5	chr11	5000001	6000000	.	1000000	609
chr11-6	chr11	6000001	7000000	.	1000000	564
chr11-7	chr11	7000001	8000000	.	1000000	530
chr11-8	chr11	8000001	9000000	.	1000000	603
chr11-9	chr11	9000001	10000000	.	1000000	551
chr11-10	chr11	10000001	11000000	.	1000000	630
chr11-11	chr11	11000001	12000000	.	1000000	664
chr11-12	chr11	12000001	13000000	.	1000000	512
chr11-13	chr11	13000001	14000000	.	1000000	617
chr11-14	chr11	14000001	15000000	.	1000000	610
chr11-15	chr11	15000001	16000000	.	1000000	614
chr11-16	chr11	16000001	17000000	.	1000000	592
chr11-17	chr11	17000001	18000000	.	1000000	584
chr11-18	chr11	18000001	19000000	.	1000000	618
chr11-19	chr11	19000001	20000000	.	1000000	583
chr11-20	chr11	20000001	21000000	.	1000000	577
chr11-21	chr11	21000001	22000000	.	1000000	636
chr11-22	chr11	22000001	23000000	.	1000000	646
chr11-23	chr11	23000001	24000000	.	1000000	564
chr11-24	chr11	24000001	25000000	.	1000000	606
chr11-25	chr11	25000001	26000000	.	1000000	621
chr11-26	chr11	26000001	27000000	.	1000000	647
chr11-27	chr11	27000001	28000000	.	1000000	636
chr11-28	chr11	28000001	29000000	.	1000000	595
chr11-29	chr11	29000001	30000000	.	1000000	598
chr11-30	chr11	30000001	31000000	.	1000000	639
chr11-31	chr11	31000001	32000000	.	1000000	573
chr11-32	chr11	32000001	33000000	.	1000000	630
chr11-33	chr11	33000001	34000000	.	1000000	586
chr11-34	chr11	34000001	35000000	.	1000000	587
chr11-35	chr11	35000001	36000000	.	1000000	588
chr11-36	chr11	36000001	37000000	.	1000000	640
chr11-37	chr11	37000001	38000000	.	1000000	603
chr11-38	chr11	38000001	39000000	.	1000000	661
chr11-39	chr11	39000001	40000000	.	1000000	608
chr11-40	chr11	40000001	41000000	.	1000000	669
chr11-41	chr11	41000001	42000000	.	1000000	551
chr11-42	chr11	42000001	43000000	.	1000000	583
chr11-43	chr11	43000001	44000000	.	1000000	603
chr11-44	chr11	44000001	45000000	.	1000000	526
chr11-45	chr11	45000001	46000000	.	1000000	581
chr11-46	chr11	46000001	47000000	.	1000000	587
chr11-47	chr11	47000001	48000000	.	1000000	561
chr11-48	chr11	48000001	49000000	.	1000000	553
chr11-49	chr11	49000001	50000000	.	1000000	561
chr11-50	chr11	50000001	51000000	.	1000000	444
chr11-51	chr11	51000001	52000000	.	1000000	626
chr11-52	chr11	52000001	53000000	.	1000000	633
chr11-53	chr11	53000001	54000000	.	1000000	546
chr11-54	chr11	54000001	55000000	.	1000000	490
chr11-55	chr11	55000001	56000000	.	1000000	592
chr11-56	chr11	56000001	57000000	.	1000000	572
chr11-57	chr11	57000001	58000000	.	1000000	560
chr11-58	chr11	58000001	59000000	.	1000000	584
chr11-59	chr11	59000001	60000000	.	1000000	596
chr11-60	chr11	60000001	61000000	.	1000000	652
chr11-61	chr11	61000001	62000000	.	1000000	646
chr11-62	chr11	62000001	63000000	.	1000000	592
chr11-63	chr11	63000001	64000000	.	1000000	575
chr11-64	chr11	64000001	65000000	.	1000000	625
chr11-65	chr11	65000001	66000000	.	1000000	551
chr11-66	chr11	66000001	67000000	.	1000000	568
chr11-67	chr11	67000001	68000000	.	1000000	551
chr11-68	chr11	68000001	69000000	.	1000000	631
chr11-69	chr11	69000001	70000000	.	1000000	589
chr11-70	chr11	70000001	71000000	.	1000000	636
chr11-71	chr11	71000001	72000000	.	1000000	508
chr11-72	chr11	72000001	73000000	.	1000000	609
chr11-73	chr11	73000001	74000000	.	1000000	585
chr11-74	chr11	74000001	75000000	.	1000000	548
chr11-75	chr11	75000001	76000000	.	1000000	587
chr11-76	chr11	76000001	77000000	.	1000000	597
chr11-77	chr11	77000001	78000000	.	1000000	605
chr11-78	chr11	78000001	79000000	.	1000000	554
chr11-79	chr11	79000001	80000000	.	1000000	579
chr11-80	chr11	80000001	81000000	.	1000000	601
chr11-81	chr11	81000001	82000000	.	1000000	529
chr11-82	chr11	82000001	83000000	.	1000000	623
chr11-83	chr11	83000001	84000000	.	1000000	609
chr11-84	chr11	84000001	85000000	.	1000000	611
chr11-85	chr11	85000001	86000000	.	1000000	487
chr11-86	chr11	86000001	87000000	.	1000000	536
chr11-87	chr11	87000001	88000000	.	1000000	611
chr11-88	chr11	88000001	89000000	.	1000000	597
chr11-89	chr11	89000001	90000000	.	1000000	570
chr11-90	chr11	90000001	91000000	.	1000000	627
chr11-91	chr11	91000001	92000000	.	1000000	556
chr11-92	chr11	92000001	93000000	.	1000000	612
chr11-93	chr11	93000001	94000000	.	1000000	619
chr11-94	chr11	94000001	95000000	.	1000000	640
chr11-95	chr11	95000001	96000000	.	1000000	662
chr11-96	chr11	96000001	97000000	.	1000000	556
chr11-97	chr11	97000001	98000000	.	1000000	587
chr11-98	chr11	98000001	99000000	.	1000000	624
chr11-99	chr11	99000001	100000000	.	1000000	627
chr11-100	chr11	100000001	101000000	.	1000000	600
chr11-101	chr11	101000001	102000000	.	1000000	625
chr11-102	chr11	102000001	103000000	.	1000000	630
chr11-103	chr11	103000001	104000000	.	1000000	635
chr11-104	chr11	104000001	105000000	.	1000000	523
chr11-105	chr11	105000001	106000000	.	1000000	583
chr11-106	chr11	106000001	107000000	.	1000000	554
chr11-107	chr11	107000001	108000000	.	1000000	617
chr11-108	chr11	108000001	109000000	.	1000000	646
chr11-109	chr11	109000001	110000000	.	1000000	638
chr11-110	chr11	110000001	111000000	.	1000000	547
chr11-111	chr11	111000001	112000000	.	1000000	628
chr11-112	chr11	112000001	113000000	.	1000000	540
chr11-113	chr11	113000001	114000000	.	1000000	578
chr11-114	chr11	114000001	115000000	.	1000000	625
chr11-115	chr11	115000001	116000000	.	1000000	561
chr11-116	chr11	116000001	117000000	.	1000000	621
chr11-117	chr11	117000001	118000000	.	1000000	574
chr11-118	chr11	118000001	119000000	.	1000000	620
chr11-119	chr11	119000001	120000000	.	1000000	617
chr11-120	chr11	120000001	121000000	.	1000000	612
chr11-121	chr11	121000001	122000000	.	1000000	595
chr11-122	chr11	122000001	123000000	.	1000000	621
chr11-123	chr11	123000001	124000000	.	1000000	646
chr11-124	chr11	124000001	125000000	.	1000000	624
chr11-125	chr11	125000001	126000000	.	1000000	535
chr11-126	chr11	126000001	127000000	.	1000000	648
chr11-127	chr11	127000001	128000000	.	1000000	616
chr11-128	chr11	128000001	129000000	.	1000000	589
chr11-129	chr11	129000001	130000000	.	1000000	537
chr11-130	chr11	130000001	131000000	.	1000000	588
chr11-131	chr11	131000001	132000000	.	1000000	617
chr11-132	chr11	132000001	133000000	.	1000000	634
chr11-133	chr11	133000001	134000000	.	1000000	635
chr11-134	chr11	134000001	135000000	.	1000000	635
chr11-135	chr11	135000001	135086622	.	86622	48
chr12-0	chr12	1	1000000	.	1000000	709
chr12-1	chr12	1000001	2000000	.	1000000	576
chr12-2	chr12	2000001	3000000	.	1000000	639
chr12-3	chr12	3000001	4000000	.	1000000	617
chr12-4	chr12	4000001	5000000	.	1000000	667
chr12-5	chr12	5000001	6000000	.	1000000	610
chr12-6	chr12	6000001	7000000	.	1000000	569
chr12-7	chr12	7000001	8000000	.	1000000	564
chr12-8	chr12	8000001	9000000	.	1000000	512
chr12-9	chr12	9000001	10000000	.	1000000	598
chr12-10	chr12	10000001	11000000	.	1000000	621
chr12-11	chr12	11000001	12000000	.	1000000	559
chr12-12	chr12	12000001	13000000	.	1000000	618
chr12-13	chr12	13000001	14000000	.	1000000	553
chr12-14	chr12	14000001	15000000	.	1000000	631
chr12-15	chr12	15000001	16000000	.	1000000	598
chr12-16	chr12	16000001	17000000	.	1000000	640
chr12-17	chr12	17000001	18000000	.	1000000	616
chr12-18	chr12	18000001	19000000	.	1000000	577
chr12-19	chr12	19000001	20000000	.	1000000	562
chr12-20	chr12	20000001	21000000	.	1000000	581
chr12-21	chr12	21000001	22000000	.	1000000	663
chr12-22	chr12	22000001	23000000	.	1000000	593
chr12-23	chr12	23000001	24000000	.	1000000	623
chr12-24	chr12	24000001	25000000	.	1000000	642
chr12-25	chr12	25000001	26000000	.	1000000	598
chr12-26	chr12	26000001	27000000	.	1000000	643
chr12-27	chr12	27000001	28000000	.	1000000	530
chr12-28	chr12	28000001	29000000	.	1000000	629
chr12-29	chr12	29000001	30000000	.	1000000	558
chr12-30	chr12	30000001	31000000	.	1000000	628
chr12-31	chr12	31000001	32000000	.	1000000	542
chr12-32	chr12	32000001	33000000	.	1000000	588
chr12-33	chr12	33000001	34000000	.	1000000	622
chr12-34	chr12	34000001	35000000	.	1000000	644
chr12-35	chr12	35000001	36000000	.	1000000	857
chr12-36	chr12	36000001	37000000	.	1000000	634
chr12-37	chr12	37000001	38000000	.	1000000	602
chr12-38	chr12	38000001	39000000	.	1000000	583
chr12-39	chr12	39000001	40000000	.	1000000	593
chr12-40	chr12	40000001	41000000	.	1000000	599
chr12-41	chr12	41000001	42000000	.	1000000	566
chr12-42	chr12	42000001	43000000	.	1000000	605
chr12-43	chr12	43000001	44000000	.	1000000	558
chr12-44	chr12	44000001	45000000	.	1000000	533
chr12-45	chr12	45000001	46000000	.	1000000	656
chr12-46	chr12	46000001	47000000	.	1000000	620
chr12-47	chr12	47000001	48000000	.	1000000	615
chr12-48	chr12	48000001	49000000	.	1000000	613
chr12-49	chr12	49000001	50000000	.	1000000	517
chr12-50	chr12	50000001	51000000	.	1000000	537
chr12-51	chr12	51000001	52000000	.	1000000	496
chr12-52	chr12	52000001	53000000	.	1000000	613
chr12-53	chr12	53000001	54000000	.	1000000	652
chr12-54	chr12	54000001	55000000	.	1000000	596
chr12-55	chr12	55000001	56000000	.	1000000	546
chr12-56	chr12	56000001	57000000	.	1000000	512
chr12-57	chr12	57000001	58000000	.	1000000	569
chr12-58	chr12	58000001	59000000	.	1000000	604
chr12-59	chr12	59000001	60000000	.	1000000	613
chr12-60	chr12	60000001	61000000	.	1000000	608
chr12-61	chr12	61000001	62000000	.	1000000	587
chr12-62	chr12	62000001	63000000	.	1000000	606
chr12-63	chr12	63000001	64000000	.	1000000	659
chr12-64	chr12	64000001	65000000	.	1000000	589
chr12-65	chr12	65000001	66000000	.	1000000	620
chr12-66	chr12	66000001	67000000	.	1000000	599
chr12-67	chr12	67000001	68000000	.	1000000	630
chr12-68	chr12	68000001	69000000	.	1000000	625
chr12-69	chr12	69000001	70000000	.	1000000	611
chr12-70	chr12	70000001	71000000	.	1000000	590
chr12-71	chr12	71000001	72000000	.	1000000	581
chr12-72	chr12	72000001	73000000	.	1000000	612
chr12-73	chr12	73000001	74000000	.	1000000	679
chr12-74	chr12	74000001	75000000	.	1000000	531
chr12-75	chr12	75000001	76000000	.	1000000	563
chr12-76	chr12	76000001	77000000	.	1000000	590
chr12-77	chr12	77000001	78000000	.	1000000	579
chr12-78	chr12	78000001	79000000	.	1000000	591
chr12-79	chr12	79000001	80000000	.	1000000	652
chr12-80	chr12	80000001	81000000	.	1000000	584
chr12-81	chr12	81000001	82000000	.	1000000	553
chr12-82	chr12	82000001	83000000	.	1000000	621
chr12-83	chr12	83000001	84000000	.	1000000	585
chr12-84	chr12	84000001	85000000	.	1000000	624
chr12-85	chr12	85000001	86000000	.	1000000	589
chr12-86	chr12	86000001	87000000	.	1000000	640
chr12-87	chr12	87000001	88000000	.	1000000	617
chr12-88	chr12	88000001	89000000	.	1000000	639
chr12-89	chr12	89000001	90000000	.	1000000	591
chr12-90	chr12	90000001	91000000	.	1000000	595
chr12-91	chr12	91000001	92000000	.	1000000	573
chr12-92	chr12	92000001	93000000	.	1000000	655
chr12-93	chr12	93000001	94000000	.	1000000	558
chr12-94	chr12	94000001	95000000	.	1000000	591
chr12-95	chr12	95000001	96000000	.	1000000	550
chr12-96	chr12	96000001	97000000	.	1000000	603
chr12-97	chr12	97000001	98000000	.	1000000	629
chr12-98	chr12	98000001	99000000	.	1000000	580
chr12-99	chr12	99000001	100000000	.	1000000	558
chr12-100	chr12	100000001	101000000	.	1000000	595
chr12-101	chr12	101000001	102000000	.	1000000	578
chr12-102	chr12	102000001	103000000	.	1000000	577
chr12-103	chr12	103000001	104000000	.	1000000	635
chr12-104	chr12	104000001	105000000	.	1000000	582
chr12-105	chr12	105000001	106000000	.	1000000	656
chr12-106	chr12	106000001	107000000	.	1000000	563
chr12-107	chr12	107000001	108000000	.	1000000	539
chr12-108	chr12	108000001	109000000	.	1000000	580
chr12-109	chr12	109000001	110000000	.	1000000	631
chr12-110	chr12	110000001	111000000	.	1000000	618
chr12-111	chr12	111000001	112000000	.	1000000	532
chr12-112	chr12	112000001	113000000	.	1000000	601
chr12-113	chr12	113000001	114000000	.	1000000	567
chr12-114	chr12	114000001	115000000	.	1000000	634
chr12-115	chr12	115000001	116000000	.	1000000	547
chr12-116	chr12	116000001	117000000	.	1000000	545
chr12-117	chr12	117000001	118000000	.	1000000	596
chr12-118	chr12	118000001	119000000	.	1000000	617
chr12-119	chr12	119000001	120000000	.	1000000	544
chr12-120	chr12	120000001	121000000	.	1000000	521
chr12-121	chr12	121000001	122000000	.	1000000	594
chr12-122	chr12	122000001	123000000	.	1000000	594
chr12-123	chr12	123000001	124000000	.	1000000	566
chr12-124	chr12	124000001	125000000	.	1000000	554
chr12-125	chr12	125000001	126000000	.	1000000	633
chr12-126	chr12	126000001	127000000	.	1000000	621
chr12-127	chr12	127000001	128000000	.	1000000	614
chr12-128	chr12	128000001	129000000	.	1000000	590
chr12-129	chr12	129000001	130000000	.	1000000	512
chr12-130	chr12	130000001	131000000	.	1000000	651
chr12-131	chr12	131000001	132000000	.	1000000	625
chr12-132	chr12	132000001	133000000	.	1000000	600
chr12-133	chr12	133000001	133275309	.	275309	177
chr13-0	chr13	1	1000000	.	1000000	0
chr13-1	chr13	1000001	2000000	.	1000000	0
chr13-2	chr13	2000001	3000000	.	1000000	0
chr13-3	chr13	3000001	4000000	.	1000000	0
chr13-4	chr13	4000001	5000000	.	1000000	0
chr13-5	chr13	5000001	6000000	.	1000000	0
chr13-6	chr13	6000001	7000000	.	1000000	0
chr13-7	chr13	7000001	8000000	.	1000000	0
chr13-8	chr13	8000001	9000000	.	1000000	0
chr13-9	chr13	9000001	10000000	.	1000000	0
chr13-10	chr13	10000001	11000000	.	1000000	0
chr13-11	chr13	11000001	12000000	.	1000000	0
chr13-12	chr13	12000001	13000000	.	1000000	0
chr13-13	chr13	13000001	14000000	.	1000000	0
chr13-14	chr13	14000001	15000000	.	1000000	0
chr13-15	chr13	15000001	16000000	.	1000000	0
chr13-16	chr13	16000001	17000000	.	1000000	2020
chr13-17	chr13	17000001	18000000	.	1000000	3212
chr13-18	chr13	18000001	19000000	.	1000000	802
chr13-19	chr13	19000001	20000000	.	1000000	560
chr13-20	chr13	20000001	21000000	.	1000000	522
chr13-21	chr13	21000001	22000000	.	1000000	605
chr13-22	chr13	22000001	23000000	.	1000000	629
chr13-23	chr13	23000001	24000000	.	1000000	567
chr13-24	chr13	24000001	25000000	.	1000000	562
chr13-25	chr13	25000001	26000000	.	1000000	580
chr13-26	chr13	26000001	27000000	.	1000000	578
chr13-27	chr13	27000001	28000000	.	1000000	554
chr13-28	chr13	28000001	29000000	.	1000000	606
chr13-29	chr13	29000001	30000000	.	1000000	629
chr13-30	chr13	30000001	31000000	.	1000000	574
chr13-31	chr13	31000001	32000000	.	1000000	567
chr13-32	chr13	32000001	33000000	.	1000000	608
chr13-33	chr13	33000001	34000000	.	1000000	618
chr13-34	chr13	34000001	35000000	.	1000000	563
chr13-35	chr13	35000001	36000000	.	1000000	570
chr13-36	chr13	36000001	37000000	.	1000000	571
