""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"bin"	"sum"	"norm.var"	"gc_blocked"	"norm.clean.var"	"var_blocked"	"norm.pat"
"2410"	"chr16-0"	"chr16"	1	1000000	"."	1000000	1294	1257	937	693	1106	1005	1339	1202	1211	757	2210	569	613	203	3472	2271	963	1366	989	0.567685	2410	23457	0.0239923670169349	FALSE	0.0239923670169349	FALSE	NA
"2411"	"chr16-1"	"chr16"	1000001	2000000	"."	1000000	1340	1342	946	636	1181	994	1277	1225	1222	737	2277	570	637	216	3562	2309	964	1383	898	0.577667	2411	23716	0.0258838310959239	FALSE	0.0258838310959239	FALSE	NA
"2412"	"chr16-2"	"chr16"	2000001	3000000	"."	1000000	1366	1341	1005	707	1079	912	1228	1183	1230	741	2331	562	686	197	3539	2179	892	1351	882	0.550988	2412	23411	0.0182145736080192	FALSE	0.0182145736080192	FALSE	NA
"2413"	"chr16-3"	"chr16"	3000001	4000000	"."	1000000	1362	1334	1023	745	1157	937	1302	1101	1150	870	2282	572	645	196	3484	2399	912	1247	732	0.488703	2413	23450	0.0230044249427972	FALSE	0.0230044249427972	FALSE	NA
"2414"	"chr16-4"	"chr16"	4000001	5000000	"."	1000000	1335	1337	1050	680	1078	1004	1240	1194	1262	797	2204	551	639	171	3479	2369	867	1303	792	0.515045	2414	23352	0.0202546894549704	FALSE	0.0202546894549704	FALSE	NA
"2415"	"chr16-5"	"chr16"	5000001	6000000	"."	1000000	1402	1440	908	782	1106	1091	1242	1277	1269	849	2319	603	682	216	3716	2398	865	1326	887	0.456948	2415	24378	0.0133562935524202	FALSE	0.0133562935524202	FALSE	NA
"2416"	"chr16-6"	"chr16"	6000001	7000000	"."	1000000	1321	1364	937	735	1074	1065	1321	1076	1256	807	2171	571	645	233	3407	2414	856	1277	776	0.413027	2416	23306	0.0112824965109558	FALSE	0.00741518187962847	FALSE	NA
"2417"	"chr16-7"	"chr16"	7000001	8000000	"."	1000000	1367	1338	956	792	1031	1062	1338	1163	1217	755	2064	602	723	191	3314	2353	869	1349	803	0.411637	2417	23287	0.00602675764958695	FALSE	0.00602675764958695	FALSE	NA
"2418"	"chr16-8"	"chr16"	8000001	9000000	"."	1000000	1449	1378	1001	797	1082	1022	1332	1204	1303	805	2220	584	705	211	3540	2359	855	1339	820	0.444182	2418	24006	0.00554708302591428	FALSE	0.00554708302591428	FALSE	NA
"2419"	"chr16-9"	"chr16"	9000001	10000000	"."	1000000	1424	1360	990	769	1069	978	1341	1186	1314	781	2284	571	678	201	3586	2333	863	1273	804	0.432042	2419	23805	0.00948481988204041	FALSE	0.00948481988204041	FALSE	NA
"2420"	"chr16-10"	"chr16"	10000001	11000000	"."	1000000	1274	1392	987	752	1049	1064	1415	1121	1260	830	2299	579	703	168	3597	2371	822	1319	774	0.454265	2420	23776	0.0179831318592874	FALSE	0.0105846520164464	FALSE	NA
"2421"	"chr16-11"	"chr16"	11000001	12000000	"."	1000000	1295	1233	1033	747	971	975	1254	1156	1154	778	2239	571	690	173	3472	2467	955	1343	807	0.483333	2421	23313	0.0254688053309356	FALSE	0.0254688053309356	FALSE	NA
"2422"	"chr16-12"	"chr16"	12000001	13000000	"."	1000000	1409	1362	1005	789	1116	1010	1259	1173	1331	866	2118	587	747	170	3373	2414	857	1335	814	0.458854	2422	23735	0.0143460567324375	FALSE	0.0069529292399877	FALSE	NA
"2423"	"chr16-13"	"chr16"	13000001	14000000	"."	1000000	1300	1388	969	743	1096	1069	1278	1171	1283	772	2220	561	662	226	3573	2436	832	1351	779	0.419731	2423	23709	0.0116246630978492	FALSE	0.0116246630978492	FALSE	NA
"2424"	"chr16-14"	"chr16"	14000001	15000000	"."	1000000	1333	1306	1009	748	1202	920	1347	1161	1306	792	2332	585	689	194	3505	2451	884	1422	866	0.446923	2424	24052	0.0139342778823069	FALSE	0.00901806098497244	FALSE	NA
"2425"	"chr16-15"	"chr16"	15000001	16000000	"."	1000000	1427	1360	1022	701	1661	1051	1268	1085	1314	949	2228	598	705	206	3468	2511	893	1339	764	0.462402	2425	24550	0.0662517264267749	FALSE	0.0182181255958887	FALSE	NA
"2426"	"chr16-16"	"chr16"	16000001	17000000	"."	1000000	1407	1306	910	774	1232	1037	1220	1109	1200	760	2248	699	692	170	3484	2480	858	1387	653	0.458064	2426	23626	0.0363875484998869	FALSE	0.0254124931209421	FALSE	NA
"2427"	"chr16-17"	"chr16"	17000001	18000000	"."	1000000	1390	1242	1038	795	1082	946	1331	1160	1314	862	2106	574	734	210	3490	2378	882	1195	826	0.434647	2427	23555	0.0110811309689775	FALSE	0.0110811309689775	FALSE	NA
"2428"	"chr16-18"	"chr16"	18000001	19000000	"."	1000000	1253	1288	874	652	1064	937	1213	1005	1057	677	2057	555	736	235	3335	2254	818	1206	739	0.426356	2428	21955	0.0256896240491745	FALSE	0.0158506568340391	FALSE	NA
"2429"	"chr16-19"	"chr16"	19000001	20000000	"."	1000000	1447	1244	975	743	1093	982	1303	1108	1181	776	2117	594	663	185	3361	2274	902	1304	788	0.449141	2429	23040	0.00939248916321643	FALSE	0.00939248916321643	FALSE	NA
"2430"	"chr16-20"	"chr16"	20000001	21000000	"."	1000000	1405	1403	940	790	1057	1040	1298	1130	1286	792	2007	613	690	198	3330	2386	864	1331	832	0.427416	2430	23392	0.00524603068059234	FALSE	0.00364369422981301	FALSE	NA
"2431"	"chr16-21"	"chr16"	21000001	22000000	"."	1000000	1546	1565	1247	869	1172	1201	1411	1404	1406	925	2378	626	773	238	3655	2594	871	1407	962	0.439677	2431	26250	0.0155861797764701	FALSE	0.010693677312753	FALSE	NA
"2432"	"chr16-22"	"chr16"	22000001	23000000	"."	1000000	1668	1542	1221	891	1223	1213	1438	1274	1432	951	2395	631	869	216	3582	2520	944	1453	920	0.440512	2432	26383	0.0129403866575451	FALSE	0.0129403866575451	FALSE	NA
"2433"	"chr16-23"	"chr16"	23000001	24000000	"."	1000000	1321	1407	844	763	1012	936	1321	1128	1133	705	2121	557	676	185	3451	2421	818	1301	791	0.450773	2433	22891	0.0169625401224421	FALSE	0.0169625401224421	FALSE	NA
"2434"	"chr16-24"	"chr16"	24000001	25000000	"."	1000000	1331	1186	1030	818	1020	1047	1271	1107	1350	802	2256	571	689	235	3456	2346	818	1349	742	0.43779	2434	23424	0.0181376073960178	FALSE	0.0181376073960178	FALSE	NA
"2435"	"chr16-25"	"chr16"	25000001	26000000	"."	1000000	1398	1283	928	748	1042	1014	1359	1143	1318	821	2135	577	785	232	3275	2237	836	1388	776	0.425574	2435	23295	0.0110721079351253	FALSE	0.0110721079351253	FALSE	NA
"2436"	"chr16-26"	"chr16"	26000001	27000000	"."	1000000	1437	1228	971	720	1086	1022	1269	1168	1344	720	2112	657	677	212	3426	2489	832	1367	781	0.418015	2436	23518	0.0116280821515903	FALSE	0.0116280821515903	FALSE	NA
"2437"	"chr16-27"	"chr16"	27000001	28000000	"."	1000000	1474	1313	1048	667	1115	960	1249	1215	1273	752	2283	632	672	187	3679	2459	912	1380	809	0.476538	2437	24079	0.0223383121161323	FALSE	0.0223383121161323	FALSE	NA
"2438"	"chr16-28"	"chr16"	28000001	29000000	"."	1000000	1341	1321	1063	770	1050	945	1344	1121	1139	774	2329	612	677	222	3462	2294	942	1350	756	0.493412	2438	23512	0.0208305734861405	FALSE	0.0208305734861405	FALSE	NA
"2439"	"chr16-29"	"chr16"	29000001	30000000	"."	1000000	1399	1353	1010	705	1042	1004	1329	1167	1286	788	2434	598	718	227	3655	2500	881	1374	779	0.490081	2439	24249	0.015341475121477	FALSE	0.015341475121477	FALSE	NA
"2440"	"chr16-30"	"chr16"	30000001	31000000	"."	1000000	1379	1315	991	726	1018	1033	1348	1170	1270	775	2307	589	725	223	3624	2372	975	1453	812	0.506046	2440	24105	0.0150129163411872	FALSE	0.0107507046639128	FALSE	NA
"2441"	"chr16-31"	"chr16"	31000001	32000000	"."	1000000	1399	1372	973	716	1035	930	1283	1146	1224	730	2234	599	616	195	3491	2355	757	1316	830	0.459437	2441	23201	0.0153184101479352	FALSE	0.0153184101479352	FALSE	NA
"2442"	"chr16-32"	"chr16"	32000001	33000000	"."	1000000	1183	1257	809	696	1020	882	1336	769	1254	712	1811	670	730	190	3118	2060	784	1127	804	0.416287	2442	21212	0.0366066391188208	FALSE	0.0238947986012095	FALSE	NA
"2443"	"chr16-33"	"chr16"	33000001	34000000	"."	1000000	1016	1022	667	649	824	699	1130	839	1017	548	1707	639	634	200	2705	1716	732	1122	713	0.383956	2443	18579	0.059395048056894	FALSE	0.0382855822684159	FALSE	NA
"2444"	"chr16-34"	"chr16"	34000001	35000000	"."	1000000	4533	5476	3388	2340	3900	3913	5631	3213	4836	3405	7801	2032	2270	676	12153	8698	3099	4902	3325	0.343123	2444	85591	0.0431528991051398	FALSE	0.0431528991051398	FALSE	NA
"2445"	"chr16-35"	"chr16"	35000001	36000000	"."	1000000	1326	1202	970	742	1279	981	1251	1020	1295	730	1867	740	710	201	3114	2160	872	1199	888	0.408296	2445	22547	0.0339664258656862	FALSE	0.0192592689431677	FALSE	NA
"2446"	"chr16-36"	"chr16"	36000001	37000000	"."	1000000	1522	1231	1184	875	1191	1599	1350	1393	1432	973	1920	670	888	219	2830	2157	757	1245	953	0.365959	2446	24389	0.0828004646149704	FALSE	NA	TRUE	NA
"2447"	"chr16-37"	"chr16"	37000001	38000000	"."	1000000	1537	1257	1180	1026	1121	1833	1416	1420	1468	1045	1917	604	836	233	2854	2010	782	1228	886	0.394778	2447	24653	0.160632491537552	FALSE	NA	TRUE	NA
"2448"	"chr16-38"	"chr16"	38000001	39000000	"."	1000000	447	392	404	287	385	456	442	381	509	277	674	210	235	58	1591	1185	450	459	605	0.10807	2448	9447	0.342322405824826	TRUE	NA	TRUE	NA
"2449"	"chr16-39"	"chr16"	39000001	40000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2449	0	NA	TRUE	NA	TRUE	NA
"2450"	"chr16-40"	"chr16"	40000001	41000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2450	0	NA	TRUE	NA	TRUE	NA
"2451"	"chr16-41"	"chr16"	41000001	42000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2451	0	NA	TRUE	NA	TRUE	NA
"2452"	"chr16-42"	"chr16"	42000001	43000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2452	0	NA	TRUE	NA	TRUE	NA
"2453"	"chr16-43"	"chr16"	43000001	44000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453	0	NA	TRUE	NA	TRUE	NA
"2454"	"chr16-44"	"chr16"	44000001	45000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2454	0	NA	TRUE	NA	TRUE	NA
"2455"	"chr16-45"	"chr16"	45000001	46000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2455	0	NA	TRUE	NA	TRUE	NA
"2456"	"chr16-46"	"chr16"	46000001	47000000	"."	1000000	7693	10194	6396	4091	7332	7556	11393	5586	8904	6451	12474	3668	3641	1357	19989	14216	5479	7710	6383	0.261666	2456	150513	0.0897273966037687	TRUE	NA	TRUE	NA
"2457"	"chr16-47"	"chr16"	47000001	48000000	"."	1000000	1243	1319	1011	737	1075	1076	1373	1147	1241	788	2027	598	729	224	3334	2304	754	1240	870	0.397001	2457	23090	0.00773263128592943	FALSE	0.00773263128592943	FALSE	NA
"2458"	"chr16-48"	"chr16"	48000001	49000000	"."	1000000	1337	1402	1020	758	1051	1056	1282	1082	1310	793	2220	594	716	227	3486	2398	818	1378	828	0.436704	2458	23756	0.00772942599453535	FALSE	0.00772942599453535	FALSE	NA
"2459"	"chr16-49"	"chr16"	49000001	50000000	"."	1000000	1423	1343	947	777	1075	1060	1333	1209	1252	805	2203	651	719	210	3542	2574	903	1380	801	0.470074	2459	24207	0.00773071725213356	FALSE	0.00773071725213356	FALSE	NA
"2460"	"chr16-50"	"chr16"	50000001	51000000	"."	1000000	1383	1292	983	724	1160	909	1378	1157	1232	760	2082	577	683	193	3414	2433	845	1276	769	0.458823	2460	23250	0.0110006521496059	FALSE	0.00724710770736087	FALSE	NA
"2461"	"chr16-51"	"chr16"	51000001	52000000	"."	1000000	1380	1307	935	754	1020	1056	1389	1205	1309	789	2188	590	749	196	3399	2275	857	1306	852	0.416864	2461	23556	0.00487564857282623	FALSE	0.00487564857282623	FALSE	NA
"2462"	"chr16-52"	"chr16"	52000001	53000000	"."	1000000	1389	1260	947	749	1113	1101	1312	1048	1223	797	2145	622	657	197	3313	2472	847	1216	864	0.394945	2462	23272	0.00599597239772516	FALSE	0.00599597239772516	FALSE	NA
"2463"	"chr16-53"	"chr16"	53000001	54000000	"."	1000000	1344	1271	953	740	1119	1018	1391	1059	1256	847	2028	579	686	229	3110	2149	808	1156	797	0.400154	2463	22540	0.0114998977991147	FALSE	0.00781352175708665	FALSE	NA
"2464"	"chr16-54"	"chr16"	54000001	55000000	"."	1000000	1408	1352	1076	821	981	1024	1323	1134	1265	855	2108	604	661	218	3457	2387	860	1271	811	0.434716	2464	23616	0.0127237334887399	FALSE	0.0127237334887399	FALSE	NA
"2465"	"chr16-55"	"chr16"	55000001	56000000	"."	1000000	1380	1332	957	746	1116	1063	1402	1151	1227	815	2170	632	641	222	3541	2439	854	1414	865	0.436423	2465	23967	0.00681799145844583	FALSE	0.00364426217341198	FALSE	NA
"2466"	"chr16-56"	"chr16"	56000001	57000000	"."	1000000	1345	1284	942	768	1032	1012	1297	1106	1351	853	2119	564	737	218	3433	2362	888	1306	806	0.451342	2466	23423	0.00765033112311992	FALSE	0.00765033112311992	FALSE	NA
"2467"	"chr16-57"	"chr16"	57000001	58000000	"."	1000000	1389	1388	1009	701	1084	998	1392	1115	1244	825	2280	593	688	217	3612	2379	941	1366	781	0.496054	2467	24002	0.0130700690103932	FALSE	0.0130700690103932	FALSE	NA
"2468"	"chr16-58"	"chr16"	58000001	59000000	"."	1000000	1292	1305	1005	724	1069	949	1365	1068	1175	842	2122	615	723	190	3429	2375	877	1307	870	0.444275	2468	23302	0.00951573812420761	FALSE	0.00951573812420761	FALSE	NA
"2469"	"chr16-59"	"chr16"	59000001	60000000	"."	1000000	1353	1166	859	732	1049	1039	1296	1029	1298	713	1961	629	760	236	3217	2247	756	1187	846	0.372797	2469	22373	0.017353311762135	FALSE	0.0104837759936859	FALSE	NA
"2470"	"chr16-60"	"chr16"	60000001	61000000	"."	1000000	1372	1247	904	804	1012	1060	1363	1028	1290	741	1887	606	717	199	3263	2248	826	1245	758	0.365931	2470	22570	0.00863730360317542	FALSE	0.00863730360317542	FALSE	NA
"2471"	"chr16-61"	"chr16"	61000001	62000000	"."	1000000	1336	1222	831	675	991	1073	1340	1028	1388	713	2005	600	721	189	3075	2166	706	1171	805	0.361722	2471	22035	0.0153402237538716	FALSE	0.0104586985970499	FALSE	NA
"2472"	"chr16-62"	"chr16"	62000001	63000000	"."	1000000	1288	1204	916	804	977	1089	1299	968	1181	728	1969	573	763	200	3157	2121	719	1203	749	0.369534	2472	21908	0.0152396049732298	FALSE	0.0152396049732298	FALSE	NA
"2473"	"chr16-63"	"chr16"	63000001	64000000	"."	1000000	1349	1277	846	752	1082	1109	1298	1025	1192	783	1966	590	748	210	2959	2059	755	1178	834	0.361028	2473	22012	0.0115040992466337	FALSE	0.0115040992466337	FALSE	NA
"2474"	"chr16-64"	"chr16"	64000001	65000000	"."	1000000	1307	1291	847	765	1015	1011	1294	992	1151	669	1946	575	638	205	3080	2180	754	1230	762	0.370777	2474	21712	0.00892178350568902	FALSE	0.00892178350568902	FALSE	NA
"2475"	"chr16-65"	"chr16"	65000001	66000000	"."	1000000	1347	1319	965	758	1057	996	1359	1198	1239	770	2155	603	770	193	3513	2418	889	1334	830	0.411425	2475	23713	0.00750628537778367	FALSE	0.00750628537778367	FALSE	NA
"2476"	"chr16-66"	"chr16"	66000001	67000000	"."	1000000	1419	1322	1002	721	1132	988	1377	1152	1297	757	2357	554	716	240	3572	2462	929	1371	849	0.47018	2476	24217	0.0146825130829051	FALSE	0.0146825130829051	FALSE	NA
"2477"	"chr16-67"	"chr16"	67000001	68000000	"."	1000000	1373	1315	974	761	1048	956	1275	1192	1175	739	2265	554	648	189	3562	2386	1003	1307	814	0.505979	2477	23536	0.0239150922086446	FALSE	0.0142118697199184	FALSE	NA
"2478"	"chr16-68"	"chr16"	68000001	69000000	"."	1000000	1345	1341	983	753	1060	940	1271	1150	1220	759	2170	567	673	199	3551	2271	856	1207	776	0.464959	2478	23092	0.0106591342833946	FALSE	0.0106591342833946	FALSE	NA
"2479"	"chr16-69"	"chr16"	69000001	70000000	"."	1000000	1372	1240	1032	769	1148	1105	1331	1134	1273	799	2099	589	696	171	3293	2311	889	1234	817	0.443639	2479	23302	0.0116627260417767	FALSE	0.00533778270258902	FALSE	NA
"2480"	"chr16-70"	"chr16"	70000001	71000000	"."	1000000	1479	1401	962	780	1052	1031	1389	1275	1277	816	2216	632	683	208	3623	2337	912	1315	855	0.475817	2480	24243	0.00975370932937519	FALSE	0.00975370932937519	FALSE	NA
"2481"	"chr16-71"	"chr16"	71000001	72000000	"."	1000000	1492	1284	1056	726	1051	1053	1354	1095	1190	778	2086	639	640	205	3236	2349	882	1435	846	0.426473	2481	23397	0.0127464878018124	FALSE	0.0127464878018124	FALSE	NA
"2482"	"chr16-72"	"chr16"	72000001	73000000	"."	1000000	1383	1267	917	796	1101	1017	1303	1078	1236	795	2051	569	665	169	3233	2373	835	1348	818	0.411398	2482	22954	0.0106946026564292	FALSE	0.00473975742573137	FALSE	NA
"2483"	"chr16-73"	"chr16"	73000001	74000000	"."	1000000	1346	1316	946	776	1011	1121	1335	1129	1269	812	2095	535	688	240	3398	2353	890	1404	702	0.423582	2483	23366	0.0204090597661541	FALSE	0.0135429423846345	FALSE	NA
"2484"	"chr16-74"	"chr16"	74000001	75000000	"."	1000000	1378	1498	993	728	1175	987	1522	1151	1346	833	2273	676	644	210	3522	2346	765	1354	812	0.437115	2484	24213	0.019808276416291	FALSE	0.019808276416291	FALSE	NA
"2485"	"chr16-75"	"chr16"	75000001	76000000	"."	1000000	1390	1324	956	703	1005	950	1286	1078	1288	736	2094	608	715	182	3260	2404	876	1265	846	0.440117	2485	22966	0.00941714169050236	FALSE	0.00941714169050236	FALSE	NA
"2486"	"chr16-76"	"chr16"	76000001	77000000	"."	1000000	1314	1226	903	747	1009	1004	1312	1008	1237	659	1992	601	695	191	3043	2136	789	1204	768	0.36485	2486	21838	0.00668643508214236	FALSE	0.00408826005875737	FALSE	NA
"2487"	"chr16-77"	"chr16"	77000001	78000000	"."	1000000	1365	1236	922	769	1108	1024	1236	1177	1182	887	2146	586	716	205	3452	2362	828	1351	781	0.414954	2487	23333	0.0107770705099989	FALSE	0.00727485077092361	FALSE	NA
"2488"	"chr16-78"	"chr16"	78000001	79000000	"."	1000000	1312	1312	1029	807	1071	996	1290	1181	1204	789	2186	626	674	185	3376	2299	841	1334	797	0.425773	2488	23309	0.0110883643148731	FALSE	0.0110883643148731	FALSE	NA
"2489"	"chr16-79"	"chr16"	79000001	80000000	"."	1000000	1357	1390	989	698	1083	974	1379	1241	1244	822	2215	592	680	196	3433	2319	845	1266	842	0.426962	2489	23565	0.0105553287949442	FALSE	0.0105553287949442	FALSE	NA
"2490"	"chr16-80"	"chr16"	80000001	81000000	"."	1000000	1295	1369	964	785	1036	1054	1360	1096	1173	729	2128	594	774	200	3454	2248	783	1278	827	0.413819	2490	23147	0.00873717619914621	FALSE	0.00873717619914621	FALSE	NA
"2491"	"chr16-81"	"chr16"	81000001	82000000	"."	1000000	1301	1234	1104	789	1073	1003	1393	1200	1187	888	2192	612	741	201	3487	2380	918	1380	781	0.475986	2491	23864	0.0170167720381989	FALSE	0.0170167720381989	FALSE	NA
"2492"	"chr16-82"	"chr16"	82000001	83000000	"."	1000000	1367	1251	991	736	1042	1040	1313	1194	1251	799	2172	622	785	226	3418	2492	821	1358	874	0.418681	2492	23752	0.00734973105899831	FALSE	0.00734973105899831	FALSE	NA
"2493"	"chr16-83"	"chr16"	83000001	84000000	"."	1000000	1375	1312	954	755	1186	1057	1439	1100	1217	815	2183	634	719	184	3334	2359	845	1299	791	0.437754	2493	23558	0.00850650425542695	FALSE	0.00580456366204441	FALSE	NA
"2494"	"chr16-84"	"chr16"	84000001	85000000	"."	1000000	1376	1403	1028	831	1037	1008	1310	1181	1159	755	2217	602	696	198	3660	2504	972	1439	734	0.490583	2494	24110	0.0260485158778292	FALSE	0.0260485158778292	FALSE	NA
"2495"	"chr16-85"	"chr16"	85000001	86000000	"."	1000000	1311	1339	1050	743	1221	1059	1217	1245	1141	811	2233	613	694	213	3613	2393	975	1305	758	0.538145	2495	23934	0.0232766963009989	FALSE	0.0232766963009989	FALSE	NA
"2496"	"chr16-86"	"chr16"	86000001	87000000	"."	1000000	1327	1313	1099	763	1137	963	1284	1148	1233	793	2338	600	734	194	3704	2375	872	1442	913	0.487564	2496	24232	0.0159758042679533	FALSE	0.0159758042679533	FALSE	NA
"2497"	"chr16-87"	"chr16"	87000001	88000000	"."	1000000	1417	1370	1089	726	1102	987	1255	1249	1209	820	2246	575	694	202	3561	2386	832	1404	926	0.507922	2497	24050	0.0152390956043189	FALSE	0.0152390956043189	FALSE	NA
"2498"	"chr16-88"	"chr16"	88000001	89000000	"."	1000000	1436	1352	854	723	1160	948	1230	1287	1250	793	2320	550	656	244	3633	2397	923	1359	915	0.572008	2498	24030	0.0290326094722895	FALSE	0.0290326094722895	FALSE	NA
"2499"	"chr16-89"	"chr16"	89000001	90000000	"."	1000000	1252	1285	952	740	1144	988	1244	1196	1206	736	2272	591	628	189	3500	2344	876	1404	888	0.541863	2499	23435	0.0167180609577055	FALSE	0.0167180609577055	FALSE	NA
"2500"	"chr16-90"	"chr16"	90000001	90338345	"."	338345	364	343	221	194	247	242	369	320	330	219	487	151	197	52	845	506	166	318	230	0.316127	2500	5801	0.0341484410716214	TRUE	NA	FALSE	NA
"2501"	"chr17-0"	"chr17"	1	1000000	"."	1000000	1378	1129	894	666	1017	991	1216	1117	973	773	2045	529	574	179	3222	1965	776	1344	886	0.446551	2501	21674	0.0259980841349261	FALSE	0.0259980841349261	FALSE	NA
"2502"	"chr17-1"	"chr17"	1000001	2000000	"."	1000000	1423	1386	973	753	996	942	1260	1156	1178	790	2288	537	685	207	3516	2314	933	1375	885	0.520834	2502	23597	0.0184860068025066	FALSE	0.0184860068025066	FALSE	NA
"2503"	"chr17-2"	"chr17"	2000001	3000000	"."	1000000	1318	1297	947	675	1039	996	1218	1138	1240	760	2162	556	664	174	3527	2306	830	1295	766	0.488671	2503	22908	0.012679456313949	FALSE	0.012679456313949	FALSE	NA
"2504"	"chr17-3"	"chr17"	3000001	4000000	"."	1000000	1415	1268	991	729	1037	1108	1184	1116	1330	763	2205	589	662	227	3395	2300	923	1263	842	0.469782	2504	23347	0.0129438343395726	FALSE	0.0129438343395726	FALSE	NA
"2505"	"chr17-4"	"chr17"	4000001	5000000	"."	1000000	1444	1285	968	733	1064	963	1278	1187	1191	742	2201	588	687	200	3584	2452	969	1304	643	0.491557	2505	23483	0.0298204869587532	FALSE	0.0169296326143998	FALSE	NA
"2506"	"chr17-5"	"chr17"	5000001	6000000	"."	1000000	1404	1320	893	771	1034	980	1229	1083	1329	731	2341	598	760	202	3537	2333	856	1319	776	0.45598	2506	23496	0.0139072854684756	FALSE	0.0139072854684756	FALSE	NA
"2507"	"chr17-6"	"chr17"	6000001	7000000	"."	1000000	1459	1326	1013	780	1098	1096	1264	1294	1239	793	2266	647	725	209	3515	2364	892	1353	810	0.462562	2507	24143	0.0101686941728938	FALSE	0.00681493506928214	FALSE	NA
"2508"	"chr17-7"	"chr17"	7000001	8000000	"."	1000000	1457	1266	975	710	976	875	1220	1108	1190	808	2236	566	753	167	3552	2345	818	1351	627	0.51054	2508	23000	0.0375144415892634	FALSE	0.0261974104567199	FALSE	NA
"2509"	"chr17-8"	"chr17"	8000001	9000000	"."	1000000	1472	1357	942	757	1076	925	1252	1136	1208	832	2248	582	807	163	3492	2345	857	1268	775	0.472383	2509	23494	0.0257432698804248	FALSE	0.0171682875184129	FALSE	NA
"2510"	"chr17-9"	"chr17"	9000001	10000000	"."	1000000	1413	1331	1023	737	1053	1046	1241	1135	1174	894	2236	593	623	186	3337	2322	878	1237	809	0.45987	2510	23268	0.0176498812666317	FALSE	0.0176498812666317	FALSE	NA
"2511"	"chr17-10"	"chr17"	10000001	11000000	"."	1000000	1497	1380	946	827	1137	1061	1283	1204	1259	882	2274	652	677	202	3618	2367	869	1288	943	0.43856	2511	24366	0.011660305600375	FALSE	0.011660305600375	FALSE	NA
"2512"	"chr17-11"	"chr17"	11000001	12000000	"."	1000000	1390	1331	965	806	1056	1015	1381	1152	1260	731	2232	599	742	195	3432	2384	852	1362	773	0.428412	2512	23658	0.00835484774966565	FALSE	0.00835484774966565	FALSE	NA
"2513"	"chr17-12"	"chr17"	12000001	13000000	"."	1000000	1376	1196	981	764	1091	988	1312	1076	1172	740	2011	570	735	196	3278	2234	726	1260	776	0.406244	2513	22482	0.00755699370446404	FALSE	0.00755699370446404	FALSE	NA
"2514"	"chr17-13"	"chr17"	13000001	14000000	"."	1000000	1312	1314	990	755	1064	1057	1269	1055	1195	750	2039	664	684	207	3214	2234	756	1197	746	0.403376	2514	22502	0.0117010186330055	FALSE	0.00704772642436595	FALSE	NA
"2515"	"chr17-14"	"chr17"	14000001	15000000	"."	1000000	1389	1291	1040	708	1156	1054	1283	1069	1389	813	1953	591	660	207	3262	2386	855	1256	863	0.405459	2515	23225	0.00891963103096407	FALSE	0.00891963103096407	FALSE	NA
"2516"	"chr17-15"	"chr17"	15000001	16000000	"."	1000000	1438	1296	1045	804	1033	993	1324	1066	1376	861	2174	683	671	227	3521	2398	792	1308	813	0.434966	2516	23823	0.0157124933465336	FALSE	0.0157124933465336	FALSE	NA
"2517"	"chr17-16"	"chr17"	16000001	17000000	"."	1000000	1430	1284	1028	780	1223	1069	1260	1072	1144	858	2149	614	630	217	3461	2422	905	1270	834	0.444005	2517	23650	0.0154962431938591	FALSE	0.0154962431938591	FALSE	NA
"2518"	"chr17-17"	"chr17"	17000001	18000000	"."	1000000	1398	1332	955	723	1121	947	1453	1222	1267	744	2285	595	677	204	3575	2483	944	1308	744	0.514	2518	23977	0.0195061801789432	FALSE	0.0195061801789432	FALSE	NA
"2519"	"chr17-18"	"chr17"	18000001	19000000	"."	1000000	1367	1324	919	716	1042	921	1386	1155	1177	745	2029	565	681	228	3381	2320	868	1290	832	0.478053	2519	22946	0.012025918101419	FALSE	0.012025918101419	FALSE	NA
"2520"	"chr17-19"	"chr17"	19000001	20000000	"."	1000000	1403	1266	979	720	1154	965	1276	1176	1238	862	2311	674	641	195	3526	2379	825	1309	727	0.477007	2520	23626	0.0215243010794025	FALSE	0.0215243010794025	FALSE	NA
