# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "pon.marburg.6p.fc.tsv" "-T" "8" "/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam" 
Geneid	Chr	Start	End	Strand	Length	/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam
chr15-14	chr15	14000001	15000000	.	1000000	0	0	0	0	0	0
chr15-15	chr15	15000001	16000000	.	1000000	0	0	0	0	0	0
chr15-16	chr15	16000001	17000000	.	1000000	0	0	0	0	0	0
chr15-17	chr15	17000001	18000000	.	1000000	1047	855	824	526	761	724
chr15-18	chr15	18000001	19000000	.	1000000	1322	1168	1154	728	1565	882
chr15-19	chr15	19000001	20000000	.	1000000	1486	1434	1273	784	1818	971
chr15-20	chr15	20000001	21000000	.	1000000	2133	1084	994	1130	1808	1248
chr15-21	chr15	21000001	22000000	.	1000000	1279	632	603	591	1153	859
chr15-22	chr15	22000001	23000000	.	1000000	1364	1059	847	770	1139	977
chr15-23	chr15	23000001	24000000	.	1000000	1440	1232	910	817	1099	949
chr15-24	chr15	24000001	25000000	.	1000000	1415	1281	942	755	1027	1051
chr15-25	chr15	25000001	26000000	.	1000000	1337	1420	963	853	1079	1090
chr15-26	chr15	26000001	27000000	.	1000000	1427	1308	870	770	1090	1005
chr15-27	chr15	27000001	28000000	.	1000000	1343	1241	929	785	1078	1058
chr15-28	chr15	28000001	29000000	.	1000000	1424	1335	1033	784	1215	1082
chr15-29	chr15	29000001	30000000	.	1000000	1370	1425	936	761	1065	1093
chr15-30	chr15	30000001	31000000	.	1000000	1388	1201	857	765	1101	844
chr15-31	chr15	31000001	32000000	.	1000000	1451	1291	962	741	1088	1049
chr15-32	chr15	32000001	33000000	.	1000000	1494	1078	903	793	984	946
chr15-33	chr15	33000001	34000000	.	1000000	1435	1328	1002	766	1110	975
chr15-34	chr15	34000001	35000000	.	1000000	1300	1123	885	730	1037	995
chr15-35	chr15	35000001	36000000	.	1000000	1329	1334	907	742	1078	961
chr15-36	chr15	36000001	37000000	.	1000000	1405	1131	919	699	1033	1008
chr15-37	chr15	37000001	38000000	.	1000000	1453	1256	859	733	1056	1090
chr15-38	chr15	38000001	39000000	.	1000000	1373	1315	1055	816	1101	1037
chr15-39	chr15	39000001	40000000	.	1000000	1359	1292	1024	791	1062	1079
chr15-40	chr15	40000001	41000000	.	1000000	1441	1409	983	756	1110	997
chr15-41	chr15	41000001	42000000	.	1000000	1419	1333	904	771	1002	982
chr15-42	chr15	42000001	43000000	.	1000000	1324	1336	1007	771	1107	923
chr15-43	chr15	43000001	44000000	.	1000000	1358	1293	1024	737	1063	998
chr15-44	chr15	44000001	45000000	.	1000000	1360	1314	1058	766	1063	988
chr15-45	chr15	45000001	46000000	.	1000000	1336	1258	980	837	1032	1015
chr15-46	chr15	46000001	47000000	.	1000000	1374	1345	875	721	1068	1019
chr15-47	chr15	47000001	48000000	.	1000000	1398	1212	960	715	1050	1008
chr15-48	chr15	48000001	49000000	.	1000000	1309	1206	885	747	1038	1007
chr15-49	chr15	49000001	50000000	.	1000000	1306	1284	890	823	1018	1090
chr15-50	chr15	50000001	51000000	.	1000000	1271	1299	1011	717	1191	1030
chr15-51	chr15	51000001	52000000	.	1000000	1523	1267	953	789	1145	982
chr15-52	chr15	52000001	53000000	.	1000000	1455	1351	1010	773	1094	1015
chr15-53	chr15	53000001	54000000	.	1000000	1405	1291	902	756	1045	1042
chr15-54	chr15	54000001	55000000	.	1000000	1348	1299	911	722	1012	978
chr15-55	chr15	55000001	56000000	.	1000000	1278	1217	966	685	1039	1036
chr15-56	chr15	56000001	57000000	.	1000000	1368	1277	947	765	1025	1058
chr15-57	chr15	57000001	58000000	.	1000000	1387	1391	1094	773	1092	982
chr15-58	chr15	58000001	59000000	.	1000000	1467	1345	959	769	1094	954
chr15-59	chr15	59000001	60000000	.	1000000	1344	1372	970	816	1097	1037
chr15-60	chr15	60000001	61000000	.	1000000	1301	1246	988	785	1013	1054
chr15-61	chr15	61000001	62000000	.	1000000	1332	1201	891	728	1104	994
chr15-62	chr15	62000001	63000000	.	1000000	1380	1314	974	753	1060	1061
chr15-63	chr15	63000001	64000000	.	1000000	1403	1287	938	827	1088	986
chr15-64	chr15	64000001	65000000	.	1000000	1446	1222	984	684	1178	1050
chr15-65	chr15	65000001	66000000	.	1000000	1487	1242	990	768	1182	932
chr15-66	chr15	66000001	67000000	.	1000000	1479	1249	1009	737	1065	1013
chr15-67	chr15	67000001	68000000	.	1000000	1373	1187	1072	726	1090	1062
chr15-68	chr15	68000001	69000000	.	1000000	1355	1272	977	759	1086	977
chr15-69	chr15	69000001	70000000	.	1000000	1356	1374	1062	786	1003	1032
chr15-70	chr15	70000001	71000000	.	1000000	1358	1278	964	765	1086	1097
chr15-71	chr15	71000001	72000000	.	1000000	1397	1364	987	794	1094	1025
chr15-72	chr15	72000001	73000000	.	1000000	1434	1226	998	747	1007	1077
chr15-73	chr15	73000001	74000000	.	1000000	1348	1288	981	800	1014	1059
chr15-74	chr15	74000001	75000000	.	1000000	1395	1394	1017	784	1172	1048
chr15-75	chr15	75000001	76000000	.	1000000	1444	1365	971	790	1053	1069
chr15-76	chr15	76000001	77000000	.	1000000	1352	1255	980	744	1082	1039
chr15-77	chr15	77000001	78000000	.	1000000	1446	1330	965	745	1058	1029
chr15-78	chr15	78000001	79000000	.	1000000	1451	1355	998	721	1035	999
chr15-79	chr15	79000001	80000000	.	1000000	1410	1298	983	792	1093	1016
chr15-80	chr15	80000001	81000000	.	1000000	1474	1334	987	750	1162	977
chr15-81	chr15	81000001	82000000	.	1000000	1378	1303	965	692	1104	1042
chr15-82	chr15	82000001	83000000	.	1000000	1309	1302	887	728	1060	998
chr15-83	chr15	83000001	84000000	.	1000000	1362	1258	949	715	1068	1101
chr15-84	chr15	84000001	85000000	.	1000000	1220	1085	920	658	928	927
chr15-85	chr15	85000001	86000000	.	1000000	1410	1306	1058	777	1108	1103
chr15-86	chr15	86000001	87000000	.	1000000	1355	1263	950	710	1088	1005
chr15-87	chr15	87000001	88000000	.	1000000	1323	1272	911	773	1046	1041
chr15-88	chr15	88000001	89000000	.	1000000	1410	1301	1068	787	1134	1031
chr15-89	chr15	89000001	90000000	.	1000000	1379	1392	920	745	1116	948
chr15-90	chr15	90000001	91000000	.	1000000	1428	1266	1036	732	1112	1007
chr15-91	chr15	91000001	92000000	.	1000000	1350	1365	969	731	1029	1054
chr15-92	chr15	92000001	93000000	.	1000000	1458	1401	1052	732	1077	1033
chr15-93	chr15	93000001	94000000	.	1000000	1358	1378	1018	841	1075	975
chr15-94	chr15	94000001	95000000	.	1000000	1416	1238	938	702	1051	999
chr15-95	chr15	95000001	96000000	.	1000000	1495	1282	922	767	1102	1076
chr15-96	chr15	96000001	97000000	.	1000000	1339	1282	1034	770	1068	1008
chr15-97	chr15	97000001	98000000	.	1000000	1463	1236	975	779	1148	1066
chr15-98	chr15	98000001	99000000	.	1000000	1418	1278	1071	725	1156	1012
chr15-99	chr15	99000001	100000000	.	1000000	1371	1232	1126	822	1158	1055
chr15-100	chr15	100000001	101000000	.	1000000	1393	1343	882	756	1107	1143
chr15-101	chr15	101000001	101991189	.	991189	1486	1383	1006	755	1161	1194
chr16-0	chr16	1	1000000	.	1000000	1294	1257	937	693	1106	1005
chr16-1	chr16	1000001	2000000	.	1000000	1340	1342	946	636	1181	994
chr16-2	chr16	2000001	3000000	.	1000000	1366	1341	1005	707	1079	912
chr16-3	chr16	3000001	4000000	.	1000000	1362	1334	1023	745	1157	937
chr16-4	chr16	4000001	5000000	.	1000000	1335	1337	1050	680	1078	1004
chr16-5	chr16	5000001	6000000	.	1000000	1402	1440	908	782	1106	1091
chr16-6	chr16	6000001	7000000	.	1000000	1321	1364	937	735	1074	1065
chr16-7	chr16	7000001	8000000	.	1000000	1367	1338	956	792	1031	1062
chr16-8	chr16	8000001	9000000	.	1000000	1449	1378	1001	797	1082	1022
chr16-9	chr16	9000001	10000000	.	1000000	1424	1360	990	769	1069	978
chr16-10	chr16	10000001	11000000	.	1000000	1274	1392	987	752	1049	1064
chr16-11	chr16	11000001	12000000	.	1000000	1295	1233	1033	747	971	975
chr16-12	chr16	12000001	13000000	.	1000000	1409	1362	1005	789	1116	1010
chr16-13	chr16	13000001	14000000	.	1000000	1300	1388	969	743	1096	1069
chr16-14	chr16	14000001	15000000	.	1000000	1333	1306	1009	748	1202	920
chr16-15	chr16	15000001	16000000	.	1000000	1427	1360	1022	701	1661	1051
chr16-16	chr16	16000001	17000000	.	1000000	1407	1306	910	774	1232	1037
chr16-17	chr16	17000001	18000000	.	1000000	1390	1242	1038	795	1082	946
chr16-18	chr16	18000001	19000000	.	1000000	1253	1288	874	652	1064	937
chr16-19	chr16	19000001	20000000	.	1000000	1447	1244	975	743	1093	982
chr16-20	chr16	20000001	21000000	.	1000000	1405	1403	940	790	1057	1040
chr16-21	chr16	21000001	22000000	.	1000000	1546	1565	1247	869	1172	1201
chr16-22	chr16	22000001	23000000	.	1000000	1668	1542	1221	891	1223	1213
chr16-23	chr16	23000001	24000000	.	1000000	1321	1407	844	763	1012	936
chr16-24	chr16	24000001	25000000	.	1000000	1331	1186	1030	818	1020	1047
chr16-25	chr16	25000001	26000000	.	1000000	1398	1283	928	748	1042	1014
chr16-26	chr16	26000001	27000000	.	1000000	1437	1228	971	720	1086	1022
chr16-27	chr16	27000001	28000000	.	1000000	1474	1313	1048	667	1115	960
chr16-28	chr16	28000001	29000000	.	1000000	1341	1321	1063	770	1050	945
chr16-29	chr16	29000001	30000000	.	1000000	1399	1353	1010	705	1042	1004
chr16-30	chr16	30000001	31000000	.	1000000	1379	1315	991	726	1018	1033
chr16-31	chr16	31000001	32000000	.	1000000	1399	1372	973	716	1035	930
chr16-32	chr16	32000001	33000000	.	1000000	1183	1257	809	696	1020	882
chr16-33	chr16	33000001	34000000	.	1000000	1016	1022	667	649	824	699
chr16-34	chr16	34000001	35000000	.	1000000	4533	5476	3388	2340	3900	3913
chr16-35	chr16	35000001	36000000	.	1000000	1326	1202	970	742	1279	981
chr16-36	chr16	36000001	37000000	.	1000000	1522	1231	1184	875	1191	1599
chr16-37	chr16	37000001	38000000	.	1000000	1537	1257	1180	1026	1121	1833
chr16-38	chr16	38000001	39000000	.	1000000	447	392	404	287	385	456
chr16-39	chr16	39000001	40000000	.	1000000	0	0	0	0	0	0
chr16-40	chr16	40000001	41000000	.	1000000	0	0	0	0	0	0
chr16-41	chr16	41000001	42000000	.	1000000	0	0	0	0	0	0
chr16-42	chr16	42000001	43000000	.	1000000	0	0	0	0	0	0
chr16-43	chr16	43000001	44000000	.	1000000	0	0	0	0	0	0
chr16-44	chr16	44000001	45000000	.	1000000	0	0	0	0	0	0
chr16-45	chr16	45000001	46000000	.	1000000	0	0	0	0	0	0
chr16-46	chr16	46000001	47000000	.	1000000	7693	10194	6396	4091	7332	7556
chr16-47	chr16	47000001	48000000	.	1000000	1243	1319	1011	737	1075	1076
chr16-48	chr16	48000001	49000000	.	1000000	1337	1402	1020	758	1051	1056
chr16-49	chr16	49000001	50000000	.	1000000	1423	1343	947	777	1075	1060
chr16-50	chr16	50000001	51000000	.	1000000	1383	1292	983	724	1160	909
chr16-51	chr16	51000001	52000000	.	1000000	1380	1307	935	754	1020	1056
chr16-52	chr16	52000001	53000000	.	1000000	1389	1260	947	749	1113	1101
chr16-53	chr16	53000001	54000000	.	1000000	1344	1271	953	740	1119	1018
chr16-54	chr16	54000001	55000000	.	1000000	1408	1352	1076	821	981	1024
chr16-55	chr16	55000001	56000000	.	1000000	1380	1332	957	746	1116	1063
chr16-56	chr16	56000001	57000000	.	1000000	1345	1284	942	768	1032	1012
chr16-57	chr16	57000001	58000000	.	1000000	1389	1388	1009	701	1084	998
chr16-58	chr16	58000001	59000000	.	1000000	1292	1305	1005	724	1069	949
chr16-59	chr16	59000001	60000000	.	1000000	1353	1166	859	732	1049	1039
chr16-60	chr16	60000001	61000000	.	1000000	1372	1247	904	804	1012	1060
chr16-61	chr16	61000001	62000000	.	1000000	1336	1222	831	675	991	1073
chr16-62	chr16	62000001	63000000	.	1000000	1288	1204	916	804	977	1089
chr16-63	chr16	63000001	64000000	.	1000000	1349	1277	846	752	1082	1109
chr16-64	chr16	64000001	65000000	.	1000000	1307	1291	847	765	1015	1011
chr16-65	chr16	65000001	66000000	.	1000000	1347	1319	965	758	1057	996
chr16-66	chr16	66000001	67000000	.	1000000	1419	1322	1002	721	1132	988
chr16-67	chr16	67000001	68000000	.	1000000	1373	1315	974	761	1048	956
chr16-68	chr16	68000001	69000000	.	1000000	1345	1341	983	753	1060	940
chr16-69	chr16	69000001	70000000	.	1000000	1372	1240	1032	769	1148	1105
chr16-70	chr16	70000001	71000000	.	1000000	1479	1401	962	780	1052	1031
chr16-71	chr16	71000001	72000000	.	1000000	1492	1284	1056	726	1051	1053
chr16-72	chr16	72000001	73000000	.	1000000	1383	1267	917	796	1101	1017
chr16-73	chr16	73000001	74000000	.	1000000	1346	1316	946	776	1011	1121
chr16-74	chr16	74000001	75000000	.	1000000	1378	1498	993	728	1175	987
chr16-75	chr16	75000001	76000000	.	1000000	1390	1324	956	703	1005	950
chr16-76	chr16	76000001	77000000	.	1000000	1314	1226	903	747	1009	1004
chr16-77	chr16	77000001	78000000	.	1000000	1365	1236	922	769	1108	1024
chr16-78	chr16	78000001	79000000	.	1000000	1312	1312	1029	807	1071	996
chr16-79	chr16	79000001	80000000	.	1000000	1357	1390	989	698	1083	974
chr16-80	chr16	80000001	81000000	.	1000000	1295	1369	964	785	1036	1054
chr16-81	chr16	81000001	82000000	.	1000000	1301	1234	1104	789	1073	1003
chr16-82	chr16	82000001	83000000	.	1000000	1367	1251	991	736	1042	1040
chr16-83	chr16	83000001	84000000	.	1000000	1375	1312	954	755	1186	1057
chr16-84	chr16	84000001	85000000	.	1000000	1376	1403	1028	831	1037	1008
chr16-85	chr16	85000001	86000000	.	1000000	1311	1339	1050	743	1221	1059
chr16-86	chr16	86000001	87000000	.	1000000	1327	1313	1099	763	1137	963
chr16-87	chr16	87000001	88000000	.	1000000	1417	1370	1089	726	1102	987
chr16-88	chr16	88000001	89000000	.	1000000	1436	1352	854	723	1160	948
chr16-89	chr16	89000001	90000000	.	1000000	1252	1285	952	740	1144	988
chr16-90	chr16	90000001	90338345	.	338345	364	343	221	194	247	242
chr17-0	chr17	1	1000000	.	1000000	1378	1129	894	666	1017	991
chr17-1	chr17	1000001	2000000	.	1000000	1423	1386	973	753	996	942
chr17-2	chr17	2000001	3000000	.	1000000	1318	1297	947	675	1039	996
chr17-3	chr17	3000001	4000000	.	1000000	1415	1268	991	729	1037	1108
chr17-4	chr17	4000001	5000000	.	1000000	1444	1285	968	733	1064	963
chr17-5	chr17	5000001	6000000	.	1000000	1404	1320	893	771	1034	980
chr17-6	chr17	6000001	7000000	.	1000000	1459	1326	1013	780	1098	1096
chr17-7	chr17	7000001	8000000	.	1000000	1457	1266	975	710	976	875
chr17-8	chr17	8000001	9000000	.	1000000	1472	1357	942	757	1076	925
chr17-9	chr17	9000001	10000000	.	1000000	1413	1331	1023	737	1053	1046
chr17-10	chr17	10000001	11000000	.	1000000	1497	1380	946	827	1137	1061
chr17-11	chr17	11000001	12000000	.	1000000	1390	1331	965	806	1056	1015
chr17-12	chr17	12000001	13000000	.	1000000	1376	1196	981	764	1091	988
chr17-13	chr17	13000001	14000000	.	1000000	1312	1314	990	755	1064	1057
chr17-14	chr17	14000001	15000000	.	1000000	1389	1291	1040	708	1156	1054
chr17-15	chr17	15000001	16000000	.	1000000	1438	1296	1045	804	1033	993
chr17-16	chr17	16000001	17000000	.	1000000	1430	1284	1028	780	1223	1069
chr17-17	chr17	17000001	18000000	.	1000000	1398	1332	955	723	1121	947
chr17-18	chr17	18000001	19000000	.	1000000	1367	1324	919	716	1042	921
chr17-19	chr17	19000001	20000000	.	1000000	1403	1266	979	720	1154	965
chr17-20	chr17	20000001	21000000	.	1000000	1351	1231	1023	735	1061	988
chr17-21	chr17	21000001	22000000	.	1000000	1514	1463	1070	972	1268	1250
chr17-22	chr17	22000001	23000000	.	1000000	1398	1355	941	910	1360	1012
chr17-23	chr17	23000001	24000000	.	1000000	624	815	505	392	666	422
chr17-24	chr17	24000001	25000000	.	1000000	320	316	310	228	309	163
chr17-25	chr17	25000001	26000000	.	1000000	551	692	558	481	546	350
chr17-26	chr17	26000001	27000000	.	1000000	2622	3199	3229	2260	3116	2142
chr17-27	chr17	27000001	28000000	.	1000000	1393	1260	980	772	1118	1145
chr17-28	chr17	28000001	29000000	.	1000000	1356	1292	1010	765	1133	1069
chr17-29	chr17	29000001	30000000	.	1000000	1370	1279	972	767	1051	951
chr17-30	chr17	30000001	31000000	.	1000000	1297	1268	1002	773	996	1014
chr17-31	chr17	31000001	32000000	.	1000000	1357	1347	965	748	987	1048
chr17-32	chr17	32000001	33000000	.	1000000	1330	1325	1004	691	1050	1019
chr17-33	chr17	33000001	34000000	.	1000000	1483	1322	1020	816	1094	1018
chr17-34	chr17	34000001	35000000	.	1000000	1442	1340	954	766	1133	1018
chr17-35	chr17	35000001	36000000	.	1000000	1314	1336	1014	725	1037	981
chr17-36	chr17	36000001	37000000	.	1000000	1522	1270	1031	709	994	910
chr17-37	chr17	37000001	38000000	.	1000000	1503	1274	1056	714	1069	917
chr17-38	chr17	38000001	39000000	.	1000000	1370	1239	966	679	888	842
chr17-39	chr17	39000001	40000000	.	1000000	1409	1310	1011	695	1062	960
chr17-40	chr17	40000001	41000000	.	1000000	1338	1235	1031	797	1091	1048
chr17-41	chr17	41000001	42000000	.	1000000	1428	1229	947	757	997	974
chr17-42	chr17	42000001	43000000	.	1000000	1394	1317	996	715	1091	981
chr17-43	chr17	43000001	44000000	.	1000000	1606	1415	1169	766	1069	1003
chr17-44	chr17	44000001	45000000	.	1000000	1386	1298	986	707	1020	919
chr17-45	chr17	45000001	46000000	.	1000000	1417	1364	1003	832	1122	1042
chr17-46	chr17	46000001	47000000	.	1000000	1593	1559	1160	572	946	949
chr17-47	chr17	47000001	48000000	.	1000000	1324	1357	949	736	1121	989
chr17-48	chr17	48000001	49000000	.	1000000	1329	1264	1056	748	1132	982
chr17-49	chr17	49000001	50000000	.	1000000	1410	1342	1039	769	1102	949
chr17-50	chr17	50000001	51000000	.	1000000	1385	1365	1010	776	989	975
chr17-51	chr17	51000001	52000000	.	1000000	1445	1350	1004	803	1021	1065
chr17-52	chr17	52000001	53000000	.	1000000	1344	1233	1013	758	1007	1099
chr17-53	chr17	53000001	54000000	.	1000000	1250	1239	815	665	1011	996
chr17-54	chr17	54000001	55000000	.	1000000	1310	1248	901	722	1142	1088
chr17-55	chr17	55000001	56000000	.	1000000	1476	1330	982	768	1121	1079
chr17-56	chr17	56000001	57000000	.	1000000	1377	1277	1004	697	1172	1048
chr17-57	chr17	57000001	58000000	.	1000000	1355	1282	937	843	1166	1083
chr17-58	chr17	58000001	59000000	.	1000000	1345	1237	962	704	1058	982
chr17-59	chr17	59000001	60000000	.	1000000	1462	1235	1020	710	1075	898
chr17-60	chr17	60000001	61000000	.	1000000	1360	1263	908	673	1081	991
chr17-61	chr17	61000001	62000000	.	1000000	1280	1275	931	730	1053	971
chr17-62	chr17	62000001	63000000	.	1000000	1347	1211	984	647	1073	982
chr17-63	chr17	63000001	64000000	.	1000000	1411	1273	1111	714	1109	1017
chr17-64	chr17	64000001	65000000	.	1000000	1378	1291	1077	715	1208	999
chr17-65	chr17	65000001	66000000	.	1000000	1375	1278	1041	764	1048	1072
chr17-66	chr17	66000001	67000000	.	1000000	1381	1306	985	764	1121	1030
chr17-67	chr17	67000001	68000000	.	1000000	1394	1307	924	747	931	1045
chr17-68	chr17	68000001	69000000	.	1000000	1370	1308	972	763	1085	1050
chr17-69	chr17	69000001	70000000	.	1000000	1394	1234	926	751	1063	1117
chr17-70	chr17	70000001	71000000	.	1000000	1391	1291	890	749	1039	1076
chr17-71	chr17	71000001	72000000	.	1000000	1320	1347	840	802	1106	1082
chr17-72	chr17	72000001	73000000	.	1000000	1343	1337	1002	863	1093	1006
chr17-73	chr17	73000001	74000000	.	1000000	1436	1340	996	720	1110	1049
chr17-74	chr17	74000001	75000000	.	1000000	1347	1392	980	773	1054	1060
chr17-75	chr17	75000001	76000000	.	1000000	1381	1413	995	729	1048	1014
chr17-76	chr17	76000001	77000000	.	1000000	1436	1405	946	776	1207	961
chr17-77	chr17	77000001	78000000	.	1000000	1422	1383	1005	681	1070	1014
chr17-78	chr17	78000001	79000000	.	1000000	1361	1321	1046	681	1015	1029
chr17-79	chr17	79000001	80000000	.	1000000	1352	1417	1014	717	1158	1001
chr17-80	chr17	80000001	81000000	.	1000000	1276	1355	1029	798	1089	1017
chr17-81	chr17	81000001	82000000	.	1000000	1203	1177	916	622	1037	972
chr17-82	chr17	82000001	83000000	.	1000000	1352	1320	961	831	1039	963
chr17-83	chr17	83000001	83257441	.	257441	308	329	253	163	275	293
chr18-0	chr18	1	1000000	.	1000000	2227	2921	1850	1451	2303	2110
chr18-1	chr18	1000001	2000000	.	1000000	1317	1234	859	669	1079	1020
chr18-2	chr18	2000001	3000000	.	1000000	1370	1359	984	755	1050	1110
chr18-3	chr18	3000001	4000000	.	1000000	1413	1249	1015	680	1078	991
chr18-4	chr18	4000001	5000000	.	1000000	1352	1227	895	748	1033	1007
chr18-5	chr18	5000001	6000000	.	1000000	1341	1290	1074	711	1147	1081
chr18-6	chr18	6000001	7000000	.	1000000	1362	1364	995	781	1091	1119
chr18-7	chr18	7000001	8000000	.	1000000	1381	1296	1002	771	1067	1140
chr18-8	chr18	8000001	9000000	.	1000000	1315	1342	983	806	1043	1072
chr18-9	chr18	9000001	10000000	.	1000000	1320	1304	1025	687	1010	1001
chr18-10	chr18	10000001	11000000	.	1000000	1339	1289	1000	761	1136	1081
chr18-11	chr18	11000001	12000000	.	1000000	1303	1255	943	807	1129	989
chr18-12	chr18	12000001	13000000	.	1000000	1343	1233	1043	771	1136	966
chr18-13	chr18	13000001	14000000	.	1000000	1419	1233	1050	727	1095	1015
chr18-14	chr18	14000001	15000000	.	1000000	1374	1234	916	739	1124	1007
chr18-15	chr18	15000001	16000000	.	1000000	1814	1573	1054	882	1122	1229
chr18-16	chr18	16000001	17000000	.	1000000	1755	1809	1060	1035	1406	976
chr18-17	chr18	17000001	18000000	.	1000000	1714	1776	1029	949	1396	889
chr18-18	chr18	18000001	19000000	.	1000000	1685	1624	846	890	1186	841
chr18-19	chr18	19000001	20000000	.	1000000	1573	1462	788	849	1146	737
chr18-20	chr18	20000001	21000000	.	1000000	1362	1170	733	730	838	686
chr18-21	chr18	21000001	22000000	.	1000000	1333	1342	1054	695	1065	1002
chr18-22	chr18	22000001	23000000	.	1000000	1347	1300	951	831	1071	1050
chr18-23	chr18	23000001	24000000	.	1000000	1443	1356	1044	753	1088	1056
chr18-24	chr18	24000001	25000000	.	1000000	1422	1247	1033	752	1070	1000
chr18-25	chr18	25000001	26000000	.	1000000	1388	1208	947	742	1028	1035
chr18-26	chr18	26000001	27000000	.	1000000	1291	1231	928	733	1037	1036
chr18-27	chr18	27000001	28000000	.	1000000	1330	1251	844	775	1128	1141
chr18-28	chr18	28000001	29000000	.	1000000	1343	1249	850	744	1022	1028
chr18-29	chr18	29000001	30000000	.	1000000	1173	1228	838	763	1000	1033
chr18-30	chr18	30000001	31000000	.	1000000	1268	1182	853	793	1061	1034
chr18-31	chr18	31000001	32000000	.	1000000	1428	1222	939	646	1060	1070
chr18-32	chr18	32000001	33000000	.	1000000	1357	1309	922	764	983	1060
chr18-33	chr18	33000001	34000000	.	1000000	1269	1159	858	716	997	1081
chr18-34	chr18	34000001	35000000	.	1000000	1309	1283	926	737	1091	1009
chr18-35	chr18	35000001	36000000	.	1000000	1404	1267	983	716	1094	982
chr18-36	chr18	36000001	37000000	.	1000000	1323	1278	968	753	1318	1052
chr18-37	chr18	37000001	38000000	.	1000000	1360	1364	936	779	1312	1042
chr18-38	chr18	38000001	39000000	.	1000000	1364	1269	879	789	1019	1052
chr18-39	chr18	39000001	40000000	.	1000000	1381	1161	905	739	1111	1028
chr18-40	chr18	40000001	41000000	.	1000000	1367	1238	813	738	963	1103
chr18-41	chr18	41000001	42000000	.	1000000	1325	1275	793	818	1033	1046
chr18-42	chr18	42000001	43000000	.	1000000	1357	1233	862	693	1051	1164
chr18-43	chr18	43000001	44000000	.	1000000	1273	1317	892	694	1008	1087
chr18-44	chr18	44000001	45000000	.	1000000	1387	1242	954	679	1083	1080
chr18-45	chr18	45000001	46000000	.	1000000	1347	1309	1000	696	1118	998
chr18-46	chr18	46000001	47000000	.	1000000	1399	1269	1004	759	1086	1031
chr18-47	chr18	47000001	48000000	.	1000000	1379	1403	949	836	1030	1048
chr18-48	chr18	48000001	49000000	.	1000000	1382	1331	1054	737	1148	988
chr18-49	chr18	49000001	50000000	.	1000000	1335	1345	981	764	1081	1022
chr18-50	chr18	50000001	51000000	.	1000000	1293	1347	930	765	1011	1060
chr18-51	chr18	51000001	52000000	.	1000000	1362	1293	1000	799	1064	955
chr18-52	chr18	52000001	53000000	.	1000000	1373	1234	840	784	1134	1047
chr18-53	chr18	53000001	54000000	.	1000000	1324	1274	904	724	1005	943
chr18-54	chr18	54000001	55000000	.	1000000	1312	1240	960	787	1096	1057
chr18-55	chr18	55000001	56000000	.	1000000	1296	1306	1074	816	1041	1068
chr18-56	chr18	56000001	57000000	.	1000000	1366	1323	1093	726	987	1090
chr18-57	chr18	57000001	58000000	.	1000000	1332	1322	977	802	1056	1082
chr18-58	chr18	58000001	59000000	.	1000000	1387	1217	1033	755	1134	1205
chr18-59	chr18	59000001	60000000	.	1000000	1358	1307	958	715	1117	1140
chr18-60	chr18	60000001	61000000	.	1000000	1342	1300	880	788	1126	1087
chr18-61	chr18	61000001	62000000	.	1000000	1365	1280	1000	742	1093	1001
chr18-62	chr18	62000001	63000000	.	1000000	1303	1312	944	697	1036	1094
chr18-63	chr18	63000001	64000000	.	1000000	1402	1313	1037	758	1093	1058
chr18-64	chr18	64000001	65000000	.	1000000	1322	1318	893	805	1111	1052
chr18-65	chr18	65000001	66000000	.	1000000	1265	1220	819	793	1065	1014
chr18-66	chr18	66000001	67000000	.	1000000	1220	1167	806	660	1080	1020
chr18-67	chr18	67000001	68000000	.	1000000	1312	1203	848	730	1037	1001
chr18-68	chr18	68000001	69000000	.	1000000	1265	1271	892	698	1066	1112
chr18-69	chr18	69000001	70000000	.	1000000	1280	1231	839	752	995	995
chr18-70	chr18	70000001	71000000	.	1000000	1386	1290	988	718	1139	1041
chr18-71	chr18	71000001	72000000	.	1000000	1303	1251	822	715	1039	1084
chr18-72	chr18	72000001	73000000	.	1000000	1245	1229	852	744	991	1020
chr18-73	chr18	73000001	74000000	.	1000000	1366	1173	904	724	1001	1036
