""	"id"	"symbol"	"chr"	"start"	"end"
"47218"	"ENSG00000287809"	"AC005632.5"	"chr16"	21511635	21515131
"47219"	"ENSG00000258186"	"SLC7A5P2"	"chr16"	21519830	21520365
"47220"	"ENSG00000273956"	"AC005632.4"	"chr16"	21526824	21531141
"47221"	"ENSG00000257639"	"AC005632.1"	"chr16"	21532945	21550373
"47222"	"ENSG00000271609"	"AC005632.3"	"chr16"	21538487	21538794
"47223"	"ENSG00000252798"	"RF00478"	"chr16"	21587627	21587864
"47224"	"ENSG00000197006"	"METTL9"	"chr16"	21597218	21657473
"47225"	"ENSG00000261596"	"AC005632.2"	"chr16"	21626742	21627569
"47226"	"ENSG00000140749"	"IGSF6"	"chr16"	21639550	21652608
"47227"	"ENSG00000207248"	"RNU6-1005P"	"chr16"	21642054	21642160
"47228"	"ENSG00000207042"	"RNU6-196P"	"chr16"	21642294	21642400
"47229"	"ENSG00000155719"	"OTOA"	"chr16"	21663971	21761935
"47230"	"ENSG00000260306"	"AC092375.2"	"chr16"	21794095	21795759
"47231"	"ENSG00000248124"	"RRN3P1"	"chr16"	21796106	21820410
"47232"	"ENSG00000276721"	"AC092375.3"	"chr16"	21833516	21833621
"47233"	"ENSG00000185864"	"NPIPB4"	"chr16"	21834569	21880827
"47234"	"ENSG00000185710"	"SMG1P4"	"chr16"	21879338	21919156
"47235"	"ENSG00000257408"	"AC092375.1"	"chr16"	21938865	21944987
"47236"	"ENSG00000274460"	"AC092119.2"	"chr16"	21950218	21951708
"47237"	"ENSG00000140740"	"UQCRC2"	"chr16"	21952660	21983660
"47238"	"ENSG00000155714"	"PDZD9"	"chr16"	21983865	22001110
"47239"	"ENSG00000260395"	"AC092119.1"	"chr16"	21998310	21999656
"47240"	"ENSG00000275445"	"AC092119.3"	"chr16"	22007480	22008062
"47241"	"ENSG00000185716"	"MOSMO"	"chr16"	22007638	22087534
"47242"	"ENSG00000260277"	"AC009019.1"	"chr16"	22083256	22092485
"47243"	"ENSG00000175267"	"VWA3A"	"chr16"	22092538	22156964
"47244"	"ENSG00000183921"	"SDR42E2"	"chr16"	22165583	22191754
"47245"	"ENSG00000287739"	"AC009019.2"	"chr16"	22170309	22175524
"47246"	"ENSG00000103319"	"EEF2K"	"chr16"	22206278	22288738
"47247"	"ENSG00000261113"	"AC009034.1"	"chr16"	22286708	22288738
"47248"	"ENSG00000058600"	"POLR3E"	"chr16"	22297375	22335101
"47249"	"ENSG00000286808"	"AC092338.4"	"chr16"	22331039	22342938
"47250"	"ENSG00000140743"	"AC092338.1"	"chr16"	22345936	22437165
"47251"	"ENSG00000260635"	"AC092338.2"	"chr16"	22365121	22369047
"47252"	"ENSG00000260790"	"AC092338.3"	"chr16"	22374859	22378180
"47253"	"ENSG00000230872"	"MFSD13B"	"chr16"	22382436	22407428
"47254"	"ENSG00000257122"	"RRN3P3"	"chr16"	22418672	22437715
"47255"	"ENSG00000237296"	"SMG1P1"	"chr16"	22437008	22492220
"47256"	"ENSG00000243716"	"NPIPB5"	"chr16"	22479121	22536521
"47257"	"ENSG00000277041"	"AC106788.1"	"chr16"	22537478	22537584
"47258"	"ENSG00000257838"	"OTOAP1"	"chr16"	22545698	22576865
"47259"	"ENSG00000260973"	"AC009021.2"	"chr16"	22610531	22612196
"47260"	"ENSG00000260905"	"AC009021.1"	"chr16"	22612543	22613483
"47261"	"ENSG00000283213"	"AC130466.1"	"chr16"	22806289	22813680
"47262"	"ENSG00000122254"	"HS3ST2"	"chr16"	22814162	22916338
"47263"	"ENSG00000261090"	"AC127459.2"	"chr16"	23017723	23026285
"47264"	"ENSG00000103404"	"USP31"	"chr16"	23061406	23149270
"47265"	"ENSG00000260566"	"AC127459.1"	"chr16"	23061406	23064173
"47266"	"ENSG00000280400"	"AC127459.3"	"chr16"	23061767	23062232
"47267"	"ENSG00000285613"	"AC099482.2"	"chr16"	23167577	23186395
"47268"	"ENSG00000166828"	"SCNN1G"	"chr16"	23182745	23216883
"47269"	"ENSG00000260741"	"AC099482.1"	"chr16"	23194878	23213104
"47270"	"ENSG00000168447"	"SCNN1B"	"chr16"	23278231	23381294
"47271"	"ENSG00000168434"	"COG7"	"chr16"	23388493	23453189
"47272"	"ENSG00000280039"	"RN7SKP23"	"chr16"	23412380	23416680
"47273"	"ENSG00000212593"	"RF00072"	"chr16"	23441841	23441921
"47274"	"ENSG00000259782"	"AC008915.1"	"chr16"	23446446	23447282
"47275"	"ENSG00000260136"	"AC008915.2"	"chr16"	23452758	23457606
"47276"	"ENSG00000103365"	"GGA2"	"chr16"	23463542	23521995
"47277"	"ENSG00000261528"	"AC002400.1"	"chr16"	23500905	23501630
"47278"	"ENSG00000103356"	"EARS2"	"chr16"	23522014	23557731
"47279"	"ENSG00000260247"	"SUB1P4"	"chr16"	23537061	23537556
"47280"	"ENSG00000103353"	"UBFD1"	"chr16"	23557721	23574389
"47281"	"ENSG00000260751"	"AC008870.2"	"chr16"	23568673	23569696
"47282"	"ENSG00000004779"	"NDUFAB1"	"chr16"	23581014	23596316
"47283"	"ENSG00000083093"	"PALB2"	"chr16"	23603160	23641310
"47284"	"ENSG00000261723"	"AC008870.4"	"chr16"	23605841	23624107
"47285"	"ENSG00000166847"	"DCTN5"	"chr16"	23641466	23677472
"47286"	"ENSG00000260482"	"AC008870.1"	"chr16"	23670011	23675499
"47287"	"ENSG00000166851"	"PLK1"	"chr16"	23677656	23690367
"47288"	"ENSG00000261266"	"AC008870.3"	"chr16"	23687049	23687689
"47289"	"ENSG00000134398"	"ERN2"	"chr16"	23690310	23713226
"47290"	"ENSG00000278912"	"AC008870.5"	"chr16"	23696665	23697314
"47291"	"ENSG00000261583"	"AC012317.1"	"chr16"	23711990	23712793
"47292"	"ENSG00000279756"	"AC012317.2"	"chr16"	23753689	23755939
"47293"	"ENSG00000166869"	"CHP2"	"chr16"	23755026	23758935
"47294"	"ENSG00000166501"	"PRKCB"	"chr16"	23835983	24220611
"47295"	"ENSG00000279276"	"AC130454.1"	"chr16"	23962951	23963351
"47296"	"ENSG00000279202"	"AC130448.1"	"chr16"	24098239	24099971
"47297"	"ENSG00000274466"	"MIR1273H"	"chr16"	24203116	24203231
"47298"	"ENSG00000279554"	"AC130448.2"	"chr16"	24208105	24208478
"47299"	"ENSG00000260264"	"LINC2194"	"chr16"	24236104	24252863
"47300"	"ENSG00000006116"	"CACNG3"	"chr16"	24255553	24362801
"47301"	"ENSG00000201541"	"RF00408"	"chr16"	24333415	24333547
"47302"	"ENSG00000239081"	"RNU7-24P"	"chr16"	24400056	24400117
"47303"	"ENSG00000260072"	"AC008938.1"	"chr16"	24472798	24495177
"47304"	"ENSG00000122257"	"RBBP6"	"chr16"	24537693	24572863
"47305"	"ENSG00000090905"	"TNRC6A"	"chr16"	24610209	24827632
"47306"	"ENSG00000224310"	"LINC01567"	"chr16"	24661422	24671062
"47307"	"ENSG00000261669"	"AC008731.1"	"chr16"	24803451	24819739
"47308"	"ENSG00000158865"	"SLC5A11"	"chr16"	24845841	24911628
"47309"	"ENSG00000140750"	"ARHGAP17"	"chr16"	24919389	25015666
"47310"	"ENSG00000260714"	"AC133552.1"	"chr16"	25015978	25021023
"47311"	"ENSG00000262587"	"AC133552.2"	"chr16"	25031744	25058109
"47312"	"ENSG00000262155"	"LINC02175"	"chr16"	25066937	25088618
"47313"	"ENSG00000271105"	"SCML2P2"	"chr16"	25069570	25070109
"47314"	"ENSG00000263326"	"AC133552.4"	"chr16"	25071490	25072727
"47315"	"ENSG00000260448"	"LCMT1-AS1"	"chr16"	25085168	25111555
"47316"	"ENSG00000262700"	"AC133552.3"	"chr16"	25093387	25095255
"47317"	"ENSG00000275494"	"AC133552.5"	"chr16"	25106569	25107102
"47318"	"ENSG00000205629"	"LCMT1"	"chr16"	25111731	25178231
"47319"	"ENSG00000260034"	"LCMT1-AS2"	"chr16"	25140577	25149032
"47320"	"ENSG00000266166"	"RN7SL557P"	"chr16"	25185253	25185538
"47321"	"ENSG00000103375"	"AQP8"	"chr16"	25215731	25228932
"47322"	"ENSG00000155592"	"ZKSCAN2"	"chr16"	25236001	25257845
"47323"	"ENSG00000259955"	"AC008741.1"	"chr16"	25238318	25239287
"47324"	"ENSG00000274925"	"ZKSCAN2-DT"	"chr16"	25257952	25261066
"47325"	"ENSG00000261636"	"LINC02191"	"chr16"	25419812	25433686
"47326"	"ENSG00000260690"	"CYCSP39"	"chr16"	25454339	25454647
"47327"	"ENSG00000182601"	"HS3ST4"	"chr16"	25691959	26137685
"47328"	"ENSG00000285882"	"AC093516.1"	"chr16"	25787987	26042347
"47329"	"ENSG00000260255"	"AC093524.1"	"chr16"	25824710	25826330
"47330"	"ENSG00000265005"	"MIR548W"	"chr16"	26025237	26025310
"47331"	"ENSG00000199929"	"RNA5SP405"	"chr16"	26028912	26029025
"47332"	"ENSG00000230330"	"HMGN2P3"	"chr16"	26032539	26032811
"47333"	"ENSG00000237140"	"HSPE1P16"	"chr16"	26062750	26063097
"47334"	"ENSG00000231876"	"AC009158.1"	"chr16"	26302064	26340815
"47335"	"ENSG00000228480"	"AC130464.1"	"chr16"	26354796	26358355
"47336"	"ENSG00000286712"	"AC002331.1"	"chr16"	26546802	26607396
"47337"	"ENSG00000236481"	"LINC02195"	"chr16"	26584755	26594813
"47338"	"ENSG00000260580"	"AC009035.1"	"chr16"	26721874	26729126
"47339"	"ENSG00000234186"	"C16orf82"	"chr16"	27066707	27069165
"47340"	"ENSG00000261482"	"AC092725.1"	"chr16"	27066928	27067858
"47341"	"ENSG00000261557"	"EEF1A1P38"	"chr16"	27133483	27135179
"47342"	"ENSG00000261045"	"LINC02129"	"chr16"	27158451	27176587
"47343"	"ENSG00000155666"	"KDM8"	"chr16"	27203495	27221768
"47344"	"ENSG00000259940"	"AC109449.1"	"chr16"	27213308	27214993
"47345"	"ENSG00000169189"	"NSMCE1"	"chr16"	27224994	27268772
"47346"	"ENSG00000245888"	"NSMCE1-DT"	"chr16"	27268205	27290492
"47347"	"ENSG00000274092"	"AC106739.1"	"chr16"	27313387	27314101
"47348"	"ENSG00000077238"	"IL4R"	"chr16"	27313668	27364778
"47349"	"ENSG00000103522"	"IL21R"	"chr16"	27402174	27452042
"47350"	"ENSG00000259954"	"IL21R-AS1"	"chr16"	27447669	27453393
"47351"	"ENSG00000077235"	"GTF3C1"	"chr16"	27459555	27549913
"47352"	"ENSG00000047578"	"KIAA0556"	"chr16"	27550133	27780369
"47353"	"ENSG00000261736"	"AC002551.1"	"chr16"	27643199	27644663
"47354"	"ENSG00000261329"	"AC016597.1"	"chr16"	27678940	27718806
"47355"	"ENSG00000273553"	"AC016597.2"	"chr16"	27687182	27687522
"47356"	"ENSG00000201371"	"RF00019"	"chr16"	27722284	27722392
"47357"	"ENSG00000169181"	"GSG1L"	"chr16"	27787528	28063714
"47358"	"ENSG00000212382"	"RNU6-159P"	"chr16"	27863251	27863356
"47359"	"ENSG00000207266"	"RNU6-1241P"	"chr16"	27998295	27998401
"47360"	"ENSG00000169180"	"XPO6"	"chr16"	28097979	28211920
"47361"	"ENSG00000260452"	"TPRKBP2"	"chr16"	28111173	28111647
"47362"	"ENSG00000200652"	"RF00402"	"chr16"	28179098	28179223
"47363"	"ENSG00000200138"	"RNY1P10"	"chr16"	28183318	28183430
"47364"	"ENSG00000250982"	"GAPDHP35"	"chr16"	28239693	28240668
"47365"	"ENSG00000283662"	"AC138904.3"	"chr16"	28258686	28292173
"47366"	"ENSG00000188322"	"SBK1"	"chr16"	28259228	28323849
"47367"	"ENSG00000246465"	"AC138904.1"	"chr16"	28284885	28292064
"47368"	"ENSG00000277191"	"AC138904.2"	"chr16"	28341437	28341543
"47369"	"ENSG00000198156"	"NPIPB6"	"chr16"	28342555	28363508
"47370"	"ENSG00000271623"	"AC138894.3"	"chr16"	28364700	28365333
"47371"	"ENSG00000205609"	"EIF3CL"	"chr16"	28379579	28403879
"47372"	"ENSG00000275429"	"MIR6862-1"	"chr16"	28390982	28391051
"47373"	"ENSG00000261089"	"CDC37P2"	"chr16"	28413703	28415018
"47374"	"ENSG00000275654"	"AC138894.4"	"chr16"	28451644	28455356
"47375"	"ENSG00000270118"	"AC138894.2"	"chr16"	28454141	28454511
"47376"	"ENSG00000261832"	"AC138894.1"	"chr16"	28456371	28492098
"47377"	"ENSG00000233232"	"NPIPB7"	"chr16"	28456372	28471175
"47378"	"ENSG00000188603"	"CLN3"	"chr16"	28474111	28495575
"47379"	"ENSG00000184730"	"APOBR"	"chr16"	28494643	28498970
"47380"	"ENSG00000197272"	"IL27"	"chr16"	28499362	28512051
"47381"	"ENSG00000176046"	"NUPR1"	"chr16"	28532708	28539174
"47382"	"ENSG00000271495"	"AC020765.1"	"chr16"	28548331	28548658
"47383"	"ENSG00000275441"	"AC020765.2"	"chr16"	28553709	28554140
"47384"	"ENSG00000176476"	"SGF29"	"chr16"	28553915	28591790
"47385"	"ENSG00000197165"	"SULT1A2"	"chr16"	28591943	28597050
"47386"	"ENSG00000278665"	"AC020765.3"	"chr16"	28599241	28601881
"47387"	"ENSG00000278725"	"AC020765.4"	"chr16"	28602340	28604519
"47388"	"ENSG00000196502"	"SULT1A1"	"chr16"	28605196	28623625
"47389"	"ENSG00000285020"	"AC020765.5"	"chr16"	28612131	28614884
"47390"	"ENSG00000255524"	"NPIPB8"	"chr16"	28637654	28658682
"47391"	"ENSG00000261419"	"AC145285.4"	"chr16"	28659696	28740781
"47392"	"ENSG00000184110"	"EIF3C"	"chr16"	28688558	28735730
"47393"	"ENSG00000259982"	"CDC37P1"	"chr16"	28700294	28701540
"47394"	"ENSG00000278340"	"MIR6862-2"	"chr16"	28724252	28724321
"47395"	"ENSG00000270424"	"AC145285.5"	"chr16"	28749959	28750595
"47396"	"ENSG00000196993"	"NPIPB9"	"chr16"	28751787	28772807
"47397"	"ENSG00000278528"	"AC145285.7"	"chr16"	28773824	28777534
"47398"	"ENSG00000251417"	"AC145285.2"	"chr16"	28802743	28817828
"47399"	"ENSG00000240634"	"AC145285.1"	"chr16"	28813980	28814673
"47400"	"ENSG00000260796"	"AC145285.3"	"chr16"	28820570	28822033
"47401"	"ENSG00000275807"	"AC145285.6"	"chr16"	28822431	28823969
"47402"	"ENSG00000168488"	"ATXN2L"	"chr16"	28823035	28837237
"47403"	"ENSG00000260570"	"AC133550.1"	"chr16"	28830612	28837200
"47404"	"ENSG00000178952"	"TUFM"	"chr16"	28842411	28846348
"47405"	"ENSG00000283845"	"MIR4721"	"chr16"	28843919	28844007
"47406"	"ENSG00000178188"	"SH2B1"	"chr16"	28846600	28874212
"47407"	"ENSG00000261766"	"AC133550.2"	"chr16"	28862166	28863340
"47408"	"ENSG00000196296"	"ATP2A1"	"chr16"	28878405	28904509
"47409"	"ENSG00000260442"	"ATP2A1-AS1"	"chr16"	28878957	28879920
"47410"	"ENSG00000252461"	"RF00416"	"chr16"	28881480	28881607
"47411"	"ENSG00000177548"	"RABEP2"	"chr16"	28904421	28936526
"47412"	"ENSG00000177455"	"CD19"	"chr16"	28931939	28939347
"47413"	"ENSG00000176953"	"NFATC2IP"	"chr16"	28950807	28967097
"47414"	"ENSG00000260853"	"AC109460.2"	"chr16"	28952816	28966883
"47415"	"ENSG00000284541"	"MIR4517"	"chr16"	28958583	28958661
"47416"	"ENSG00000260367"	"AC109460.1"	"chr16"	28973962	28978824
"47417"	"ENSG00000169682"	"SPNS1"	"chr16"	28974221	28984548
"47418"	"ENSG00000261067"	"AC109460.3"	"chr16"	28974804	28990775
"47419"	"ENSG00000213658"	"LAT"	"chr16"	28984826	28990783
"47420"	"ENSG00000261552"	"AC109460.4"	"chr16"	28989140	28990778
"47421"	"ENSG00000196796"	"NPIPB10P"	"chr16"	29038655	29052726
"47422"	"ENSG00000260908"	"AC009093.3"	"chr16"	29053732	29108108
"47423"	"ENSG00000103472"	"RRN3P2"	"chr16"	29074976	29116718
"47424"	"ENSG00000284671"	"AC009093.9"	"chr16"	29075022	29104162
"47425"	"ENSG00000284649"	"AC009093.8"	"chr16"	29113050	29217860
"47426"	"ENSG00000284685"	"AC009093.10"	"chr16"	29139379	29331304
"47427"	"ENSG00000260517"	"AC009093.2"	"chr16"	29139661	29216706
"47428"	"ENSG00000279106"	"AC009093.7"	"chr16"	29204633	29205855
"47429"	"ENSG00000259807"	"AC009093.1"	"chr16"	29215385	29221040
"47430"	"ENSG00000273582"	"AC009093.5"	"chr16"	29225594	29226348
"47431"	"ENSG00000260953"	"AC009093.4"	"chr16"	29262273	29264479
"47432"	"ENSG00000277999"	"AC009093.6"	"chr16"	29272220	29272772
"47433"	"ENSG00000198106"	"AC025279.1"	"chr16"	29291220	29372110
"47434"	"ENSG00000260413"	"AC025279.2"	"chr16"	29312350	29331277
"47435"	"ENSG00000271699"	"SNX29P2"	"chr16"	29350746	29370272
"47436"	"ENSG00000278078"	"AC025279.3"	"chr16"	29380242	29380345
"47437"	"ENSG00000254206"	"NPIPB11"	"chr16"	29381354	29404029
"47438"	"ENSG00000254634"	"SMG1P6"	"chr16"	29425800	29447026
"47439"	"ENSG00000183336"	"BOLA2"	"chr16"	29443056	29454964
"47440"	"ENSG00000261740"	"BOLA2-SMG1P6"	"chr16"	29443230	29454651
"47441"	"ENSG00000260335"	"AC133555.4"	"chr16"	29449191	29449625
"47442"	"ENSG00000181625"	"SLX1B"	"chr16"	29454501	29458219
"47443"	"ENSG00000260280"	"SLX1B-SULT1A4"	"chr16"	29455105	29464963
"47444"	"ENSG00000213648"	"SULT1A4"	"chr16"	29459889	29464976
"47445"	"ENSG00000258150"	"AC133555.3"	"chr16"	29464967	29467833
"47446"	"ENSG00000279228"	"AC133555.5"	"chr16"	29466069	29467578
"47447"	"ENSG00000257691"	"AC133555.2"	"chr16"	29475064	29475355
"47448"	"ENSG00000257506"	"AC133555.1"	"chr16"	29478879	29482591
"47449"	"ENSG00000169203"	"NPIPB12"	"chr16"	29483642	29505999
"47450"	"ENSG00000205534"	"SMG1P2"	"chr16"	29527568	29594966
"47451"	"ENSG00000279583"	"AC009086.2"	"chr16"	29595130	29596137
"47452"	"ENSG00000266758"	"MIR3680-2"	"chr16"	29599179	29599265
"47453"	"ENSG00000260727"	"SLC7A5P1"	"chr16"	29613104	29613640
"47454"	"ENSG00000260133"	"CA5AP1"	"chr16"	29618785	29636328
"47455"	"ENSG00000260514"	"AC009086.1"	"chr16"	29624517	29624825
"47456"	"ENSG00000197471"	"SPN"	"chr16"	29662979	29670876
"47457"	"ENSG00000103485"	"QPRT"	"chr16"	29663279	29698699
"47458"	"ENSG00000222375"	"RN7SKP127"	"chr16"	29731051	29731404
"47459"	"ENSG00000185905"	"C16orf54"	"chr16"	29742463	29745990
"47460"	"ENSG00000260719"	"AC009133.3"	"chr16"	29745247	29748299
"47461"	"ENSG00000174992"	"ZG16"	"chr16"	29778240	29782973
"47462"	"ENSG00000079616"	"KIF22"	"chr16"	29790719	29805385
"47463"	"ENSG00000275857"	"AC009133.4"	"chr16"	29804430	29804990
"47464"	"ENSG00000103495"	"MAZ"	"chr16"	29806106	29811164
"47465"	"ENSG00000259952"	"AC009133.2"	"chr16"	29806496	29807732
"47466"	"ENSG00000238045"	"AC009133.1"	"chr16"	29808636	29821252
"47467"	"ENSG00000280607"	"AC009133.5"	"chr16"	29808679	29812227
"47468"	"ENSG00000167371"	"PRRT2"	"chr16"	29811382	29815892
"47469"	"ENSG00000280893"	"AC009133.6"	"chr16"	29812261	29820092
"47470"	"ENSG00000280789"	"PAGR1"	"chr16"	29816152	29822489
"47471"	"ENSG00000281348"	"AC120114.4"	"chr16"	29817239	29830627
"47472"	"ENSG00000013364"	"MVP"	"chr16"	29820394	29848039
"47473"	"ENSG00000103502"	"CDIPT"	"chr16"	29858357	29863414
"47474"	"ENSG00000278713"	"AC120114.2"	"chr16"	29862760	29863417
"47475"	"ENSG00000214725"	"CDIPTOSP"	"chr16"	29863593	29868053
"47476"	"ENSG00000174938"	"SEZ6L2"	"chr16"	29871159	29899547
"47477"	"ENSG00000174939"	"ASPHD1"	"chr16"	29900375	29919864
"47478"	"ENSG00000174943"	"KCTD13"	"chr16"	29905012	29926236
"47479"	"ENSG00000279789"	"AC120114.3"	"chr16"	29913144	29915337
"47480"	"ENSG00000247735"	"AC120114.1"	"chr16"	29926836	29928933
"47481"	"ENSG00000149932"	"TMEM219"	"chr16"	29940885	29973050
"47482"	"ENSG00000149930"	"TAOK2"	"chr16"	29973868	29992261
"47483"	"ENSG00000149929"	"HIRIP3"	"chr16"	29992321	29996436
"47484"	"ENSG00000169592"	"INO80E"	"chr16"	29995715	30005793
"47485"	"ENSG00000149927"	"DOC2A"	"chr16"	30005514	30023270
"47486"	"ENSG00000167194"	"C16orf92"	"chr16"	30023334	30027736
"47487"	"ENSG00000149926"	"FAM57B"	"chr16"	30024427	30052978
"47488"	"ENSG00000285043"	"AC093512.2"	"chr16"	30053090	30070420
"47489"	"ENSG00000149925"	"ALDOA"	"chr16"	30064164	30070457
"47490"	"ENSG00000274904"	"AC093512.1"	"chr16"	30064306	30064825
"47491"	"ENSG00000149923"	"PPP4C"	"chr16"	30075978	30085376
"47492"	"ENSG00000149922"	"TBX6"	"chr16"	30085793	30091887
"47493"	"ENSG00000090238"	"YPEL3"	"chr16"	30092314	30096915
"47494"	"ENSG00000250616"	"AC012645.1"	"chr16"	30096430	30104116
"47495"	"ENSG00000102886"	"GDPD3"	"chr16"	30104810	30113537
"47496"	"ENSG00000261367"	"AC012645.2"	"chr16"	30107675	30110541
"47497"	"ENSG00000275371"	"AC012645.4"	"chr16"	30110895	30111955
"47498"	"ENSG00000102882"	"MAPK3"	"chr16"	30114105	30123506
"47499"	"ENSG00000102879"	"CORO1A"	"chr16"	30182827	30189076
"47500"	"ENSG00000261416"	"AC012645.3"	"chr16"	30183505	30184957
"47501"	"ENSG00000169627"	"BOLA2B"	"chr16"	30192934	30194306
"47502"	"ENSG00000132207"	"SLX1A"	"chr16"	30193887	30197561
"47503"	"ENSG00000213599"	"SLX1A-SULT1A3"	"chr16"	30193892	30204310
"47504"	"ENSG00000261052"	"SULT1A3"	"chr16"	30199228	30204310
"47505"	"ENSG00000258130"	"AC106782.1"	"chr16"	30204316	30209071
"47506"	"ENSG00000278887"	"AC106782.7"	"chr16"	30205418	30206927
"47507"	"ENSG00000261444"	"AC106782.4"	"chr16"	30214409	30214699
"47508"	"ENSG00000261203"	"AC106782.3"	"chr16"	30218220	30221930
"47509"	"ENSG00000198064"	"NPIPB13"	"chr16"	30222937	30254510
"47510"	"ENSG00000183604"	"SMG1P5"	"chr16"	30267553	30335374
"47511"	"ENSG00000273724"	"AC106782.5"	"chr16"	30336400	30343336
"47512"	"ENSG00000169217"	"CD2BP2"	"chr16"	30350773	30355308
"47513"	"ENSG00000260219"	"AC106782.2"	"chr16"	30355441	30357104
"47514"	"ENSG00000169221"	"TBC1D10B"	"chr16"	30357102	30370494
"47515"	"ENSG00000274653"	"AC106782.6"	"chr16"	30359825	30360336
"47516"	"ENSG00000180209"	"MYLPF"	"chr16"	30370934	30377991
"47517"	"ENSG00000180035"	"ZNF48"	"chr16"	30378106	30400108
"47518"	"ENSG00000180096"	"SEPT1"	"chr16"	30378133	30395991
"47519"	"ENSG00000280137"	"AC116348.4"	"chr16"	30379763	30380110
"47520"	"ENSG00000179965"	"ZNF771"	"chr16"	30407297	30431108
"47521"	"ENSG00000199787"	"SNORA80C"	"chr16"	30419625	30419759
"47522"	"ENSG00000179958"	"DCTPP1"	"chr16"	30423619	30430075
"47523"	"ENSG00000179918"	"SEPHS2"	"chr16"	30443631	30446181
"47524"	"ENSG00000202476"	"RF00019"	"chr16"	30453997	30454097
"47525"	"ENSG00000222701"	"RF00019"	"chr16"	30471587	30471703
"47526"	"ENSG00000005844"	"ITGAL"	"chr16"	30472658	30523185
"47527"	"ENSG00000261346"	"AC116348.3"	"chr16"	30477180	30489353
"47528"	"ENSG00000260487"	"AC116348.1"	"chr16"	30480588	30481346
"47529"	"ENSG00000251706"	"RNU7-61P"	"chr16"	30483135	30483195
"47530"	"ENSG00000261332"	"AC116348.2"	"chr16"	30498766	30499554
"47531"	"ENSG00000266305"	"MIR4518"	"chr16"	30503919	30504001
"47532"	"ENSG00000169957"	"ZNF768"	"chr16"	30524004	30526821
"47533"	"ENSG00000261459"	"AC002310.4"	"chr16"	30525923	30534852
"47534"	"ENSG00000278922"	"AC002310.5"	"chr16"	30526918	30528294
"47535"	"ENSG00000169955"	"ZNF747"	"chr16"	30530367	30535347
"47536"	"ENSG00000235560"	"AC002310.1"	"chr16"	30534752	30537149
"47537"	"ENSG00000260494"	"AC002310.3"	"chr16"	30537202	30538231
"47538"	"ENSG00000169951"	"ZNF764"	"chr16"	30553764	30558498
"47539"	"ENSG00000229809"	"ZNF688"	"chr16"	30569346	30572734
"47540"	"ENSG00000239791"	"AC002310.2"	"chr16"	30572039	30583860
"47541"	"ENSG00000197162"	"ZNF785"	"chr16"	30573740	30585771
"47542"	"ENSG00000260167"	"AC093249.2"	"chr16"	30585907	30608593
"47543"	"ENSG00000261588"	"AC093249.4"	"chr16"	30587662	30587920
"47544"	"ENSG00000156853"	"ZNF689"	"chr16"	30602558	30624012
"47545"	"ENSG00000260678"	"AC093249.3"	"chr16"	30615256	30615679
"47546"	"ENSG00000261680"	"AC093249.5"	"chr16"	30624285	30624714
"47547"	"ENSG00000260113"	"AC093249.1"	"chr16"	30626976	30627178
"47548"	"ENSG00000156858"	"PRR14"	"chr16"	30650717	30656440
"47549"	"ENSG00000156860"	"FBRS"	"chr16"	30658431	30670814
"47550"	"ENSG00000252074"	"RNU6-416P"	"chr16"	30675300	30675402
"47551"	"ENSG00000261840"	"AC093249.6"	"chr16"	30697707	30699058
"47552"	"ENSG00000080603"	"SRCAP"	"chr16"	30698209	30741409
"47553"	"ENSG00000222287"	"RNU6-1043P"	"chr16"	30701337	30701435
"47554"	"ENSG00000282034"	"AC106886.5"	"chr16"	30704067	30745169
"47555"	"ENSG00000206755"	"SNORA30"	"chr16"	30710537	30710665
"47556"	"ENSG00000281991"	"TMEM265"	"chr16"	30740381	30744281
"47557"	"ENSG00000260899"	"AC106886.2"	"chr16"	30740667	30751381
"47558"	"ENSG00000156873"	"PHKG2"	"chr16"	30748293	30761176
"47559"	"ENSG00000196118"	"CCDC189"	"chr16"	30757423	30762221
"47560"	"ENSG00000103549"	"RNF40"	"chr16"	30761745	30776307
"47561"	"ENSG00000280211"	"AC106886.4"	"chr16"	30773532	30776033
"47562"	"ENSG00000102870"	"ZNF629"	"chr16"	30778456	30787205
"47563"	"ENSG00000274848"	"RF00017"	"chr16"	30816030	30816302
"47564"	"ENSG00000260082"	"AC106886.1"	"chr16"	30821068	30822110
"47565"	"ENSG00000274678"	"AC106886.3"	"chr16"	30821338	30821884
"47566"	"ENSG00000099385"	"BCL7C"	"chr16"	30833626	30894960
"47567"	"ENSG00000260083"	"MIR762HG"	"chr16"	30875222	30895220
"47568"	"ENSG00000265991"	"MIR4519"	"chr16"	30875266	30875323
"47569"	"ENSG00000262721"	"AC135048.2"	"chr16"	30875766	30895216
"47570"	"ENSG00000211591"	"MIR762"	"chr16"	30893903	30893985
"47571"	"ENSG00000150281"	"CTF1"	"chr16"	30896607	30903560
"47572"	"ENSG00000230447"	"CTF2P"	"chr16"	30904348	30910208
"47573"	"ENSG00000260852"	"FBXL19-AS1"	"chr16"	30919319	30923269
"47574"	"ENSG00000099364"	"FBXL19"	"chr16"	30923055	30948783
"47575"	"ENSG00000261487"	"AC135048.1"	"chr16"	30948386	30956511
"47576"	"ENSG00000175938"	"ORAI3"	"chr16"	30949068	30956461
"47577"	"ENSG00000275263"	"AC135048.3"	"chr16"	30956872	30957199
