""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X15644_S1_L001.bam"	"X15645_S2_L001.bam"	"X15646_S3_L001.bam"	"X15647_S4_L001.bam"	"X15650_S7_L001.bam"	"X15651_S1_L001.bam"	"X15652_S2_L001.bam"	"X15653_S3_L001.bam"	"X15654_S8_L001.bam"	"X15655_S9_L001.bam"	"X15656_S10_L001.bam"	"mean"	"sd"
"chrX-1191"	"chrX_M"	119000001	120000000	"."	1000000	225.399458966663	NA	NA	NA	243.700993677967	270.250578775957	NA	268.145847129024	224.38185113228	230.435996217603	219.90352619496	240.316893156351	21.1057710609134
"chrX-1201"	"chrX_M"	120000001	121000000	"."	1000000	154.122477737139	NA	NA	NA	183.606200937056	155.666901076413	NA	174.930360768144	184.029101272294	161.329790308162	174.11716150334	169.685999086078	12.6175780866767
"chrX-1211"	"chrX_M"	121000001	122000000	"."	1000000	78.367361561257	NA	NA	NA	121.699504897424	119.719080621653	NA	111.374347340272	107.950031472575	132.801961534158	130.910310315475	114.688942534687	18.4450590122209
"chrX-1221"	"chrX_M"	122000001	123000000	"."	1000000	86.2040977173827	NA	NA	NA	99.6546814296521	80.8825960232082	NA	100.176383069646	114.889676352954	131.818243300571	110.274202285449	103.414268596981	17.3878027238051
"chrX-1231"	"chrX_M"	123000001	124000000	"."	1000000	137.329471688298	NA	NA	NA	138.308618469032	170.431184477474	NA	167.969464059377	168.350644320325	172.396620436009	168.635695307865	160.48881410834	15.5622565377059
"chrX-1241"	"chrX_M"	124000001	125000000	"."	1000000	94.7871896979013	NA	NA	NA	135.590763520951	128.06411037008	NA	125.901436123785	134.166467687343	143.376932545211	147.999587277839	129.983783889016	17.3782892300086
"chrX-1251"	"chrX_M"	125000001	126000000	"."	1000000	78.7405394734534	NA	NA	NA	96.0308748322102	103.670946490064	NA	101.084326118616	107.950031472575	134.031609326141	117.36786442077	105.553741733404	17.2697135921655
"chrX-1261"	"chrX_M"	126000001	127000000	"."	1000000	69.4110916685419	NA	NA	NA	92.1050843516482	71.5746782268866	NA	86.2545896521125	101.524434361112	122.226990523104	93.1849253230841	90.8973991580699	18.0635594758098
"chrX-1271"	"chrX_M"	127000001	128000000	"."	1000000	66.0524904587737	NA	NA	NA	92.4070682347683	96.2888047895335	NA	98.6631446546972	102.552529898946	114.849103771207	88.9932158794851	94.2580510982015	14.9611547960054
"chrX-1281"	"chrX_M"	128000001	129000000	"."	1000000	75.7551161758817	NA	NA	NA	99.6546814296521	98.535543567956	NA	111.374347340272	106.407888165824	135.50718667652	128.65323599969	107.983999907971	19.9836330304998
"chrX-1291"	"chrX_M"	129000001	130000000	"."	1000000	214.950477425162	NA	NA	NA	203.235153339866	184.874505195904	NA	179.167428330002	182.486957965543	189.365759965373	187.982046586014	191.723189829695	12.7896144608015
"chrX-1301"	"chrX_M"	130000001	131000000	"."	1000000	185.096244449445	NA	NA	NA	179.680410456494	189.047020070118	NA	190.668040283617	172.977074240578	198.711083184443	192.173756029613	186.907661244901	8.51807362330919
"chrX-1311"	"chrX_M"	131000001	132000000	"."	1000000	128.746379707779	NA	NA	NA	133.47687633911	136.409140118506	NA	132.559685149562	141.877184221098	164.526874567318	160.574715608636	142.595836530287	14.2518385931561
"chrX-1321"	"chrX_M"	132000001	133000000	"."	1000000	117.924220254082	NA	NA	NA	134.986795754711	143.470319136405	NA	141.033820273279	162.953142746696	130.096736391795	155.41568860113	140.8401033083	15.1833713843561
"chrX-1331"	"chrX_M"	133000001	134000000	"."	1000000	179.125397854302	NA	NA	NA	189.343894716339	176.208512764846	NA	177.351542232063	174.519217547329	169.199536176853	208.29571542807	182.0062595314	13.0934078000456
"chrX-1341"	"chrX_M"	134000001	135000000	"."	1000000	197.784293464125	NA	NA	NA	215.012524781552	210.230557123815	NA	225.169876144462	196.366247726302	192.316914666132	206.038641112286	206.131293574096	11.6477611299042
"chrX-1351"	"chrX_M"	135000001	136000000	"."	1000000	158.2274347713	NA	NA	NA	195.383572378742	154.704013028517	NA	154.955613690813	198.679462686429	172.396620436009	201.524492480718	176.553029924647	21.4657611206501
"chrX-1361"	"chrX_M"	136000001	137000000	"."	1000000	194.425692254357	NA	NA	NA	201.423250041145	203.490340788548	NA	199.142175407334	198.165414917512	187.152393939804	190.883999277736	196.383323803776	5.85921802927691
"chrX-1371"	"chrX_M"	137000001	138000000	"."	1000000	132.85133674194	NA	NA	NA	181.492313755215	138.655878896928	NA	158.284738203701	157.812665057526	160.100142516179	163.476668300359	156.096249067407	16.1642088252788
"chrX-1381"	"chrX_M"	138000001	139000000	"."	1000000	101.131214205241	NA	NA	NA	93.9169876503691	105.917685268487	NA	101.689621484596	120.030154042125	137.228693585296	145.420073774086	115.047775715743	19.753790460084
"chrX-1391"	"chrX_M"	139000001	140000000	"."	1000000	117.177864429689	NA	NA	NA	142.536392832715	125.496408909025	NA	146.178830884107	151.387067946063	128.129299924623	164.443985864266	139.33569297007	16.5368952196306
"chrX-1401"	"chrX_M"	140000001	141000000	"."	1000000	139.19536124928	NA	NA	NA	144.348296131435	148.926684741145	NA	161.3112150336	172.463026471661	138.704270935676	184.112776330384	155.58023298474	17.5862973529242
"chrX-1411"	"chrX_M"	141000001	142000000	"."	1000000	114.192441132117	NA	NA	NA	134.08084410535	166.900594968525	NA	155.258261373803	170.406835395993	162.559438100145	152.513735909407	150.844592997906	20.1013438299051
"chrX-1421"	"chrX_M"	142000001	143000000	"."	1000000	92.921300136919	NA	NA	NA	107.808246273896	113.941752334281	NA	108.045222827383	111.805389739452	133.293820650951	140.26104676658	115.439539818495	16.1777452520877
"chrX-1431"	"chrX_M"	143000001	144000000	"."	1000000	88.069987278365	NA	NA	NA	112.338004520699	86.980886993212	NA	102.597564533565	128.768966113714	120.259554055932	138.003972450796	111.002705135183	19.6035048986837
"chrX-1441"	"chrX_M"	144000001	145000000	"."	1000000	62.3207113368091	NA	NA	NA	93.9169876503691	94.3630286937429	NA	84.7413512371632	101.78145824557	131.818243300571	108.984445533572	96.8466037139712	21.4010153411337
"chrX-1451"	"chrX_M"	145000001	146000000	"."	1000000	96.6530792588836	NA	NA	NA	111.432052871338	110.732125507964	NA	118.637891732028	120.544201811042	151.000748855505	140.583485954549	121.369083713044	18.6106555964875
"chrX-1461"	"chrX_M"	146000001	147000000	"."	1000000	88.4431651905614	NA	NA	NA	121.095537131183	112.657901603754	NA	118.637891732028	143.676351412308	145.098439453987	138.971290014703	124.082939505504	20.3572842474839
"chrX-1471"	"chrX_M"	147000001	148000000	"."	1000000	87.6968093661685	NA	NA	NA	124.115375962385	97.5726555200606	NA	105.624041363464	141.363136452181	132.064172858968	147.354708901901	119.398700060733	22.7953337520835
"chrX-1481"	"chrX_M"	148000001	149000000	"."	1000000	86.9504535417756	NA	NA	NA	116.263795001261	93.7211033284793	NA	114.40082417017	144.9614708346	163.543156333731	153.481053473315	124.760265240476	29.7478416147802
"chrX-1491"	"chrX_M"	149000001	150000000	"."	1000000	186.588956098231	NA	NA	NA	179.378426573374	159.518453267994	NA	156.771499788752	187.113387885796	170.921043085629	214.099620811515	179.19876964447	19.554094922232
"chrX-1501"	"chrX_M"	150000001	151000000	"."	1000000	198.903827200714	NA	NA	NA	222.260137976436	192.898572261699	NA	199.142175407334	184.029101272294	175.593704695164	197.01034384915	195.691123237542	14.5921865187583
"chrX-1511"	"chrX_M"	151000001	152000000	"."	1000000	158.973790595693	NA	NA	NA	204.745072755467	166.900594968525	NA	172.509179304225	180.430766889875	164.035015450524	182.500580390538	175.72785719355	15.3605972074604
"chrX-1521"	"chrX_M"	152000001	153000000	"."	1000000	172.035017522569	NA	NA	NA	176.962555508413	158.87652790273	NA	157.074147471742	161.153975555486	177.561141162337	164.121546676297	166.826415971368	8.59171635091078
"chrX-1531"	"chrX_M"	153000001	154000000	"."	1000000	377.282869230623	NA	NA	NA	274.201365873103	282.126198033333	NA	255.737292126439	213.329824100564	208.794195078704	249.89037067609	265.908873588408	56.4544512521041
"chrX-1541"	"chrX_M"	154000001	155000000	"."	1000000	292.19830524983	NA	NA	NA	267.25573656134	251.955705865946	NA	243.328737123854	199.707558224263	232.403432684776	225.062553202466	244.558861273211	29.9454814158014
"chrX-1551"	"chrX_M"	155000001	156000000	"."	1000000	163.825103454247	NA	NA	NA	206.858959937308	172.677923255897	NA	212.761321141878	197.651367148595	210.51570198748	199.267418164934	194.793970727191	19.1133863282352
"chrX-1561"	"chrX_M"	156000001	156040895	"."	40895	27.9883434147346	NA	NA	NA	20.5349040521707	34.3430070416003	NA	27.2382914690882	18.7627435654713	20.1662237885203	22.8931823458096	24.5609565253421	5.57564845526154
"chrX-02"	"chrX_F"	1	1000000	"."	1000000	NA	610.3960586101	652.949426339995	606.266271609972	NA	NA	419.860640595551	NA	NA	NA	NA	572.368099288905	103.838154521452
"chrX-159"	"chrX_F"	1000001	2000000	"."	1000000	NA	584.944915530244	752.17955957728	674.135902900823	NA	NA	579.618934658638	NA	NA	NA	NA	647.719828166746	82.0326476549435
"chrX-212"	"chrX_F"	2000001	3000000	"."	1000000	NA	464.591205033977	549.931883437165	490.378205532314	NA	NA	429.763014194502	NA	NA	NA	NA	483.66607704949	50.6807020884535
"chrX-312"	"chrX_F"	3000001	4000000	"."	1000000	NA	358.90425495661	382.149635253512	368.320172973669	NA	NA	343.282284763658	NA	NA	NA	NA	363.164086986862	16.3347124682093
"chrX-412"	"chrX_F"	4000001	5000000	"."	1000000	NA	189.805134832823	176.114549447852	217.29012389561	NA	NA	193.646417046166	NA	NA	NA	NA	194.214056305613	17.1255933891774
"chrX-512"	"chrX_F"	5000001	6000000	"."	1000000	NA	201.883643413093	212.473682237087	195.024592681615	NA	NA	214.331375230643	NA	NA	NA	NA	205.928323390609	9.105012944348
"chrX-612"	"chrX_F"	6000001	7000000	"."	1000000	NA	226.903411186511	177.250772347516	257.260776315913	NA	NA	190.345625846515	NA	NA	NA	NA	212.940146424114	36.2561938567812
"chrX-712"	"chrX_F"	7000001	8000000	"."	1000000	NA	266.15856407239	218.912278668513	242.506508643989	NA	NA	199.80789395218	NA	NA	NA	NA	231.846311334268	28.7791584541927
"chrX-812"	"chrX_F"	8000001	9000000	"."	1000000	NA	236.82504323459	193.157892942806	214.875789185658	NA	NA	209.710267551132	NA	NA	NA	NA	213.642248228547	18.0188132341831
"chrX-912"	"chrX_F"	9000001	10000000	"."	1000000	NA	460.708827276033	431.3859609056	485.281276700195	NA	NA	340.641651803937	NA	NA	NA	NA	429.504429171441	63.2057606669119
"chrX-1012"	"chrX_F"	10000001	11000000	"."	1000000	NA	277.374322039784	253.756447591529	289.451905781929	NA	NA	253.940869626449	NA	NA	NA	NA	268.630886259923	17.7670860259812
"chrX-1112"	"chrX_F"	11000001	12000000	"."	1000000	NA	225.609285267196	184.068109745497	195.292852093832	NA	NA	204.649054378334	NA	NA	NA	NA	202.404825371215	17.6096453374965
"chrX-1212"	"chrX_F"	12000001	13000000	"."	1000000	NA	226.040660573634	188.234260377597	215.144048597875	NA	NA	213.891269737356	NA	NA	NA	NA	210.827559821616	16.0199251773277
"chrX-1312"	"chrX_F"	13000001	14000000	"."	1000000	NA	287.295954087863	242.015477628339	309.571361698189	NA	NA	265.823717945191	NA	NA	NA	NA	276.176627839896	28.9425557080423
"chrX-1412"	"chrX_F"	14000001	15000000	"."	1000000	NA	160.040238688585	172.327139782307	165.24779792555	NA	NA	187.484940140152	NA	NA	NA	NA	171.275029134148	11.9221947648933
"chrX-1510"	"chrX_F"	15000001	16000000	"."	1000000	NA	235.099542008837	240.879254728676	241.701730407339	NA	NA	250.640078426799	NA	NA	NA	NA	242.080151392913	6.4183750134282
"chrX-162"	"chrX_F"	16000001	17000000	"."	1000000	NA	323.100104522237	353.744062761923	314.131771705875	NA	NA	308.293898047362	NA	NA	NA	NA	324.817459259349	20.223004154551
"chrX-172"	"chrX_F"	17000001	18000000	"."	1000000	NA	291.609707152246	221.184724467841	319.496959950211	NA	NA	226.874381789315	NA	NA	NA	NA	264.791443339903	48.4807945098788
"chrX-182"	"chrX_F"	18000001	19000000	"."	1000000	NA	370.120012924004	410.176466778547	360.272390607165	NA	NA	367.928192387715	NA	NA	NA	NA	377.124265674358	22.4355448013204
"chrX-192"	"chrX_F"	19000001	20000000	"."	1000000	NA	432.669432357548	364.727550792004	408.559084806189	NA	NA	343.722390256945	NA	NA	NA	NA	387.419614553171	40.4919760892745
"chrX-202"	"chrX_F"	20000001	21000000	"."	1000000	NA	223.021033428567	208.307531604987	240.092173934038	NA	NA	229.294962002392	NA	NA	NA	NA	225.178925242496	13.2746269940941
"chrX-213"	"chrX_F"	21000001	22000000	"."	1000000	NA	192.82476197789	183.310627812388	181.343362658558	NA	NA	235.67649165505	NA	NA	NA	NA	198.288811025972	25.4243235739198
"chrX-222"	"chrX_F"	22000001	23000000	"."	1000000	NA	203.177769332408	195.051597775579	225.069646849897	NA	NA	227.094434535958	NA	NA	NA	NA	212.59836212346	15.9405726134201
"chrX-232"	"chrX_F"	23000001	24000000	"."	1000000	NA	345.962995763463	382.149635253512	321.911294660162	NA	NA	342.402073777084	NA	NA	NA	NA	348.106499863555	25.0483461172584
"chrX-242"	"chrX_F"	24000001	25000000	"."	1000000	NA	374.433765988387	401.465424547793	357.858055897214	NA	NA	354.50497484247	NA	NA	NA	NA	372.065555318966	21.4490695908351
"chrX-252"	"chrX_F"	25000001	26000000	"."	1000000	NA	214.82490260624	171.569657849198	182.952919131859	NA	NA	219.172535656797	NA	NA	NA	NA	197.130003811024	23.4755452136423
"chrX-262"	"chrX_F"	26000001	27000000	"."	1000000	NA	155.295110317764	161.722392718781	132.251890222883	NA	NA	208.830056564559	NA	NA	NA	NA	164.524862455997	32.1327305765625
"chrX-272"	"chrX_F"	27000001	28000000	"."	1000000	NA	165.648117672282	192.400411009697	154.785680849095	NA	NA	210.810531284349	NA	NA	NA	NA	180.911185203855	25.4393161197567
"chrX-282"	"chrX_F"	28000001	29000000	"."	1000000	NA	139.334223979549	181.038182013061	149.957011429192	NA	NA	198.927682965607	NA	NA	NA	NA	167.314275096852	27.5191511537969
"chrX-292"	"chrX_F"	29000001	30000000	"."	1000000	NA	155.726485624202	222.320947367504	163.906500864466	NA	NA	194.966733526026	NA	NA	NA	NA	184.23016684555	30.5051507505147
"chrX-302"	"chrX_F"	30000001	31000000	"."	1000000	NA	232.511290170208	270.799791086483	253.236885132661	NA	NA	260.322399279107	NA	NA	NA	NA	254.217591417115	16.1695529060482
"chrX-313"	"chrX_F"	31000001	32000000	"."	1000000	NA	188.511008913508	206.792567738769	172.75906146762	NA	NA	192.986258806236	NA	NA	NA	NA	190.262224231533	14.0249787006551
"chrX-322"	"chrX_F"	32000001	33000000	"."	1000000	NA	119.059584576952	124.605777996438	138.153597291653	NA	NA	173.841669848263	NA	NA	NA	NA	138.915157428326	24.6268373706661
"chrX-332"	"chrX_F"	33000001	34000000	"."	1000000	NA	160.040238688585	174.978326548189	138.42185670387	NA	NA	196.947208245817	NA	NA	NA	NA	167.596907546615	24.6590911803135
"chrX-342"	"chrX_F"	34000001	35000000	"."	1000000	NA	155.726485624202	142.4066034245	132.251890222883	NA	NA	175.382039074766	NA	NA	NA	NA	151.441754586588	18.6313444877064
"chrX-352"	"chrX_F"	35000001	36000000	"."	1000000	NA	173.844248494608	189.370483277261	170.612986169886	NA	NA	210.370425791062	NA	NA	NA	NA	186.049535933204	18.1639797841241
"chrX-362"	"chrX_F"	36000001	37000000	"."	1000000	NA	163.49124114009	147.708976956263	150.761789665843	NA	NA	183.083885207284	NA	NA	NA	NA	161.26147324237	16.073819704064
"chrX-372"	"chrX_F"	37000001	38000000	"."	1000000	NA	182.040379316934	163.994838518108	158.004793795696	NA	NA	165.699718222458	NA	NA	NA	NA	167.434932463299	10.2809177265123
"chrX-382"	"chrX_F"	38000001	39000000	"."	1000000	NA	206.197396477476	210.201236437759	233.922207453051	NA	NA	199.367788458894	NA	NA	NA	NA	212.422157206795	15.0149796225563
"chrX-392"	"chrX_F"	39000001	40000000	"."	1000000	NA	458.120575437404	323.444785437561	484.208239051327	NA	NA	268.024245411625	NA	NA	NA	NA	383.449461334479	104.325848776317
"chrX-402"	"chrX_F"	40000001	41000000	"."	1000000	NA	480.552091372192	541.220841206411	476.965234921474	NA	NA	392.133994518486	NA	NA	NA	NA	472.718040504641	61.2803208893223
"chrX-413"	"chrX_F"	41000001	42000000	"."	1000000	NA	365.806259859622	461.306497263407	342.835528813073	NA	NA	398.735576917787	NA	NA	NA	NA	392.170965713472	51.4842982272887
"chrX-422"	"chrX_F"	42000001	43000000	"."	1000000	NA	187.648258300631	143.542826324164	189.122885612845	NA	NA	205.529265364908	NA	NA	NA	NA	181.460808900637	26.5459095961663
"chrX-432"	"chrX_F"	43000001	44000000	"."	1000000	NA	219.138655670623	201.490194207005	211.924935651274	NA	NA	219.39258840344	NA	NA	NA	NA	212.986593483085	8.40989404899246
"chrX-442"	"chrX_F"	44000001	45000000	"."	1000000	NA	362.355257408116	457.140346631307	337.470340568737	NA	NA	426.022117501565	NA	NA	NA	NA	395.747015527431	55.3681715371884
"chrX-452"	"chrX_F"	45000001	46000000	"."	1000000	NA	268.746815911019	231.031989598258	244.11606511729	NA	NA	246.679128987218	NA	NA	NA	NA	247.643499903446	15.6489086794097
"chrX-462"	"chrX_F"	46000001	47000000	"."	1000000	NA	327.845232893057	331.777086701761	300.718801095035	NA	NA	329.418961725126	NA	NA	NA	NA	322.440020603745	14.570679683672
"chrX-472"	"chrX_F"	47000001	48000000	"."	1000000	NA	454.669572985898	500.695557785077	476.965234921474	NA	NA	420.520798835481	NA	NA	NA	NA	463.212791131982	34.1061103454578
"chrX-482"	"chrX_F"	48000001	49000000	"."	1000000	NA	575.454658788603	616.211552584206	618.606204571945	NA	NA	471.573036056743	NA	NA	NA	NA	570.461363000374	68.835165008997
"chrX-492"	"chrX_F"	49000001	50000000	"."	1000000	NA	471.924585243427	450.323009233326	455.50448194413	NA	NA	366.387823161212	NA	NA	NA	NA	436.034974895524	47.3356789521412
"chrX-502"	"chrX_F"	50000001	51000000	"."	1000000	NA	248.472176508422	189.370483277261	242.506508643989	NA	NA	204.869107124978	NA	NA	NA	NA	221.304568888662	28.7373820449463
"chrX-513"	"chrX_F"	51000001	52000000	"."	1000000	NA	278.668447959099	232.925694431031	233.922207453051	NA	NA	309.834267273866	NA	NA	NA	NA	263.837654279262	37.354714421876
"chrX-522"	"chrX_F"	52000001	53000000	"."	1000000	NA	382.629896810713	379.119707521076	390.85396359988	NA	NA	358.906029775337	NA	NA	NA	NA	377.877399426752	13.5699870421913
"chrX-532"	"chrX_F"	53000001	54000000	"."	1000000	NA	475.806963001371	503.725485517514	443.432808394374	NA	NA	387.952992332262	NA	NA	NA	NA	452.72956231138	49.7178179257873
"chrX-542"	"chrX_F"	54000001	55000000	"."	1000000	NA	376.590642520578	444.641894735008	399.170005378601	NA	NA	440.765651526671	NA	NA	NA	NA	415.292048540215	33.0052370812641
"chrX-552"	"chrX_F"	55000001	56000000	"."	1000000	NA	264.433062846637	215.124869002968	250.82255042271	NA	NA	328.318697991909	NA	NA	NA	NA	264.674795066056	47.2499900127603
"chrX-562"	"chrX_F"	56000001	57000000	"."	1000000	NA	323.962855135113	243.151700528003	238.21435804852	NA	NA	422.061168061984	NA	NA	NA	NA	306.847520443405	86.2840034116123
"chrX-572"	"chrX_F"	57000001	58000000	"."	1000000	NA	198.001265655149	193.53663390936	201.194559162601	NA	NA	334.480174897923	NA	NA	NA	NA	231.803158406258	68.5233559061375
"chrX-582"	"chrX_F"	58000001	59000000	"."	1000000	NA	262.707561620884	213.988646103305	224.264868613246	NA	NA	859.966133882292	NA	NA	NA	NA	390.231802554932	313.857423793779
"chrX-592"	"chrX_F"	59000001	60000000	"."	1000000	NA	138.471473366673	109.456139334257	93.8907942758807	NA	NA	467.832139363805	NA	NA	NA	NA	202.412636585154	177.908108723159
"chrX-602"	"chrX_F"	60000001	61000000	"."	1000000	NA	161.334364607899	92.7915368058578	94.1590536880975	NA	NA	491.59783600129	NA	NA	NA	NA	209.970697775786	190.457896100437
"chrX-613"	"chrX_F"	61000001	62000000	"."	1000000	NA	145.804853576123	104.532506769048	93.3542754514471	NA	NA	493.57831072108	NA	NA	NA	NA	209.317486629424	190.844988600415
"chrX-622"	"chrX_F"	62000001	63000000	"."	1000000	NA	260.119309782255	215.882350936077	188.586366788412	NA	NA	1327.7982732461	NA	NA	NA	NA	498.09657518821	553.919225183648
"chrX-632"	"chrX_F"	63000001	64000000	"."	1000000	NA	214.82490260624	188.613001344152	222.387052727729	NA	NA	280.347199223654	NA	NA	NA	NA	226.543038975444	38.6788588093667
"chrX-642"	"chrX_F"	64000001	65000000	"."	1000000	NA	216.550403831993	179.144477180289	231.5078727431	NA	NA	325.898117778832	NA	NA	NA	NA	238.275217883553	62.4285767577626
"chrX-652"	"chrX_F"	65000001	66000000	"."	1000000	NA	325.256981054428	276.102164618246	292.402759316314	NA	NA	383.992042892681	NA	NA	NA	NA	319.438486970417	47.6444605398944
"chrX-662"	"chrX_F"	66000001	67000000	"."	1000000	NA	181.177628704058	170.433434949535	186.172032078461	NA	NA	261.422663012324	NA	NA	NA	NA	199.801439686094	41.6023314797673
"chrX-672"	"chrX_F"	67000001	68000000	"."	1000000	NA	180.74625339762	134.83178409341	177.587730887523	NA	NA	280.127146477011	NA	NA	NA	NA	193.323228713891	61.5411933390067
"chrX-682"	"chrX_F"	68000001	69000000	"."	1000000	NA	374.865141294825	376.08977978864	410.16864127949	NA	NA	357.14560780219	NA	NA	NA	NA	379.567292541286	22.1613613633128
"chrX-692"	"chrX_F"	69000001	70000000	"."	1000000	NA	402.473160906872	310.946333541262	382.806181233376	NA	NA	331.399436444916	NA	NA	NA	NA	356.906278031607	42.8565874598575
"chrX-702"	"chrX_F"	70000001	71000000	"."	1000000	NA	371.845514149757	346.926725363942	343.10378822529	NA	NA	403.796790090585	NA	NA	NA	NA	366.418204457393	27.9886531528337
"chrX-713"	"chrX_F"	71000001	72000000	"."	1000000	NA	524.120997322453	583.261088493963	523.642372647197	NA	NA	462.770926191008	NA	NA	NA	NA	523.448846163656	49.1928299127239
"chrX-722"	"chrX_F"	72000001	73000000	"."	1000000	NA	379.610269665645	356.773990494359	369.124951210319	NA	NA	320.396799112747	NA	NA	NA	NA	356.476502620768	25.8004388442703
"chrX-732"	"chrX_F"	73000001	74000000	"."	1000000	NA	273.923319588278	242.015477628339	231.776132155317	NA	NA	363.307084708205	NA	NA	NA	NA	277.755503520035	59.7918910871046
"chrX-742"	"chrX_F"	74000001	75000000	"."	1000000	NA	302.394089813202	299.584104544626	313.595252881441	NA	NA	330.959330951629	NA	NA	NA	NA	311.633194547725	14.2348263940412
"chrX-752"	"chrX_F"	75000001	76000000	"."	1000000	NA	247.178050589108	168.539730116762	220.777496254428	NA	NA	371.889141827296	NA	NA	NA	NA	252.096104696898	86.2884348544284
"chrX-762"	"chrX_F"	76000001	77000000	"."	1000000	NA	232.07991486377	211.337459337423	211.924935651274	NA	NA	365.287559427995	NA	NA	NA	NA	255.157467320115	74.0505581999354
"chrX-772"	"chrX_F"	77000001	78000000	"."	1000000	NA	266.15856407239	326.474713169997	291.597981079664	NA	NA	411.938741716389	NA	NA	NA	NA	324.04250000961	63.5999523459308
"chrX-782"	"chrX_F"	78000001	79000000	"."	1000000	NA	176.863875639676	178.38699524718	200.389780925951	NA	NA	315.99574417988	NA	NA	NA	NA	217.909098998172	66.2687043135017
"chrX-792"	"chrX_F"	79000001	80000000	"."	1000000	NA	160.902989301461	144.300308257273	139.763153764954	NA	NA	252.840605893233	NA	NA	NA	NA	174.45176430423	53.0433464022227
"chrX-802"	"chrX_F"	80000001	81000000	"."	1000000	NA	177.726626252552	206.03508580566	171.686023818753	NA	NA	287.168834369598	NA	NA	NA	NA	210.654142561641	53.1619204457062
"chrX-813"	"chrX_F"	81000001	82000000	"."	1000000	NA	155.726485624202	170.812175916089	146.737898482591	NA	NA	262.742979492184	NA	NA	NA	NA	184.004884878767	53.4235630054091
"chrX-822"	"chrX_F"	82000001	83000000	"."	1000000	NA	144.510727656808	144.679049223827	129.837555512932	NA	NA	193.646417046166	NA	NA	NA	NA	153.168437359933	27.8676786227752
"chrX-832"	"chrX_F"	83000001	84000000	"."	1000000	NA	157.451986849955	148.466458889372	155.590459085745	NA	NA	246.239023493932	NA	NA	NA	NA	176.936982079751	46.3633573631356
"chrX-842"	"chrX_F"	84000001	85000000	"."	1000000	NA	151.844107866258	140.134157625173	140.836191413821	NA	NA	211.910795017566	NA	NA	NA	NA	161.181312980704	34.2421303231785
"chrX-852"	"chrX_F"	85000001	86000000	"."	1000000	NA	143.216601737493	161.343651752226	161.223906742298	NA	NA	255.701291599596	NA	NA	NA	NA	180.371362957904	50.937063466476
"chrX-862"	"chrX_F"	86000001	87000000	"."	1000000	NA	144.510727656808	152.632609521472	139.494894352737	NA	NA	207.069634591412	NA	NA	NA	NA	160.926966530607	31.2344296707102
"chrX-872"	"chrX_F"	87000001	88000000	"."	1000000	NA	146.667604188999	149.602681789036	127.154961390764	NA	NA	205.309212618265	NA	NA	NA	NA	157.183614996766	33.5948915532544
"chrX-882"	"chrX_F"	88000001	89000000	"."	1000000	NA	131.138093157223	162.858615618444	109.449840184455	NA	NA	211.690742270922	NA	NA	NA	NA	153.784322807761	44.399302817044
"chrX-892"	"chrX_F"	89000001	90000000	"."	1000000	NA	112.157579673941	124.984518962992	131.178852574016	NA	NA	169.000509422108	NA	NA	NA	NA	134.330365158264	24.4330936237716
"chrX-902"	"chrX_F"	90000001	91000000	"."	1000000	NA	119.922335189829	124.227037029883	111.327656069973	NA	NA	170.540878648612	NA	NA	NA	NA	131.504476734574	26.570986043325
"chrX-913"	"chrX_F"	91000001	92000000	"."	1000000	NA	141.922475818179	147.708976956263	138.153597291653	NA	NA	227.094434535958	NA	NA	NA	NA	163.719871150513	42.4320822786076
"chrX-922"	"chrX_F"	92000001	93000000	"."	1000000	NA	119.922335189829	161.722392718781	129.569296100715	NA	NA	186.604729153578	NA	NA	NA	NA	149.454688290726	30.5407422430666
"chrX-932"	"chrX_F"	93000001	94000000	"."	1000000	NA	138.471473366673	132.938079260637	127.691480215198	NA	NA	205.749318111551	NA	NA	NA	NA	151.212587738515	36.6232672602592
"chrX-942"	"chrX_F"	94000001	95000000	"."	1000000	NA	138.471473366673	152.632609521472	138.153597291653	NA	NA	197.16726099246	NA	NA	NA	NA	156.606235293064	27.8708685841072
"chrX-952"	"chrX_F"	95000001	96000000	"."	1000000	NA	124.667463560649	119.303404464674	114.815028428791	NA	NA	184.624254433788	NA	NA	NA	NA	135.852537721976	32.762971191272
"chrX-962"	"chrX_F"	96000001	97000000	"."	1000000	NA	208.785648316105	203.762640006333	176.782952650872	NA	NA	282.767779436731	NA	NA	NA	NA	218.02475510251	45.3920495631435
"chrX-972"	"chrX_F"	97000001	98000000	"."	1000000	NA	197.569890348711	274.965941718583	198.78022445265	NA	NA	277.926619010577	NA	NA	NA	NA	237.31066888263	45.208773498071
"chrX-982"	"chrX_F"	98000001	99000000	"."	1000000	NA	145.804853576123	127.635705728874	125.81366432968	NA	NA	189.905520353229	NA	NA	NA	NA	147.289935996976	29.8094644477259
"chrX-992"	"chrX_F"	99000001	100000000	"."	1000000	NA	115.177206819008	114.001030932911	127.423220802981	NA	NA	180.22319950092	NA	NA	NA	NA	134.206164513955	31.2725891069786
"chrX-1002"	"chrX_F"	100000001	101000000	"."	1000000	NA	267.021314685266	243.909182461112	276.307194583306	NA	NA	266.923981678408	NA	NA	NA	NA	263.540418352023	13.807499628954
