""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML11_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML12_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML13_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.AML14_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy1_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy2_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.healthy3_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.Kontrolle.karyotype_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.new.pon.marburg.WholeGenomeHealthy_S7_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.62720_S6_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63120_S8_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63220_S9_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63320_S1_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63420_S1_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63520_S2_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63620_S3_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63720_S4_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.63820_S5_L001.bam"	"X.media.vera.big_data.mr_genoms.marburg.gesund.september.64820_S7_L001.bam"	"mean"	"sd"
"chr16-73"	"chr16"	73000001	74000000	"."	1000000	343.747543927901	307.848290060988	331.609094572215	399.760809782147	350.637431608675	347.664919575338	367.745800880111	370.526955836037	282.119189329304	338.363196943972	351.929340290267	339.709896366936	355.374326861033	317.786620900364	361.748967514878	340.341478499469	348.800315372331	341.51286701532	354.449100105243	344.825060286449	24.8412018441954
"chr16-74"	"chr16"	74000001	75000000	"."	1000000	372.95377916378	388.982138469585	310.40153619841	349.790708559379	363.43291174978	346.630642296533	316.096109745264	357.331551425922	326.32589990797	346.40749285943	400.60041926658	356.587660774172	333.392409735608	369.336577208633	318.506896464928	388.014779233102	355.597132855229	362.23508195636	363.615887176931	354.012611318295	25.0930568353874
"chr16-75"	"chr16"	75000001	76000000	"."	1000000	343.583463954665	349.853757676787	344.622823574322	303.151947418128	336.397300483896	355.200368320914	361.961035473008	333.843731575917	339.989792268648	349.424103827727	354.068728377138	343.300910070603	321.943494566116	315.900646889086	306.566921622778	327.849544082634	333.044056661978	346.62614083194	321.274061179137	336.242254150285	16.4954931950051
"chr16-76"	"chr16"	76000001	77000000	"."	1000000	326.847306684667	345.825836124587	334.983024313502	318.142977784959	314.005210236962	315.602323932393	326.012850443154	317.745338195576	308.643215676503	330.318901028513	327.861224312969	324.268537441166	342.093585264422	317.157962896605	323.992830851862	334.477917446669	311.417819216395	332.901037429433	287.66250858295	323.155810940173	13.2751357753677
"chr16-77"	"chr16"	77000001	78000000	"."	1000000	352.1156225629	337.194575655587	345.104813537363	341.462358355584	356.209656831414	348.994704648086	342.127554077227	356.539827161315	313.867645108527	343.139497643775	330.535459421558	331.091463478134	352.168630613575	348.276534082694	330.446871307079	315.102672228722	363.629735335017	318.099455328691	387.18762536127	342.804984354659	17.8094818181439
"chr16-78"	"chr16"	78000001	79000000	"."	1000000	358.678821492311	360.211270239587	324.861235089641	308.148957540405	348.367265777188	339.686209138845	347.499121955251	352.053389661876	320.297712101788	329.816132533797	350.859646246831	369.515310107375	369.570981671203	336.646361013145	321.411214669776	328.869293830947	364.865520331907	324.020088168988	344.409285693395	342.094095645487	18.1331061752917
"chr16-79"	"chr16"	79000001	80000000	"."	1000000	363.437140716134	340.647079843187	327.753174867887	326.471327988753	354.249059067858	342.641287078286	349.151912071566	334.107639664119	338.382275520333	341.128423664911	371.718680093823	355.151255292705	319.653711532217	340.418309035701	314.311770169038	351.558725730912	383.402295285264	334.784875151346	358.814236806047	344.62016734632	17.5083123934663
"chr16-80"	"chr16"	80000001	81000000	"."	1000000	349.162183044665	341.797914572387	373.060231393741	333.134008151789	356.416035543367	332.150760393268	323.533665268682	337.274536722547	332.354087714151	325.54260032871	366.102786365787	346.173721033537	359.49593632205	325.644845947356	340.127931989903	346.714914426425	338.605089147985	315.67737825766	318.218465488575	340.062478532241	15.8518765574109
"chr16-81"	"chr16"	81000001	82000000	"."	1000000	359.663301331722	352.155427135187	357.154562613388	334.799678192548	359.821284290597	351.654274793584	379.315331694316	364.193161719182	313.867645108527	327.050905812859	330.00061239984	396.44791288488	361.327762749168	337.275019016905	323.670128829102	355.127849850008	370.735499067137	319.445053701485	387.62413903135	351.648923695883	23.1746574405473
"chr16-82"	"chr16"	82000001	83000000	"."	1000000	356.381701867017	357.909600781187	378.362120987193	376.441429211522	352.701218728208	368.202711254459	339.235171373675	358.387183778731	351.242409506854	343.642266138492	334.546812084441	355.869458033439	337.056062589845	327.530819958634	335.610103671252	334.732854883747	368.881821571801	336.668712873259	348.774422394199	350.640888509892	15.0691616558668
"chr16-83"	"chr16"	83000001	84000000	"."	1000000	358.186581572605	364.814609156386	346.550783426486	306.483287499646	344.033312826169	348.55144295717	349.151912071566	342.816606574795	317.886436979315	345.653340117356	350.859646246831	342.582707329869	345.757238118659	372.794196229309	341.096038058186	366.854971955607	339.840874144875	327.518643938254	355.758641115485	345.641645806241	15.9336509829895
"chr16-84"	"chr16"	84000001	85000000	"."	1000000	363.765300662604	346.401253489187	335.465014276543	329.802668070271	377.673042874558	369.975758018124	401.62799826457	379.763738923118	294.979323315825	345.904724364714	375.195185734988	369.156208737008	380.561940233915	325.959174949236	325.283638942906	333.968042572513	364.865520331907	311.909702813835	329.567820910664	350.622424078236	27.9339281113079
"chr16-85"	"chr16"	85000001	86000000	"."	1000000	366.390580234369	352.730844499787	334.501034350461	354.787718681655	372.823143143655	353.575075454221	402.867590851807	344.400055104009	304.624423805716	329.564748286439	358.080081040021	377.056438885076	340.261758837303	383.795711295098	341.741442103707	310.258860924235	384.638080282154	307.065548671773	354.012586435163	351.219774888771	26.9657078234977
"chr16-86"	"chr16"	86000001	87000000	"."	1000000	383.618977424072	345.250418759987	353.780632872101	323.139987907236	382.213374537531	350.915505308724	360.308245356693	380.555463187725	366.915697802927	333.586896244169	351.12706975769	394.652406033047	349.420890972897	357.392075137205	310.762047918669	327.339669208478	354.670294107561	331.824558731198	346.155340373717	352.822607981138	22.1626213052074
"chr16-87"	"chr16"	87000001	88000000	"."	1000000	368.523619886427	330.864984644988	334.501034350461	336.465348233307	367.457296632869	352.540798175417	343.780344193542	370.526955836037	372.140127234951	356.211478506395	366.370209876646	391.061392329379	332.476496522049	346.390560071416	318.506896464928	319.946483533209	385.873865279045	325.365686541783	357.941209465886	351.418146725196	21.7568453529927
"chr16-88"	"chr16"	88000001	89000000	"."	1000000	380.665537905837	316.479550529988	316.185415754902	406.423489945183	374.886930263189	354.16609104211	381.38131933971	358.651091866933	367.719456177084	360.987779206199	361.556586681186	306.672570293196	331.10262670171	364.621642180437	305.921517577256	313.573047606252	397.613822749504	336.3995931987	346.155340373717	351.640179441742	30.5408298443872
"chr16-89"	"chr16"	89000001	90000000	"."	1000000	372.789699190544	340.071662478587	302.689696789754	314.811637703441	361.162745918293	346.335134502589	361.961035473008	370.526955836037	356.868718125957	314.733077692313	343.639211453642	341.864504589136	338.887889016964	359.592378150362	318.829598487689	317.142171725348	369.499714070246	324.558327518106	321.274061179137	340.90727473164	22.0391250395458
"chr16-90"	"chr16"	90000001	90338345	"."	338345	79.9069469655788	86.8880220545968	94.9520227190789	86.6148421194652	87.1950058002737	74.7634718678797	68.5907898270768	83.9227720483332	92.4322130281195	91.5038660383401	91.7262642245908	79.3614028510494	88.8435817152582	77.6392634642828	78.0938895081182	94.0719142818757	98.8627997512365	88.8094926044568	95.5964937475965	86.3039502430109	8.06698746905277
"chr17-0"	"chr17"	1	1000000	"."	1000000	335.543545266137	304.395785873389	276.66223878554	298.154937295851	332.476104956783	290.336407550165	320.64128256513	354.692470543899	356.064959751799	346.40749285943	301.921143759659	321.036625107865	304.999100115268	319.672594911642	319.797704555972	310.003923487157	345.09296038166	261.853443345868	337.42506697211	317.746199372912	25.7648280022798
"chr17-1"	"chr17"	1000001	2000000	"."	1000000	375.414978762309	308.999124790188	330.163124683092	344.793698437102	362.81377561392	341.902517593426	385.513294630498	362.87362127817	355.663080564721	357.719783990544	370.648986050387	349.405633366837	344.8413249051	313.071685872169	303.985305440692	321.2211707186	357.141864101342	317.022976630455	344.845799363476	344.633776147001	23.4242236348118
"chr17-2"	"chr17"	2000001	3000000	"."	1000000	354.740902134664	319.932054717588	320.04133545923	289.826587092057	363.948858529663	340.720486417649	342.953949135384	341.760974221986	307.839457302346	331.324438017946	346.848293583948	340.068997737302	309.120709576285	326.587832952995	321.411214669776	310.513798361313	351.580831615335	333.70839645311	331.750389261065	330.772605644192	18.6346456501727
"chr17-3"	"chr17"	3000001	4000000	"."	1000000	361.796340983781	338.920827749387	319.077355533148	378.107099252281	350.327863540745	339.833963035817	381.38131933971	333.315915399512	338.382275520333	355.708710011679	339.093011769041	355.869458033439	333.850366342388	325.959174949236	357.553841218988	301.845925500653	344.784014132437	357.929167163417	333.059930271306	344.5682399867	19.3316254725207
"chr17-4"	"chr17"	4000001	5000000	"."	1000000	361.14002109084	338.345410384787	331.127104609174	333.134008151789	369.830651820332	362.292555375575	400.388405677334	344.136147015807	258.408317291656	362.998853185064	343.639211453642	347.610126515004	335.682192769506	334.446057999987	310.762047918669	325.810044586008	366.719197827243	320.521532399721	323.893143199619	340.572896277461	29.1887846086746
"chr17-5"	"chr17"	5000001	6000000	"."	1000000	384.111217343778	344.099584030787	366.312371911167	336.465348233307	364.98075208943	344.709841635896	353.697084891432	348.094768338841	311.858249173134	352.94348329074	352.999034333702	320.677523737498	353.084543827134	325.016187943597	316.247982305603	313.318110169174	334.588787908091	357.660047488858	319.091492828735	342.102969025311	20.3233858289116
"chr17-6"	"chr17"	6000001	7000000	"."	1000000	371.805219351133	372.295034896186	349.442723204732	348.12503851862	362.710586257943	349.290212442031	368.572195938268	357.06764333772	325.522141533812	366.769616895435	354.603575398855	363.769688181507	357.206153288151	345.133244063897	353.681416945858	322.240920466913	399.776446494062	333.439276778551	346.155340373717	355.137182861442	17.8722790407838
"chr17-7"	"chr17"	7000001	8000000	"."	1000000	366.882820154074	325.686228363588	362.93844216988	278.166896806744	366.528592429079	346.482888399561	337.995578786439	356.539827161315	251.978250298395	366.266848400719	338.558164747324	350.123836107571	325.149190813574	306.785105834575	282.364269915717	311.02367323547	342.312444138656	320.252412725162	352.703045424922	330.986237679619	32.7796104220758
"chr17-8"	"chr17"	8000001	9000000	"."	1000000	368.851779832898	334.892906197187	388.965900174095	271.504216643708	360.33723107048	346.482888399561	354.110282420511	334.635455840523	311.456369986055	370.03761211109	362.89370423548	338.273490885469	346.673151332219	338.218006022544	298.499371053758	319.181671221974	350.96293911689	325.096566867224	363.17937350685	341.276469311501	27.8163452081461
"chr17-9"	"chr17"	9000001	10000000	"."	1000000	366.882820154074	341.222497207787	300.279746974549	309.814627581164	344.342880894099	343.084548769203	362.787430531165	326.454305106252	325.120262346733	355.205941516963	355.94069295315	367.360701885174	337.514019196625	330.988438979311	337.546315807817	316.377359414113	350.653992867667	315.946497932219	390.243221051832	340.935068482626	22.670085157506
"chr17-10"	"chr17"	10000001	11000000	"."	1000000	373.117859137015	375.172121719186	326.307204978764	336.465348233307	373.339089923539	349.733474132947	359.068652769456	339.91361760457	378.97207341529	376.322218295042	369.044444985234	339.709896366936	378.730113806796	357.392075137205	342.386846149229	327.0847317714	371.971284064027	338.821670269731	385.005057010868	357.818830514239	19.4033411407529
"chr17-11"	"chr17"	11000001	12000000	"."	1000000	366.226500261133	344.675001395387	357.636552576429	324.805657947994	354.145869711881	352.245290381473	352.044294775117	359.44281613154	310.652611611897	349.424103827727	355.94069295315	346.532822403904	369.113025064423	331.93142598495	327.542553102231	352.068600605069	355.906079104451	339.090789944289	319.091492828735	345.711377926936	16.0836981989463
"chr17-12"	"chr17"	12000001	13000000	"."	1000000	329.964826176138	327.987897821988	354.262622835142	326.471327988753	338.254708891476	330.082205835658	299.981406111191	332.524191134905	311.858249173134	345.904724364714	319.838518987203	352.278444329771	349.878847579676	342.932941050739	318.829598487689	334.477917446669	332.426164163533	315.408258583101	323.020115859458	330.862261411628	14.3819631886649
"chr17-13"	"chr17"	13000001	14000000	"."	1000000	334.559065426725	382.077130094386	329.681134720051	344.793698437102	331.65059010897	330.082205835658	312.377331983555	315.89798157816	299.80187356077	329.816132533797	351.394493268549	355.510356663072	345.757238118659	334.446057999987	341.096038058186	323.515607652304	325.938292929858	321.598011097957	327.385252560262	333.546236454106	17.9081029112282
"chr17-14"	"chr17"	14000001	15000000	"."	1000000	320.448187728492	340.071662478587	318.113375607066	344.793698437102	336.603679195849	352.540798175417	353.283887362354	331.468558782096	346.821738448988	349.172719580369	345.243752518795	373.465425181409	324.233277600014	363.364326172919	340.127931989903	327.0847317714	330.263540418974	373.807227962395	354.885613775324	343.462849115129	16.2843109605197
"chr17-15"	"chr17"	15000001	16000000	"."	1000000	356.709861813487	393.010060021785	323.415265200517	378.107099252281	363.329722393803	354.313844939082	327.252443030391	345.191779368616	326.727779095048	361.490547700915	346.580870073089	375.260932033243	368.197111850864	324.701858941717	320.443108601493	337.537166691608	329.336701671307	370.308672193129	375.838269939181	351.460689200608	22.2591982446314
"chr17-16"	"chr17"	16000001	17000000	"."	1000000	352.607862482605	353.306261864387	303.653676715836	361.450398844691	357.138361035204	357.859938466412	373.943763816292	335.163272016928	335.167242023703	359.47947372205	343.371787942783	369.156208737008	357.206153288151	384.424369298858	344.968462331316	321.2211707186	331.190379166642	307.87290769545	374.52872892894	348.61633784715	21.9949957224263
"chr17-17"	"chr17"	17000001	18000000	"."	1000000	374.922738842603	342.373331936987	326.307204978764	339.796688314825	368.901947616543	366.87292618171	390.058467450365	345.191779368616	298.998115186613	351.435177806592	356.208116464009	342.941808700236	331.10262670171	352.36281110713	305.598815554496	370.424096074703	377.532316550034	340.974627666202	324.76617053978	347.724724581153	24.0778005711734
"chr17-18"	"chr17"	18000001	19000000	"."	1000000	332.918265694373	325.110810998988	328.235164830928	379.77276929304	348.883212557071	342.789040975259	358.655455240378	340.441433780974	334.363483649545	343.642266138492	354.068728377138	330.014159367034	327.896930454252	327.530819958634	297.208562962714	353.34328779046	356.832917852119	316.753856955896	325.20268420986	338.08757110985	18.3394425770685
"chr17-19"	"chr17"	19000001	20000000	"."	1000000	379.18881814672	387.831303740385	308.955566309287	324.805657947994	363.845669173686	351.506520896612	340.88796148999	345.455687456818	292.166169006273	352.692099043382	338.558164747324	351.560241589038	329.72875688137	362.735668169159	311.40745196419	325.300169711852	363.320789085794	333.170157103992	376.274783609261	344.178507161744	25.3479442528503
"chr17-20"	"chr17"	20000001	21000000	"."	1000000	330.292986122608	341.797914572387	319.559345496189	343.128028396343	338.357898247453	355.495876114859	354.110282420511	369.471323483228	331.550329339994	339.620118180762	329.198341867263	367.360701885174	336.598105983066	333.503070994348	318.829598487689	346.205039552269	351.889777864557	339.359909618849	364.925428187172	342.697582990248	14.7904417705831
"chr17-21"	"chr17"	21000001	22000000	"."	1000000	434.647849100243	412.574250418185	360.528492354675	421.414520312013	394.59609725473	381.352808084975	416.089911782328	389.000522010198	356.868718125957	380.595750500129	391.24059638652	384.238466292411	445.13382178985	398.569174383444	403.377528451024	405.605462391502	444.882598880564	393.18384453064	384.132029670707	399.896444353689	24.8197730574319
"chr17-22"	"chr17"	22000001	23000000	"."	1000000	366.226500261133	357.334183416587	356.190582687306	376.441429211522	385.825001996714	365.690895005933	391.298060037601	376.332933776488	365.71006024169	351.435177806592	362.358857213763	337.914389515102	416.74051216951	427.487442556375	326.574447033949	388.779591544337	321.613045440741	403.141272489322	378.020838289582	371.32185372075	27.7080073996905
"chr17-23"	"chr17"	23000001	24000000	"."	1000000	234.142121806737	154.787271077394	163.876587433943	158.2386538721	203.592599341941	217.050474652006	168.171394335062	257.046477909046	147.087782470834	156.86377035144	217.950161349975	181.346192035203	179.518989857635	209.343115251872	136.180253605066	213.892509708655	158.180479601978	219.332534765552	243.138114234754	190.512604403221	35.9060681570294
"chr17-24"	"chr17"	24000001	25000000	"."	1000000	146.031176179395	56.3909017307979	59.2847654540442	93.277522282501	137.035464736998	134.308292347634	114.455715554821	160.456117627002	59.4781196876595	80.4429591545847	84.5058294314015	111.321424813689	104.414106345767	97.1276615808234	52.6004297100135	95.6015389043452	106.277509732579	110.339066569174	102.580712468882	100.312069174322	30.7081216647003
"chr17-25"	"chr17"	25000001	26000000	"."	1000000	248.745239424677	136.949332774795	162.43061754482	151.575973709064	218.142298534649	222.665122736946	207.425159597546	263.908088202306	163.162949953985	138.512720294301	185.057069514335	200.378564664641	220.277127861027	171.623635026309	112.945707966287	190.438265497456	197.41665325325	201.83975591922	175.04198170222	187.817698114623	38.8376979895078
"chr17-26"	"chr17"	26000001	27000000	"."	1000000	802.515149093729	744.014652427772	766.846031198246	781.199249115946	887.015703975329	924.791641148337	955.31268723013	883.036463124915	1252.65742612456	659.129496572879	855.48781123751	1159.5383249142	1034.98193132208	979.449169857106	691.227732753674	1016.435561631	1063.70193607346	1050.64320947818	1140.61021991995	928.873389326263	165.790483974816
"chr17-27"	"chr17"	27000001	28000000	"."	1000000	353.920502268488	341.222497207787	370.168291615495	271.504216643708	359.614905578644	371.453296987845	371.051381112741	363.929253630979	363.298785119217	350.178256569802	336.95362368217	351.919342959405	353.542500433914	351.419824101491	369.493816061138	327.339669208478	364.247627833462	317.292096305014	354.012586435163	349.60855125026	24.0317790079331
"chr17-28"	"chr17"	28000001	29000000	"."	1000000	367.37506007378	336.619158290987	309.919546235369	338.131018274066	349.502348692931	343.675564357091	370.638183583662	358.123275690529	345.616100887751	340.877039417553	345.511176029654	362.692384070407	350.336804186456	356.134759129686	344.968462331316	364.305597584825	349.418207870776	356.852688465181	356.195154785565	349.836448945136	13.7376234819016
"chr17-29"	"chr17"	29000001	30000000	"."	1000000	330.785226042314	363.663774427186	348.960733241691	276.501226765985	326.078364886231	347.960427369282	366.919405821953	339.91361760457	315.073282669764	344.396418880566	342.034670388489	349.046531996471	351.252717400015	330.359780975551	306.889623645539	331.673605638808	328.718809172861	361.696842607242	305.123055386164	335.107795522141	22.6208237423019
"chr17-30"	"chr17"	30000001	31000000	"."	1000000	332.261945801431	364.239191791786	364.384412059003	301.486277377369	336.810057907803	332.889529878128	338.821973844596	339.385801428165	285.736102013013	326.045368823426	339.093011769041	359.819573107473	354.000457040694	313.071685872169	327.219851079471	337.027291817452	340.767712892543	326.980404589136	304.686541716084	332.88037846362	20.9073707418349
"chr17-31"	"chr17"	31000001	32000000	"."	1000000	349.162183044665	344.675001395387	323.415265200517	376.441429211522	333.50799851655	328.75242076291	350.804702187881	326.982121282657	315.877041043921	341.128423664911	360.219469126892	346.532822403904	342.551541871201	310.242724855252	338.191719853338	354.617974975851	336.442465403427	332.901037429433	336.115525961869	339.397993062741	15.5966591500024
"chr17-32"	"chr17"	32000001	33000000	"."	1000000	355.56130200084	321.658306811388	349.924713167773	373.110089130004	332.476104956783	339.538455241872	353.283887362354	354.164654367494	306.633819741109	334.341048986243	354.336151887997	360.537775848206	316.44801528476	330.045451973672	328.833361193275	322.750795341069	340.149820394098	340.436388317084	358.377723135967	340.663571849578	17.297281959337
"chr17-33"	"chr17"	33000001	34000000	"."	1000000	376.235378628485	380.926295365186	348.960733241691	351.456378600138	359.821284290597	377.363452866728	364.440220647481	374.485577159072	328.335295843364	372.802838832029	353.53388135542	366.283397774074	373.69259113222	343.875928056378	328.510659170514	347.224789300582	395.142252755723	341.51286701532	353.139559095002	359.88123058579	18.1063066244162
"chr17-34"	"chr17"	34000001	35000000	"."	1000000	393.627855791424	344.099584030787	348.47874327865	358.119058763173	376.950717382722	381.796069775891	396.669627915625	372.902128629858	305.830061366952	362.496084690347	358.34750455088	342.582707329869	350.794760793236	356.134759129686	328.510659170514	320.711295844443	362.702896587349	345.280542459146	351.830018084761	355.677109240806	23.1068466187934
"chr17-35"	"chr17"	35000001	36000000	"."	1000000	364.093460609075	329.714149915788	309.919546235369	338.131018274066	347.644940285352	367.907203460514	344.606739251699	363.665345542777	334.765362836624	330.318901028513	357.277810507444	364.128789551874	332.018539915269	325.959174949236	316.570684328364	342.380977996095	345.09296038166	345.280542459146	362.74285983677	343.274684598191	16.993065906223
"chr17-36"	"chr17"	36000001	37000000	"."	1000000	404.949373944658	310.725376883988	333.537054424379	341.462358355584	400.065133121492	384.455639921389	369.398590996426	395.598224215256	296.58684006414	382.606824478994	339.627858790759	370.233512848108	324.691234206794	312.443027868409	293.658840712345	377.562344312894	351.889777864557	334.784875151346	373.655701588779	352.522767881595	35.07691408654
"chr17-37"	"chr17"	37000001	38000000	"."	1000000	341.286344329372	343.524166666187	317.149395680984	351.456378600138	328.55490942967	333.923807156933	361.547837943929	329.885110252882	355.663080564721	377.83052377919	340.697552834194	379.211047107277	326.981017240692	336.017703009386	295.917754871671	316.122421977035	332.426164163533	350.932055624884	324.76617053978	339.152286409077	20.6968884146222
"chr17-38"	"chr17"	38000001	39000000	"."	1000000	342.106744195548	309.574542154788	286.30203804636	359.784728803932	325.871986174277	311.317460920202	326.426047972233	320.120510989397	291.764289819195	344.396418880566	331.337729954134	346.89192377427	310.952536003404	279.124153669162	271.71510316461	317.142171725348	300.604700493603	304.643471600743	307.305623736566	315.125378004123	23.7171667702707
"chr17-39"	"chr17"	39000001	40000000	"."	1000000	375.086818815838	323.959976269788	334.501034350461	316.4773077442	352.907597440161	337.322146787291	375.596553932607	355.484194808506	297.390598438298	354.200404527531	350.324799225114	363.051485440774	318.279841711878	333.817399996228	309.793941850386	317.397109162426	341.694551640211	312.717061837511	381.949461320305	339.576436068395	24.5454511468126
"chr17-40"	"chr17"	40000001	41000000	"."	1000000	356.873941786723	332.015819374188	317.631385644025	334.799678192548	355.384141983601	349.142458545059	375.183356403529	361.026264660754	351.242409506854	336.352122965107	330.268035910699	370.233512848108	364.991415603406	342.932941050739	338.191719853338	344.675414929799	337.98719664954	335.592234175023	382.822488660466	348.281396775974	17.0572204128141
"chr17-41"	"chr17"	41000001	42000000	"."	1000000	364.585700528781	365.965443885586	323.897255163558	396.429469700629	368.076432768729	336.878885096375	370.638183583662	347.566952162436	305.428182179873	358.976705227334	328.663494845546	340.068997737302	346.673151332219	313.386014874048	314.311770169038	336.772354380373	330.572486668197	324.558327518106	332.186902931146	342.401932144892	23.4544065768543
"chr17-42"	"chr17"	42000001	43000000	"."	1000000	372.133379297603	335.468323561787	346.068793463445	363.11606888545	377.673042874558	361.553785890714	374.77015887445	368.151783042216	317.886436979315	350.42964081716	352.196763801126	357.664964885272	327.438973847472	342.932941050739	316.570684328364	309.748986050078	347.873476624663	322.405370121634	350.52047707452	347.084423761609	20.7193843392598
"chr17-43"	"chr17"	43000001	44000000	"."	1000000	401.831854453188	371.144200166986	342.212873759117	309.814627581164	405.843737056185	376.181421690952	401.62799826457	378.708106570309	347.223617636066	403.723101257072	378.404267865295	419.789501958718	350.794760793236	336.017703009386	323.670128829102	307.454549116374	422.020576438091	356.583568790622	335.242498621708	366.752057571481	36.1244618274296
"chr17-44"	"chr17"	44000001	45000000	"."	1000000	369.015859806133	358.485018145787	303.171686752795	354.787718681655	360.543609782433	354.609352733026	380.968121810632	365.512702160193	275.689122336043	348.418566838295	347.115717094807	354.073951181605	323.775320993235	320.615581917281	296.563158917193	313.573047606252	351.271885366112	314.331779884865	374.092215258859	340.34812722459	29.2012884072506
"chr17-45"	"chr17"	45000001	46000000	"."	1000000	379.024738173485	310.149959519388	313.293475976656	338.131018274066	370.965734736076	344.709841635896	357.82906018222	357.859367602326	294.577444128746	356.211478506395	364.765668811492	360.17867447784	381.019896840695	352.677140109009	336.255507716773	361.501285776964	373.824961559363	366.271877074744	336.115525961869	350.282245108632	23.8693742933181
"chr17-46"	"chr17"	46000001	47000000	"."	1000000	350.638902803782	308.999124790188	378.362120987193	311.480297621923	338.667466315383	350.176735823863	365.679813234717	326.982121282657	330.746570965836	400.455106041417	416.913253428971	416.557589625418	261.951179077978	297.355235778184	306.244219600017	273.292932547888	391.743844014275	315.67737825766	395.481385092796	344.073961962639	46.7511247020566
"chr17-47"	"chr17"	47000001	48000000	"."	1000000	346.20874352643	309.574542154788	320.04133545923	336.465348233307	368.179622124706	346.630642296533	348.738714542487	337.274536722547	297.792477625376	332.832743502094	362.89370423548	340.787200478036	337.056062589845	352.36281110713	319.15230051045	308.474298864687	340.149820394098	344.742303110028	332.623416601226	335.893717056762	18.25908180857
"chr17-48"	"chr17"	48000001	49000000	"."	1000000	359.335141385252	353.881679228987	303.653676715836	346.459368477861	354.661816491764	345.596365017728	327.665640559469	352.58120583828	317.484557792237	334.089664738885	338.023317725606	379.211047107277	342.551541871201	355.820430127806	316.893386351124	326.064982023087	353.743455359893	329.940721009285	352.266531754842	341.574975240864	18.177573403376
"chr17-49"	"chr17"	49000001	50000000	"."	1000000	370.000339645545	356.183348687387	349.442723204732	363.11606888545	367.766864700799	354.757106629998	381.38131933971	357.859367602326	350.036771945618	354.451788774889	358.882351572597	373.106323811042	352.168630613575	346.390560071416	306.244219600017	342.380977996095	366.101305328798	306.796428997214	385.878084351029	354.891820092539	20.5166246068323
"chr17-50"	"chr17"	50000001	51000000	"."	1000000	396.253135363189	330.864984644988	319.559345496189	308.148957540405	368.179622124706	341.902517593426	374.356961345371	345.455687456818	345.616100887751	348.167182590937	365.033092322351	362.692384070407	355.374326861033	310.871382859011	314.634472191799	332.183480512965	351.580831615335	329.402481660167	372.782674248618	345.950506388709	23.9972353682645
"chr17-51"	"chr17"	51000001	52000000	"."	1000000	341.286344329372	353.306261864387	362.93844216988	341.462358355584	361.059556562317	361.406031993742	352.870689833275	325.13476466524	320.297712101788	363.250237432422	361.021739659468	360.537775848206	367.739155244084	320.929910919161	343.677654240272	346.714914426425	361.158165341236	346.62614083194	326.948738890181	348.335083932052	15.4946171419417
"chr17-52"	"chr17"	52000001	53000000	"."	1000000	324.057947139668	369.993365437786	342.212873759117	348.12503851862	321.331654511304	320.3304486355	323.94686279776	332.260283046703	332.75596690123	337.860428449256	329.733188888981	363.769688181507	347.131107938998	316.529304892845	354.64952301414	341.361228247782	316.669905453179	356.314449116063	320.837547509057	336.835305917868	16.3480877496917
"chr17-53"	"chr17"	53000001	54000000	"."	1000000	307.64994981614	386.680469011186	351.370683056896	329.802668070271	309.877635997896	330.525467526575	292.957048116852	315.370165401755	308.241336489425	314.230309197597	331.337729954134	292.667616848893	304.541143508488	317.786620900364	321.411214669776	347.47972673766	325.01145418219	346.357021157381	304.250028046003	323.028857299446	22.957387296025
"chr17-54"	"chr17"	54000001	55000000	"."	1000000	333.574585587314	338.345410384787	356.190582687306	289.826587092057	344.962017029959	333.332791569044	312.790529512633	334.899363928726	319.895832914709	329.313364039081	333.744541551864	323.550334700432	330.64467009493	358.963720146603	351.099800763771	329.379168705104	335.206680406536	334.246635802228	336.98855330203	332.997640537848	15.4627683438898
"chr17-55"	"chr17"	55000001	56000000	"."	1000000	342.106744195548	330.864984644988	334.983024313502	351.456378600138	338.151519535499	348.699196854142	337.58238125736	333.315915399512	332.75596690123	371.043149100522	355.673269442291	352.637545700138	351.710674006795	352.36281110713	348.195482558924	337.537166691608	335.515626655759	325.634806216342	343.536258353235	343.355942186035	11.0142123808672
