""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"norm.clean.iqr"	"var_blocked"	"blocked"
"2718"	"chr19-52"	"chr19"	52000001	53000000	"."	1000000	1420	1339	921	704	1078	963	1366	1136	1256	801	2207	578	641	199	3326	2287	862	1312	747	0.443217	2	"neutral"	2718	23143	1218.05263157895	1.01411100658514	0.0527288502987376	0.00270349525382234	FALSE	1.00391006447465	1.01411100658514	0.00278033165382668	0.0527288502987376	0.0686940124924459	FALSE	FALSE
"2719"	"chr19-53"	"chr19"	53000001	54000000	"."	1000000	1322	1263	1001	725	1085	978	1150	1199	1231	691	2145	591	625	209	3279	2236	876	1275	788	0.464875	2	"neutral"	2719	22669	1193.10526315789	0.990588235294118	0.0624894448812953	0.00397948618877135	FALSE	0.990849907871077	0.990588235294118	0.00390493072157245	0.0624894448812953	0.0644315345947801	FALSE	FALSE
"2720"	"chr19-54"	"chr19"	54000001	55000000	"."	1000000	1386	1286	944	846	967	1043	1357	1091	1232	866	2244	547	696	226	3553	2284	957	1375	735	0.487632	2	"neutral"	2720	23635	1243.94736842105	1.00862745098039	0.08014288555213	0.00631347380289094	FALSE	1.03197272196719	1.00862745098039	0.0044886000298102	0.0669970150813467	0.0969878619876411	FALSE	FALSE
"2721"	"chr19-55"	"chr19"	55000001	56000000	"."	1000000	1285	1311	938	672	1034	921	1275	1125	1121	699	2290	681	644	204	3511	2387	885	1278	854	0.512467	2	"neutral"	2721	23115	1216.57894736842	1.00471698113208	0.0785588144021652	0.0061136751112519	FALSE	0.991490366253207	0.996562916277313	0.00505848474629786	0.0711230254298694	0.111729704305303	FALSE	FALSE
"2722"	"chr19-56"	"chr19"	56000001	57000000	"."	1000000	1440	1413	929	776	1008	1008	1293	1078	1270	736	2132	524	687	196	3548	2439	898	1345	911	0.449476	2	"neutral"	2722	23631	1243.73684210526	1.01926163723917	0.0629698916062829	0.00381675720580577	FALSE	1.0196418107322	1.01926163723917	0.00396520724890702	0.0629698916062829	0.0948013105183699	FALSE	FALSE
"2723"	"chr19-57"	"chr19"	57000001	58000000	"."	1000000	1381	1346	918	797	1038	1121	1327	1149	1279	721	2235	585	680	194	3493	2463	825	1258	996	0.447658	2	"neutral"	2723	23806	1252.94736842105	1.02220577350111	0.0634359298677435	0.00385118127638147	FALSE	1.02119433761903	1.02036214600981	0.00247913843216235	0.0497909472912732	0.0903434652757081	FALSE	FALSE
"2724"	"chr19-58"	"chr19"	58000001	58617616	"."	617616	863	784	558	491	626	573	822	743	743	471	1370	324	375	129	2224	1519	579	794	597	0.494759	2	"neutral"	2724	14585	767.631578947368	0.625570776255708	0.0540972476828209	0.00747820618855789	FALSE	0.62959029541961	0.625570776255708	0.00292651220685647	0.0540972476828209	0.0765870468115262	FALSE	FALSE
"2725"	"chr20-0"	"chr20"	1	1000000	"."	1000000	1360	1237	912	634	1040	1075	1310	1085	1093	663	2081	594	737	214	3416	2275	802	1337	1053	0.433661	2	"neutral"	2725	22918	1206.21052631579	1.00092250922509	0.0894064529765222	0.0079787860362635	FALSE	1.00310330054233	1.00379212063771	0.00203166139025775	0.0450739546773716	0.0512694806446191	FALSE	FALSE
"2726"	"chr20-1"	"chr20"	1000001	2000000	"."	1000000	1417	1292	1043	737	1137	1050	1281	1045	1181	814	2173	534	709	203	3579	2408	932	1327	1036	0.448844	2	"neutral"	2726	23898	1257.78947368421	1.04323899371069	0.0772644543670336	0.00548519234076875	FALSE	1.02832138232154	1.02828616352201	0.00362689939324045	0.0602237444305853	0.066980244207115	FALSE	FALSE
"2727"	"chr20-2"	"chr20"	2000001	3000000	"."	1000000	1337	1333	1066	761	1035	1048	1315	1140	1251	839	2234	590	764	186	3480	2350	844	1305	974	0.449331	2	"neutral"	2727	23852	1255.36842105263	1.03160667251975	0.0577513118529327	0.0031339742425304	FALSE	1.03968223088873	1.03160667251975	0.00333521402073468	0.0577513118529327	0.0748710369221659	FALSE	FALSE
"2728"	"chr20-3"	"chr20"	3000001	4000000	"."	1000000	1372	1360	977	810	1128	1001	1336	1108	1185	830	2101	635	654	196	3380	2291	852	1364	823	0.468488	2	"neutral"	2728	23403	1231.73684210526	1.02950474183351	0.0464388838148904	0.00203473025492522	FALSE	1.02417784757228	1.02950474183351	0.00215656992997289	0.0464388838148904	0.0652706682463084	FALSE	FALSE
"2729"	"chr20-4"	"chr20"	4000001	5000000	"."	1000000	1518	1328	1065	775	1043	999	1353	1154	1134	818	2241	609	598	239	3404	2342	863	1466	874	0.444207	2	"neutral"	2729	23823	1253.84210526316	1.04593639575972	0.0798486622820868	0.00582806971841186	FALSE	1.05546379044854	1.04947422197624	0.00438526782726798	0.0662213547676879	0.0599439620846576	FALSE	FALSE
"2730"	"chr20-5"	"chr20"	5000001	6000000	"."	1000000	1395	1430	1011	716	974	1012	1269	1047	1224	755	2194	640	735	202	3305	2299	867	1256	860	0.433963	2	"neutral"	2730	23191	1220.57894736842	1.00921861281826	0.0522955258633947	0.00268508826083154	FALSE	1.01529160239564	1.00921861281826	0.00273482202532898	0.0522955258633947	0.0782174571000795	FALSE	FALSE
"2731"	"chr20-6"	"chr20"	6000001	7000000	"."	1000000	1376	1287	924	743	1041	1039	1209	1111	1142	726	2012	586	733	215	3179	2386	842	1365	886	0.395392	2	"neutral"	2731	22802	1200.10526315789	1.00134770889488	0.046609737645606	0.00216662375190716	FALSE	1.00391997825039	1.00134770889488	0.00217246764339222	0.046609737645606	0.0622970728375161	FALSE	FALSE
"2732"	"chr20-7"	"chr20"	7000001	8000000	"."	1000000	1418	1246	994	735	1124	963	1345	1037	1195	728	2019	596	712	177	3204	2308	833	1119	776	0.369494	2	"neutral"	2732	22529	1185.73684210526	0.989705882352941	0.0530707962699026	0.00287540421190082	FALSE	0.982129044944847	0.989705882352941	0.00281650941672151	0.0530707962699026	0.0685571421756686	FALSE	FALSE
"2733"	"chr20-8"	"chr20"	8000001	9000000	"."	1000000	1352	1282	948	769	1057	1120	1393	1071	1232	783	1968	584	733	219	3150	2466	737	1215	945	0.381008	2	"neutral"	2733	23024	1211.78947368421	1.00074019245004	0.054913006824485	0.00301097926060414	FALSE	1.01578878570448	1.00074019245004	0.00301543831850593	0.054913006824485	0.0622717612008892	FALSE	FALSE
"2734"	"chr20-9"	"chr20"	9000001	10000000	"."	1000000	1442	1198	966	709	1022	1158	1291	1170	1234	771	2040	599	667	214	3167	2279	749	1306	867	0.392473	2	"neutral"	2734	22849	1202.57894736842	1	0.0511666509218275	0.00261802616655616	FALSE	1.00526331380367	1	0.00261802616655616	0.0511666509218275	0.0683819040142588	FALSE	FALSE
"2735"	"chr20-10"	"chr20"	10000001	11000000	"."	1000000	1386	1294	1019	758	1098	1070	1251	1116	1179	853	2056	577	671	216	3363	2408	808	1243	826	0.403539	2	"neutral"	2735	23192	1220.63157894737	1.02156334231806	0.0432016243460787	0.001788420139257	FALSE	1.01585123489154	1.02156334231806	0.0018663803461397	0.0432016243460787	0.0465586559465956	FALSE	FALSE
"2736"	"chr20-11"	"chr20"	11000001	12000000	"."	1000000	1363	1273	975	737	1044	1052	1272	1162	1218	788	2121	625	687	179	3148	2185	784	1348	816	0.384399	2	"neutral"	2736	22777	1198.78947368421	0.993261455525607	0.0439027879454614	0.0019536962136324	FALSE	0.997899128887057	0.993261455525607	0.00192745478938415	0.0439027879454614	0.0521169232336856	FALSE	FALSE
"2737"	"chr20-12"	"chr20"	12000001	13000000	"."	1000000	1399	1359	920	757	1007	1059	1320	1148	1297	728	1959	686	697	193	3324	2241	811	1298	813	0.387189	2	"neutral"	2737	23016	1211.36842105263	1.00456621004566	0.0519245499078289	0.00267170405359147	FALSE	1.00101466256045	1.00290038897345	0.00139770466409246	0.0373858885689836	0.0491656919243979	FALSE	FALSE
"2738"	"chr20-13"	"chr20"	13000001	14000000	"."	1000000	1323	1304	1012	716	1089	1014	1382	1107	1316	752	1950	557	677	221	3318	2242	829	1254	912	0.397848	2	"neutral"	2738	22975	1209.21052631579	1.01951144569058	0.0465377855695052	0.00208366173730574	FALSE	1.01081106262969	1.01951144569058	0.00216576548571324	0.0465377855695052	0.0626187908164695	FALSE	FALSE
"2739"	"chr20-14"	"chr20"	14000001	15000000	"."	1000000	1320	1232	897	719	1010	988	1321	990	1299	772	1857	580	715	244	2881	2120	787	1271	696	0.371892	2	"neutral"	2739	21699	1142.05263157895	0.96900269541779	0.075005434288699	0.00599149898119485	FALSE	0.958604192362902	0.967638602610856	0.0024927894272948	0.0499278422054749	0.0608910345486458	FALSE	FALSE
"2740"	"chr20-15"	"chr20"	15000001	16000000	"."	1000000	1362	1231	891	793	1101	1062	1288	1091	1256	797	2013	569	693	196	3219	2257	818	1354	861	0.385511	2	"neutral"	2740	22852	1202.73684210526	1.00645756457565	0.0343807413562613	0.00116691584678179	FALSE	1.00340030562008	1.00645756457565	0.00118203537620614	0.0343807413562613	0.0454583585851126	FALSE	FALSE
"2741"	"chr20-16"	"chr20"	16000001	17000000	"."	1000000	1417	1298	942	829	1023	1068	1368	1125	1246	756	2040	636	724	214	3326	2407	845	1388	785	0.407291	2	"neutral"	2741	23437	1233.52631578947	1.02890173410405	0.0431884897191957	0.00176192831984636	FALSE	1.02898944642302	1.02890173410405	0.00186524564422507	0.0431884897191957	0.0527406616501678	FALSE	FALSE
"2742"	"chr20-17"	"chr20"	17000001	18000000	"."	1000000	1339	1301	1053	767	1105	1007	1298	1224	1265	795	2169	625	653	255	3546	2366	845	1393	812	0.436293	2	"neutral"	2742	23818	1253.57894736842	1.03863037752414	0.0728161812609897	0.0049151158356374	FALSE	1.03452307262673	1.03616154994806	0.00272087910925453	0.0521620466359836	0.0651065120762264	FALSE	FALSE
"2743"	"chr20-18"	"chr20"	18000001	19000000	"."	1000000	1464	1382	900	783	1081	979	1314	1180	1368	793	2158	556	670	189	3374	2365	833	1289	761	0.426661	2	"neutral"	2743	23439	1233.63157894737	1.02720207253886	0.0584824739153607	0.00324145276678405	FALSE	1.01400298522953	1.02720207253886	0.00342019975526085	0.0584824739153607	0.106513977349512	FALSE	FALSE
"2744"	"chr20-19"	"chr20"	19000001	20000000	"."	1000000	1319	1448	1029	755	1080	1091	1358	1197	1212	833	2123	617	661	222	3334	2339	811	1449	899	0.434179	2	"neutral"	2744	23777	1251.42105263158	1.0406862745098	0.0544220874328197	0.00273470659482568	FALSE	1.04575958315901	1.0406862745098	0.00296176360054548	0.0544220874328197	0.0669595513693459	FALSE	FALSE
"2745"	"chr20-20"	"chr20"	20000001	21000000	"."	1000000	1429	1450	972	841	1149	1045	1349	1123	1238	807	2095	674	628	205	3386	2312	800	1308	820	0.418293	2	"neutral"	2745	23631	1243.73684210526	1.02696078431373	0.0591301087681612	0.00331519925391825	FALSE	1.0436250240029	1.02763133555309	0.00242162189826429	0.0492099776291789	0.0397654980733886	FALSE	FALSE
"2746"	"chr20-21"	"chr20"	21000001	22000000	"."	1000000	1419	1301	926	785	1099	918	1294	1113	1264	754	1998	561	680	184	3229	2346	820	1305	863	0.414142	2	"neutral"	2746	22859	1203.10526315789	1.01234567901235	0.0460482083036674	0.00206903485404867	FALSE	0.996446597661465	1.01234567901235	0.00212043748797794	0.0460482083036674	0.052077806953583	FALSE	FALSE
"2747"	"chr20-22"	"chr20"	22000001	23000000	"."	1000000	1455	1314	954	817	1111	980	1381	1127	1285	742	2207	536	667	207	3390	2471	891	1410	880	0.413011	2	"neutral"	2747	23825	1253.94736842105	1.04163465970195	0.0576735193337776	0.00306564641290372	FALSE	1.03389018763009	1.04163465970195	0.00332623483234362	0.0576735193337776	0.0644107903777611	FALSE	FALSE
"2748"	"chr20-23"	"chr20"	23000001	24000000	"."	1000000	1317	1346	1044	790	1118	992	1305	1176	1260	815	2241	598	685	202	3376	2440	892	1315	826	0.450786	2	"neutral"	2748	23738	1249.36842105263	1.03733292364419	0.045835400733298	0.0019523862536672	FALSE	1.03534025391979	1.03733292364419	0.00210088396038202	0.045835400733298	0.0703121586160294	FALSE	FALSE
"2749"	"chr20-24"	"chr20"	24000001	25000000	"."	1000000	1386	1359	940	669	1135	1087	1408	1252	1317	772	2356	639	748	214	3579	2404	870	1282	860	0.451459	2	"neutral"	2749	24277	1277.73684210526	1.05940594059406	0.0567194290118789	0.00286641384343173	FALSE	1.06187246738063	1.06095297029703	0.00197515417929112	0.0444427067052752	0.0345299030736401	FALSE	FALSE
"2750"	"chr20-25"	"chr20"	25000001	26000000	"."	1000000	1446	1387	994	826	1043	1054	1352	1124	1281	771	2199	568	723	224	3494	2343	860	1272	907	0.45395	2	"neutral"	2750	23868	1256.21052631579	1.03690036900369	0.042665739161422	0.00169310732975024	FALSE	1.04427249461784	1.03690036900369	0.0018203652981905	0.042665739161422	0.0545643475960278	FALSE	FALSE
"2751"	"chr20-26"	"chr20"	26000001	27000000	"."	1000000	1587	1744	1193	1160	1816	1581	1436	1633	1576	1385	2478	873	1230	209	3735	2735	939	1449	1362	0.371343	2	"neutral"	2751	30121	1585.31578947368	1.26484751203852	0.2418240688712	0.0365529730962872	FALSE	1.37518439621633	1.3678431372549	0.0135792611705186	0.116530086975504	0.214813504910629	TRUE	TRUE
"2752"	"chr20-27"	"chr20"	27000001	28000000	"."	1000000	1738	2048	1737	1103	2150	1981	1402	2467	1463	1762	2538	833	1452	269	3963	2961	953	1682	1539	0.392395	2	"neutral"	2752	34041	1791.63157894737	1.41186440677966	0.395518018178217	0.0784777542101569	FALSE	1.54639871042757	1.54639871042757	0.00717022270191484	0.0846771675359707	0.0598757993763541	TRUE	TRUE
"2753"	"chr20-28"	"chr20"	28000001	29000000	"."	1000000	1954	1870	1569	1430	1993	1647	1698	1965	1708	1563	3112	918	1374	260	5432	4056	1466	2191	1817	0.369513	2	"neutral"	2753	38023	2001.21052631579	1.66907359041327	0.252378222211715	0.0228640300797001	FALSE	1.69882886817876	1.69577893357142	0.00978344671065407	0.0989113072942324	0.151185286591846	TRUE	TRUE
"2754"	"chr20-29"	"chr20"	29000001	30000000	"."	1000000	1989	1506	1220	1116	1712	1501	1964	1724	1996	1241	3017	881	1059	355	4678	3453	1209	1858	1334	0.390938	2	"neutral"	2754	33813	1779.63157894737	1.49467275494673	0.124197174912116	0.00690448352766203	FALSE	1.51984401982331	1.49935794081568	0.00383602374506638	0.0619356419605576	0.116034096723768	FALSE	FALSE
"2755"	"chr20-30"	"chr20"	30000001	31000000	"."	1000000	1515	1308	962	880	1210	1152	1473	1293	1333	898	2480	737	836	224	3690	2581	920	1509	1003	0.352921	2	"neutral"	2755	26004	1368.63157894737	1.1358024691358	0.0617675614664463	0.00295743559220736	FALSE	1.14213413101865	1.1358024691358	0.00381523164951122	0.0617675614664463	0.07149479945578	FALSE	FALSE
"2756"	"chr20-31"	"chr20"	31000001	32000000	"."	1000000	1714	1662	1415	777	1423	1379	1729	1244	1583	958	3274	872	897	238	4910	3434	1184	1988	990	0.404996	2	"neutral"	2756	31671	1666.89473684211	1.3158295281583	0.154480495334455	0.0137831362895275	FALSE	1.32804696910621	1.3096794699615	0.00650474654708726	0.0806520089463819	0.0647411639516449	TRUE	TRUE
"2757"	"chr20-32"	"chr20"	32000001	33000000	"."	1000000	1404	1265	991	745	1022	980	1398	1166	1276	807	2332	631	622	213	3454	2360	809	1349	825	0.484182	2	"neutral"	2757	23649	1244.68421052632	1.03923019985196	0.0569198304465535	0.0029998785862403	FALSE	1.03399352457728	1.04174365630111	0.00216869427985013	0.0465692417787763	0.0610235961708852	FALSE	FALSE
"2758"	"chr20-33"	"chr20"	33000001	34000000	"."	1000000	1415	1379	941	736	1128	940	1210	1182	1234	750	2377	654	719	187	3572	2396	869	1378	795	0.477315	2	"neutral"	2758	23862	1255.89473684211	1.04737231680237	0.0719339500014291	0.00471699738803107	FALSE	1.02823007518803	1.04737231680237	0.0051744931628081	0.0719339500014291	0.101515094365161	FALSE	FALSE
"2759"	"chr20-34"	"chr20"	34000001	35000000	"."	1000000	1364	1381	985	788	1030	1004	1418	1064	1192	807	2093	587	717	220	3300	2239	866	1291	828	0.448918	2	"neutral"	2759	23174	1219.68421052632	1.01493710691824	0.0414862606142208	0.00167082252128637	FALSE	1.02097785154553	1.01493710691824	0.00172110981975105	0.0414862606142208	0.0647682117200499	FALSE	FALSE
"2760"	"chr20-35"	"chr20"	35000001	36000000	"."	1000000	1330	1224	982	733	1054	982	1245	1104	1245	709	2140	586	666	239	3379	2367	755	1244	816	0.454029	2	"neutral"	2760	22800	1200	0.987870619946092	0.0591440393687575	0.00358444421508498	FALSE	0.985945498561533	0.986163289247657	0.00153615736074367	0.0391938434035713	0.0630205579656447	FALSE	FALSE
"2761"	"chr20-36"	"chr20"	36000001	37000000	"."	1000000	1325	1248	1045	743	1069	1042	1306	1174	1108	864	2267	594	674	197	3533	2288	854	1361	745	0.487188	2	"neutral"	2761	23437	1233.52631578947	1.00438981562774	0.0665249995165639	0.00438697499874338	FALSE	1.01681415975963	1.00438981562774	0.00442557556067883	0.0665249995165639	0.0967079290033097	FALSE	FALSE
"2762"	"chr20-37"	"chr20"	37000001	38000000	"."	1000000	1325	1266	983	738	1110	982	1321	1158	1256	793	2391	494	714	177	3467	2412	878	1340	805	0.466303	2	"neutral"	2762	23610	1242.63157894737	1.01420454545455	0.0742869285365691	0.00536504908307741	FALSE	1.01323923242793	1.01420454545455	0.00269792845579594	0.0519415869587745	0.0605179430262672	FALSE	FALSE
"2763"	"chr20-38"	"chr20"	38000001	39000000	"."	1000000	1496	1315	900	749	1002	1057	1296	1158	1208	772	2293	633	688	200	3487	2538	909	1400	764	0.459817	2	"neutral"	2763	23865	1256.05263157895	1.01830443159923	0.0658737364289277	0.00418474816873071	FALSE	1.03024583070039	1.01830443159923	0.00433934915110783	0.0658737364289277	0.104968094807036	FALSE	FALSE
"2764"	"chr20-39"	"chr20"	39000001	40000000	"."	1000000	1330	1310	984	781	1043	1056	1348	1135	1334	780	2120	633	692	198	3361	2366	928	1326	812	0.414128	2	"neutral"	2764	23537	1238.78947368421	1.03272392072515	0.0411169110126399	0.00158515774441442	FALSE	1.0298334598767	1.03272392072515	0.00169060037122135	0.0411169110126399	0.0473410739093216	FALSE	FALSE
"2765"	"chr20-40"	"chr20"	40000001	41000000	"."	1000000	1446	1217	1013	707	1092	1045	1293	1213	1335	801	2144	555	749	210	3374	2264	874	1327	831	0.424473	2	"neutral"	2765	23490	1236.31578947368	1.03756476683938	0.0479655297619701	0.00213711582113144	FALSE	1.02843945135104	1.03756476683938	0.00230069204534644	0.0479655297619701	0.0681503935261754	FALSE	FALSE
"2766"	"chr20-41"	"chr20"	41000001	42000000	"."	1000000	1347	1327	1017	701	1078	1034	1387	1154	1225	831	2201	569	778	214	3406	2391	924	1251	842	0.430874	2	"neutral"	2766	23677	1246.15789473684	1.04655092948226	0.0503400424308241	0.00231369665682007	FALSE	1.03615128120617	1.04655092948226	0.00253411987193717	0.0503400424308241	0.0715221765640239	FALSE	FALSE
"2767"	"chr20-42"	"chr20"	42000001	43000000	"."	1000000	1409	1357	963	734	1034	1004	1382	1162	1258	736	2252	588	772	226	3544	2368	844	1366	763	0.422383	2	"neutral"	2767	23762	1250.63157894737	1.04197530864198	0.0556073757053104	0.00284806531013563	FALSE	1.03249643248278	1.04197530864198	0.00309218023283155	0.0556073757053104	0.0800132961469411	FALSE	FALSE
"2768"	"chr20-43"	"chr20"	43000001	44000000	"."	1000000	1416	1289	946	750	1067	1061	1290	1214	1203	788	2237	600	697	189	3550	2445	810	1354	821	0.454651	2	"neutral"	2768	23727	1248.78947368421	1.01098039215686	0.0477704856651277	0.00223271786855024	FALSE	1.02302410905733	1.01098039215686	0.00228201930068217	0.0477704856651277	0.0628411611074617	FALSE	FALSE
"2769"	"chr20-44"	"chr20"	44000001	45000000	"."	1000000	1335	1258	974	794	1046	1026	1300	1150	1230	793	2131	614	640	210	3547	2354	868	1316	839	0.46505	2	"neutral"	2769	23425	1232.89473684211	1.02720207253886	0.0424562475682455	0.00170832871196116	FALSE	1.02013396014054	1.02720207253886	0.00180253295757615	0.0424562475682455	0.0543447910405803	FALSE	FALSE
"2770"	"chr20-45"	"chr20"	45000001	46000000	"."	1000000	1354	1266	895	668	1124	1050	1330	1196	1180	773	2184	590	759	210	3471	2390	828	1376	716	0.442793	2	"neutral"	2770	23360	1229.47368421053	1.01217656012177	0.0635769410725227	0.00394536062136238	FALSE	1.02107154498088	1.01719939117199	0.0028811884592776	0.0536767031334601	0.0639148124298867	FALSE	FALSE
"2771"	"chr20-46"	"chr20"	46000001	47000000	"."	1000000	1467	1340	991	775	1066	994	1401	1188	1251	807	2191	598	731	235	3416	2409	908	1474	838	0.464674	2	"neutral"	2771	24080	1267.36842105263	1.04962359809495	0.0522502683400127	0.00247804893372356	FALSE	1.05701930577415	1.04962359809495	0.00273009054160333	0.0522502683400127	0.0539851686431296	FALSE	FALSE
"2772"	"chr20-47"	"chr20"	47000001	48000000	"."	1000000	1396	1376	995	717	1095	982	1308	1105	1242	830	2305	578	718	189	3371	2321	893	1386	752	0.465249	2	"neutral"	2772	23559	1239.94736842105	1.01988636363636	0.0590666961663296	0.0033541446601397	FALSE	1.02147708408028	1.01988636363636	0.00348887459600549	0.0590666961663296	0.0742534013223012	FALSE	FALSE
"2773"	"chr20-48"	"chr20"	48000001	49000000	"."	1000000	1465	1267	1018	713	1017	1022	1277	1144	1252	837	2279	625	699	178	3750	2528	980	1343	703	0.47805	2	"neutral"	2773	24097	1268.26315789474	1.05535055350553	0.0899580276545049	0.00726584895343033	FALSE	1.04102743042457	1.05558408178421	0.00371706582590127	0.0609677441431227	0.0934234223124979	FALSE	FALSE
"2774"	"chr20-49"	"chr20"	49000001	50000000	"."	1000000	1332	1269	1011	720	1077	908	1224	1079	1259	795	2167	595	720	252	3354	2439	865	1278	711	0.460699	2	"neutral"	2774	23055	1213.42105263158	1.01043338683788	0.0818763076186443	0.00656600369028876	FALSE	1.0081933356404	1.01043338683788	0.00255128161006385	0.0505102129283163	0.0352789350492079	FALSE	FALSE
"2775"	"chr20-50"	"chr20"	50000001	51000000	"."	1000000	1372	1298	1079	777	1075	996	1303	1094	1282	770	2169	609	696	191	3613	2271	868	1391	718	0.487802	2	"neutral"	2775	23572	1240.63157894737	1.01554404145078	0.0619025628515472	0.00371552112493312	FALSE	1.02875452972542	1.01679162856853	0.00256406925460967	0.0506366394482264	0.0621712450167717	FALSE	FALSE
"2776"	"chr20-51"	"chr20"	51000001	52000000	"."	1000000	1446	1336	1092	838	1074	956	1282	1156	1242	830	2320	612	707	207	3471	2286	944	1289	798	0.465937	2	"neutral"	2776	23886	1257.15789473684	1.03728813559322	0.0663850858374747	0.00409583281616039	FALSE	1.04512620392881	1.03728813559322	0.00440697962164889	0.0663850858374747	0.068837300146857	FALSE	FALSE
"2777"	"chr20-52"	"chr20"	52000001	53000000	"."	1000000	1377	1317	872	715	1026	1099	1345	1085	1311	777	2137	606	703	190	3377	2222	777	1300	794	0.410618	2	"neutral"	2777	23030	1212.10526315789	1.00647668393782	0.0407708305281183	0.00164093613941647	FALSE	1.00034603988158	1.00647668393782	0.00166226062195255	0.0407708305281183	0.0656275551383898	FALSE	FALSE
"2778"	"chr20-53"	"chr20"	53000001	54000000	"."	1000000	1303	1285	1052	679	1026	991	1370	1141	1234	884	2210	590	700	211	3419	2359	843	1317	859	0.428566	2	"neutral"	2778	23473	1235.42105263158	1.03537735849057	0.0551695531987364	0.00283923674013856	FALSE	1.02451955939777	1.03537735849057	0.0030436796001482	0.0551695531987364	0.0552062454628489	FALSE	FALSE
"2779"	"chr20-54"	"chr20"	54000001	55000000	"."	1000000	1369	1221	991	738	1035	974	1405	1118	1256	722	2022	571	775	210	3175	2267	808	1337	810	0.394743	2	"neutral"	2779	22804	1200.21052631579	0.995171202809482	0.0440794535967798	0.00196189971488377	FALSE	1.00318028803528	0.995171202809482	0.00194299822939066	0.0440794535967798	0.0608687675728252	FALSE	FALSE
"2780"	"chr20-55"	"chr20"	55000001	56000000	"."	1000000	1353	1234	908	749	1063	1080	1228	1085	1305	817	2027	592	665	187	3148	2318	704	1179	840	0.380219	2	"neutral"	2780	22482	1183.26315789474	1	0.0481354645812627	0.002317022950454	FALSE	0.983021051423019	1	0.002317022950454	0.0481354645812627	0.0600416271392288	FALSE	FALSE
"2781"	"chr20-56"	"chr20"	56000001	57000000	"."	1000000	1312	1368	950	745	1127	1016	1219	1200	1202	790	2244	537	736	172	3545	2375	900	1392	773	0.449949	2	"neutral"	2781	23603	1242.26315789474	1.02331606217617	0.0753971998618375	0.00542863762443766	FALSE	1.02417450036043	1.03294863688264	0.00435724857319126	0.0660094582101024	0.112130341932624	FALSE	FALSE
"2782"	"chr20-57"	"chr20"	57000001	58000000	"."	1000000	1412	1295	1083	791	1080	1054	1351	1178	1262	812	2245	592	684	176	3678	2427	1013	1408	893	0.492024	2	"neutral"	2782	24434	1286	1.05181347150259	0.077597283734313	0.00544271483562333	FALSE	1.05487300175203	1.05181347150259	0.0022732672214906	0.0476787921563729	0.0710295926488678	FALSE	FALSE
"2783"	"chr20-58"	"chr20"	58000001	59000000	"."	1000000	1401	1291	858	784	1082	967	1372	1203	1180	698	2255	576	683	211	3496	2370	793	1354	831	0.462555	2	"neutral"	2783	23405	1231.84210526316	1.01787394167451	0.0617519808986671	0.00368055909097794	FALSE	1.0116053398455	1.01787394167451	0.00381330714490934	0.0617519808986671	0.0773582940221589	FALSE	FALSE
"2784"	"chr20-59"	"chr20"	59000001	60000000	"."	1000000	1431	1275	1002	792	1158	955	1325	1162	1188	743	2247	632	642	172	3432	2387	868	1445	803	0.45025	2	"neutral"	2784	23659	1245.21052631579	1.05453986787525	0.0749100502253041	0.00504608044638469	FALSE	1.03056275220241	1.05519406460148	0.00415448965047204	0.0644553306598612	0.0958979042346408	FALSE	FALSE
"2785"	"chr20-60"	"chr20"	60000001	61000000	"."	1000000	1374	1306	988	759	1027	1049	1372	1206	1274	754	2202	631	745	196	3551	2438	858	1340	891	0.431848	2	"neutral"	2785	23961	1261.10526315789	1.0441400304414	0.0406870110311809	0.00151842757154168	FALSE	1.04015320890897	1.0441400304414	0.00165543286665144	0.0406870110311809	0.0501161195022082	FALSE	FALSE
"2786"	"chr20-61"	"chr20"	61000001	62000000	"."	1000000	1425	1284	969	799	1087	989	1320	1145	1226	837	2416	609	699	226	3692	2484	943	1327	950	0.505855	2	"neutral"	2786	24427	1285.63157894737	1.05477424130274	0.0649266113710208	0.00378901603470025	FALSE	1.06153602880088	1.05477424130274	0.00421546486412356	0.0649266113710208	0.0905542219974314	FALSE	FALSE
"2787"	"chr20-62"	"chr20"	62000001	63000000	"."	1000000	1340	1326	940	670	1062	950	1253	1284	1184	731	2354	622	593	231	3597	2361	925	1380	858	0.564216	2	"neutral"	2787	23661	1245.31578947368	1.03373493975904	0.0946277533729425	0.0083795108507397	FALSE	1.02613778471604	1.03373493975904	0.0063968025217685	0.0799800132643681	0.13132879584159	TRUE	TRUE
