""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"15650_S7_L001.bam"	"15654_S8_L001.bam"	"15655_S9_L001.bam"	"15656_S10_L001.bam"	"182533_S1_L001.bam"	"182534_S5_L001.bam"	"182535_S2_L001.bam"	"182536_S3_L001.bam"	"182538_S6_L001.bam"	"182539_S7_L001.bam"	"182540_S8_L001.bam"	"182541_S9_L001.bam"	"182542_S10_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"var_blocked"	"blocked"
"29151"	"chrX-27"	"chrX_M"	27000001	28000000	"."	1000000	375	457	526	376	NA	287	NA	NA	NA	NA	212	NA	485	0.364541	1	"M"	3072	2718	388.285714285714	0.352389878163074	0.0540152644404145	0.023495579562315	FALSE	0.368813407373489	0.352389878163074	0.00291764879256791	0.0540152644404145	FALSE	FALSE
"29161"	"chrX-28"	"chrX_M"	28000001	29000000	"."	1000000	327	374	522	300	NA	274	NA	NA	NA	NA	240	NA	447	0.363281	1	"M"	3073	2484	354.857142857143	0.32520325203252	0.0565645232591662	0.0302537004472873	FALSE	0.340594350478669	0.32520325203252	0.00319954529153676	0.0565645232591662	FALSE	FALSE
"29171"	"chrX-29"	"chrX_M"	29000001	30000000	"."	1000000	357	460	607	355	NA	281	NA	NA	NA	NA	254	NA	469	0.364202	1	"M"	3074	2783	397.571428571429	0.344569288389513	0.0516630336815419	0.0224805367966686	FALSE	0.377274780450079	0.344569288389513	0.00266906904918014	0.0516630336815419	FALSE	FALSE
"29181"	"chrX-30"	"chrX_M"	30000001	31000000	"."	1000000	515	704	711	474	NA	343	NA	NA	NA	NA	326	NA	586	0.393107	1	"M"	3075	3659	522.714285714286	0.483568075117371	0.044342139516347	0.00840849065031904	FALSE	0.493586933912601	0.483568075117371	0.00196622533688719	0.044342139516347	FALSE	FALSE
"29191"	"chrX-31"	"chrX_M"	31000001	32000000	"."	1000000	384	507	557	421	NA	353	NA	NA	NA	NA	299	NA	504	0.377455	1	"M"	3076	3025	432.142857142857	0.405149051490515	0.048382214195588	0.014260732273077	FALSE	0.417140745240755	0.405149051490515	0.00234083865046775	0.048382214195588	FALSE	FALSE
"29201"	"chrX-32"	"chrX_M"	32000001	33000000	"."	1000000	285	352	529	324	NA	250	NA	NA	NA	NA	231	NA	339	0.357908	1	"M"	3077	2310	330	0.313008130081301	0.0448048800852966	0.0204898794136732	FALSE	0.315439600206387	0.313008130081301	0.00200747727945781	0.0448048800852966	FALSE	FALSE
"29211"	"chrX-33"	"chrX_M"	33000001	34000000	"."	1000000	305	433	594	306	NA	240	NA	NA	NA	NA	187	NA	402	0.357366	1	"M"	3078	2467	352.428571428571	0.32434456928839	0.064071222585845	0.0390222907944841	FALSE	0.329319542393848	0.32434456928839	0.0041051215636449	0.064071222585845	FALSE	FALSE
"29221"	"chrX-34"	"chrX_M"	34000001	35000000	"."	1000000	301	385	510	317	NA	274	NA	NA	NA	NA	188	NA	463	0.362349	1	"M"	3079	2438	348.285714285714	0.2970946579194	0.0675928477919631	0.0517620899447959	FALSE	0.331390057764464	0.2970946579194	0.00456879307262749	0.0675928477919631	FALSE	FALSE
"29231"	"chrX-35"	"chrX_M"	35000001	36000000	"."	1000000	392	507	564	423	NA	289	NA	NA	NA	NA	260	NA	409	0.367646	1	"M"	3080	2844	406.285714285714	0.388045540796964	0.0218580516634106	0.00317290816272376	FALSE	0.386152812913864	0.388045540796964	0.000477774422520329	0.0218580516634106	FALSE	FALSE
"29241"	"chrX-36"	"chrX_M"	36000001	37000000	"."	1000000	323	424	556	358	NA	284	NA	NA	NA	NA	231	NA	492	0.367655	1	"M"	3081	2668	381.142857142857	0.33552014995314	0.0619399344914255	0.0340803674771139	FALSE	0.363112527458036	0.33552014995314	0.00383655548480208	0.0619399344914255	FALSE	FALSE
"29251"	"chrX-37"	"chrX_M"	37000001	38000000	"."	1000000	392	480	528	383	NA	277	NA	NA	NA	NA	269	NA	390	0.317239	1	"M"	3082	2719	388.428571428571	0.368075117370892	0.0123508888013217	0.00112596140634942	TRUE	0.370885953513055	0.368075117370892	0.000152544454182615	0.0123508888013217	FALSE	TRUE
"29261"	"chrX-38"	"chrX_M"	38000001	39000000	"."	1000000	506	650	663	527	NA	323	NA	NA	NA	NA	397	NA	551	0.395182	1	"M"	3083	3617	516.714285714286	0.492204899777283	0.0300015826454053	0.00371532205071035	FALSE	0.493654606034766	0.492204899777283	0.000900094961229082	0.0300015826454053	FALSE	FALSE
"29271"	"chrX-39"	"chrX_M"	39000001	40000000	"."	1000000	760	827	825	721	NA	452	NA	NA	NA	NA	493	NA	635	0.451713	1	"M"	3084	4713	673.285714285714	0.625172890733057	0.0410148831708057	0.00430410326630126	FALSE	0.645278648414304	0.625172890733057	0.00168222064151484	0.0410148831708057	FALSE	FALSE
"29281"	"chrX-40"	"chrX_M"	40000001	41000000	"."	1000000	901	859	922	651	NA	437	NA	NA	NA	NA	480	NA	577	0.455281	1	"M"	3085	4827	689.571428571429	0.643445692883895	0.0945599773017459	0.0215968753812806	FALSE	0.655190256441085	0.643445692883895	0.0089415893073067	0.0945599773017459	FALSE	FALSE
"29291"	"chrX-41"	"chrX_M"	41000001	42000000	"."	1000000	735	735	804	586	NA	302	NA	NA	NA	NA	462	NA	504	0.411589	1	"M"	3086	4128	589.714285714286	0.550561797752809	0.0910909391479894	0.0273739968273667	FALSE	0.558383802289834	0.550561797752809	0.00829755919486271	0.0910909391479894	FALSE	FALSE
"29301"	"chrX-42"	"chrX_M"	42000001	43000000	"."	1000000	425	596	650	452	NA	354	NA	NA	NA	NA	294	NA	515	0.387512	1	"M"	3087	3286	469.428571428571	0.446441947565543	0.0408707278663057	0.0083809790717037	FALSE	0.446898537678544	0.446441947565543	0.00167041639632162	0.0408707278663057	FALSE	FALSE
"29311"	"chrX-43"	"chrX_M"	43000001	44000000	"."	1000000	456	579	671	585	NA	364	NA	NA	NA	NA	318	NA	487	0.387459	1	"M"	3088	3460	494.285714285714	0.462049335863378	0.0459450777721478	0.00988783660895627	FALSE	0.472098361328573	0.462049335863378	0.00211095017148871	0.0459450777721478	FALSE	FALSE
"29321"	"chrX-44"	"chrX_M"	44000001	45000000	"."	1000000	712	803	764	570	NA	396	NA	NA	NA	NA	418	NA	553	0.410835	1	"M"	3089	4216	602.285714285714	0.56639566395664	0.049156609640079	0.00753223746785666	FALSE	0.572888366606427	0.56639566395664	0.0024163722713071	0.049156609640079	FALSE	FALSE
"29331"	"chrX-45"	"chrX_M"	45000001	46000000	"."	1000000	516	641	631	443	NA	338	NA	NA	NA	NA	385	NA	477	0.391567	1	"M"	3090	3431	490.142857142857	0.468448403860431	0.0324088930691732	0.00478635458121486	FALSE	0.470003777579101	0.468448403860431	0.0010503363499691	0.0324088930691732	FALSE	FALSE
"29341"	"chrX-46"	"chrX_M"	46000001	47000000	"."	1000000	684	809	726	566	NA	406	NA	NA	NA	NA	406	NA	581	0.407763	1	"M"	3091	4178	596.857142857143	0.55123339658444	0.0405125477955726	0.00540142151257627	FALSE	0.568656966000206	0.55123339658444	0.00164126652888856	0.0405125477955726	FALSE	FALSE
"29351"	"chrX-47"	"chrX_M"	47000001	48000000	"."	1000000	785	888	817	726	NA	427	NA	NA	NA	NA	506	NA	566	0.441235	1	"M"	3092	4715	673.571428571429	0.665168539325843	0.0681582255200866	0.0104996095734792	FALSE	0.643205235248345	0.665168539325843	0.00464554370604698	0.0681582255200866	FALSE	FALSE
"29361"	"chrX-48"	"chrX_M"	48000001	49000000	"."	1000000	872	990	833	673	NA	490	NA	NA	NA	NA	483	NA	612	0.467077	1	"M"	3093	4953	707.571428571429	0.654471544715447	0.0812366680758256	0.0154071626427832	FALSE	0.67462177628307	0.654471544715447	0.00659939624006187	0.0812366680758256	FALSE	FALSE
"29371"	"chrX-49"	"chrX_M"	49000001	50000000	"."	1000000	728	765	756	598	NA	369	NA	NA	NA	NA	424	NA	495	0.370428	1	"M"	3094	4135	590.714285714286	0.561247216035635	0.0661513157944735	0.0138921215481664	FALSE	0.561833930909809	0.561247216035635	0.00437599658134016	0.0661513157944735	FALSE	FALSE
"29381"	"chrX-50"	"chrX_M"	50000001	51000000	"."	1000000	482	564	589	565	NA	344	NA	NA	NA	NA	344	NA	503	0.380078	1	"M"	3095	3391	484.428571428571	0.466124661246612	0.0345379765593143	0.00549021837946834	FALSE	0.465856236744346	0.466124661246612	0.00119287182481174	0.0345379765593143	FALSE	FALSE
"29391"	"chrX-51"	"chrX_M"	51000001	52000000	"."	1000000	510	689	686	507	NA	352	NA	NA	NA	NA	364	NA	556	0.396657	1	"M"	3096	3664	523.428571428571	0.493224932249323	0.0198333567813175	0.00161697164877068	FALSE	0.498145924121507	0.493224932249323	0.000393362041215033	0.0198333567813175	FALSE	FALSE
"29401"	"chrX-52"	"chrX_M"	52000001	53000000	"."	1000000	682	853	817	604	NA	425	NA	NA	NA	NA	472	NA	586	0.426765	1	"M"	3097	4439	634.142857142857	0.606533036377134	0.0360894544347159	0.00354039494604161	FALSE	0.605043593415268	0.606533036377134	0.00130244872139543	0.0360894544347159	FALSE	FALSE
"29411"	"chrX-53"	"chrX_M"	53000001	54000000	"."	1000000	747	814	811	682	NA	404	NA	NA	NA	NA	542	NA	620	0.439136	1	"M"	3098	4620	660	0.609737827715356	0.0632607027842897	0.010764199699495	FALSE	0.633405102439233	0.609737827715356	0.00400191651676224	0.0632607027842897	FALSE	FALSE
"29421"	"chrX-54"	"chrX_M"	54000001	55000000	"."	1000000	705	822	763	639	NA	365	NA	NA	NA	NA	464	NA	682	0.423101	1	"M"	3099	4440	634.285714285714	0.615730337078652	0.0535884273744522	0.00757462123162083	FALSE	0.603378217193222	0.615730337078652	0.00287171954846694	0.0535884273744522	FALSE	FALSE
"29431"	"chrX-55"	"chrX_M"	55000001	56000000	"."	1000000	516	688	697	561	NA	378	NA	NA	NA	NA	340	NA	514	0.396223	1	"M"	3100	3694	527.714285714286	0.515355805243446	0.0246049780749186	0.00227945813193926	FALSE	0.502039205432478	0.515355805243446	0.000605404946067225	0.0246049780749186	FALSE	FALSE
"29441"	"chrX-56"	"chrX_M"	56000001	57000000	"."	1000000	541	663	713	463	NA	380	NA	NA	NA	NA	376	NA	575	0.394824	1	"M"	3101	3711	530.142857142857	0.509485094850949	0.0360176137305	0.00499766229262351	FALSE	0.506925068134214	0.509485094850949	0.0012972684988395	0.0360176137305	FALSE	FALSE
"29451"	"chrX-57"	"chrX_M"	57000001	58000000	"."	1000000	386	616	638	489	NA	306	NA	NA	NA	NA	309	NA	476	0.384128	1	"M"	3102	3220	460	0.451612903225806	0.0380271787756619	0.00709015172926704	FALSE	0.435621794378152	0.451612903225806	0.00144606632563615	0.0380271787756619	FALSE	FALSE
"29461"	"chrX-58"	"chrX_M"	58000001	59000000	"."	1000000	340	558	610	399	NA	269	NA	NA	NA	NA	312	NA	529	0.387248	1	"M"	3103	3017	431	0.417977528089888	0.0598211273935682	0.0204834601151663	FALSE	0.408678974024284	0.417977528089888	0.00357856728263752	0.0598211273935682	FALSE	FALSE
"29471"	"chrX-59"	"chrX_M"	59000001	60000000	"."	1000000	245	416	550	417	NA	285	NA	NA	NA	NA	275	NA	533	0.406103	1	"M"	3104	2721	388.714285714286	0.390815370196814	0.0854639585261396	0.047821449767674	FALSE	0.373328539470422	0.390815370196814	0.00730408820695771	0.0854639585261396	FALSE	FALSE
"29481"	"chrX-60"	"chrX_M"	60000001	61000000	"."	1000000	181	462	531	414	NA	247	NA	NA	NA	NA	282	NA	507	0.405978	1	"M"	3105	2624	374.857142857143	0.382113821138211	0.0946031670344106	0.061295114138786	FALSE	0.35757202113032	0.382113821138211	0.00894975921294059	0.0946031670344106	FALSE	FALSE
"29491"	"chrX-61"	"chrX_M"	61000001	62000000	"."	1000000	242	474	471	436	NA	265	NA	NA	NA	NA	237	NA	461	0.406068	1	"M"	3106	2586	369.428571428571	0.355056179775281	0.0673814341664841	0.036015242956559	FALSE	0.352231775166605	0.355056179775281	0.00454025767033223	0.0673814341664841	FALSE	FALSE
"29501"	"chrX-62"	"chrX_M"	62000001	63000000	"."	1000000	324	587	570	287	NA	252	NA	NA	NA	NA	198	NA	548	0.368139	1	"M"	3107	2766	395.142857142857	0.348547717842324	0.0961385859424393	0.0760800821784228	FALSE	0.367547321977214	0.348547717842324	0.00924262770701179	0.0961385859424393	FALSE	FALSE
"29511"	"chrX-63"	"chrX_M"	63000001	64000000	"."	1000000	570	608	625	507	NA	421	NA	NA	NA	NA	356	NA	563	0.391504	1	"M"	3108	3650	521.428571428571	0.482384823848238	0.0470317062223465	0.00950592090862878	FALSE	0.504090923120688	0.482384823848238	0.00221198139018511	0.0470317062223465	FALSE	FALSE
"29521"	"chrX-64"	"chrX_M"	64000001	65000000	"."	1000000	426	736	627	568	NA	339	NA	NA	NA	NA	411	NA	565	0.393517	1	"M"	3109	3672	524.571428571429	0.532333645735708	0.0582522022794234	0.0119744855780844	FALSE	0.501566673873575	0.532333645735708	0.00339331907040287	0.0582522022794234	FALSE	FALSE
"29531"	"chrX-65"	"chrX_M"	65000001	66000000	"."	1000000	579	679	768	503	NA	331	NA	NA	NA	NA	379	NA	569	0.404811	1	"M"	3110	3808	544	0.513550135501355	0.0401949291163739	0.00612599782044842	FALSE	0.515008611825648	0.513550135501355	0.00161563232667032	0.0401949291163739	FALSE	FALSE
"29541"	"chrX-66"	"chrX_M"	66000001	67000000	"."	1000000	400	528	606	488	NA	334	NA	NA	NA	NA	288	NA	525	0.382462	1	"M"	3111	3169	452.714285714286	0.44988864142539	0.045616393344453	0.010280916521746	FALSE	0.432664085390929	0.44988864142539	0.00208085534175585	0.045616393344453	FALSE	FALSE
"29551"	"chrX-67"	"chrX_M"	67000001	68000000	"."	1000000	348	488	592	395	NA	345	NA	NA	NA	NA	308	NA	510	0.378415	1	"M"	3112	2986	426.571428571429	0.417344173441734	0.0596767113917689	0.0204465978628795	FALSE	0.411484169559866	0.417344173441734	0.00356130988253648	0.0596767113917689	FALSE	FALSE
"29561"	"chrX-68"	"chrX_M"	68000001	69000000	"."	1000000	735	758	833	700	NA	403	NA	NA	NA	NA	433	NA	578	0.428996	1	"M"	3113	4440	634.285714285714	0.586720867208672	0.0535557777242975	0.00833200634052653	FALSE	0.603556437839693	0.586720867208672	0.00286822132765436	0.0535557777242975	FALSE	FALSE
"29571"	"chrX-69"	"chrX_M"	69000001	70000000	"."	1000000	686	707	776	598	NA	404	NA	NA	NA	NA	476	NA	598	0.429654	1	"M"	3114	4245	606.428571428571	0.567362428842505	0.0443835255978261	0.00611959172256086	FALSE	0.583056583389888	0.567362428842505	0.00196989734449288	0.0443835255978261	FALSE	FALSE
"29581"	"chrX-70"	"chrX_M"	70000001	71000000	"."	1000000	758	783	742	523	NA	367	NA	NA	NA	NA	460	NA	575	0.414659	1	"M"	3115	4208	601.142857142857	0.550853749072012	0.0756543444562759	0.0188623207566059	FALSE	0.573674462814017	0.550853749072012	0.00572357983510884	0.0756543444562759	FALSE	FALSE
"29591"	"chrX-71"	"chrX_M"	71000001	72000000	"."	1000000	843	933	803	693	NA	429	NA	NA	NA	NA	523	NA	612	0.450451	1	"M"	3116	4836	690.857142857143	0.649484536082474	0.0775800767220515	0.0142679894366874	FALSE	0.659818292803833	0.649484536082474	0.0060186683041994	0.0775800767220515	FALSE	FALSE
"29601"	"chrX-72"	"chrX_M"	72000001	73000000	"."	1000000	710	690	752	614	NA	431	NA	NA	NA	NA	442	NA	570	0.423292	1	"M"	3117	4209	601.285714285714	0.575445173383318	0.0485439504508772	0.00711643239868748	FALSE	0.579011946766653	0.575445173383318	0.00235651512537722	0.0485439504508772	FALSE	FALSE
"29611"	"chrX-73"	"chrX_M"	73000001	74000000	"."	1000000	452	631	682	476	NA	336	NA	NA	NA	NA	351	NA	549	0.390565	1	"M"	3118	3477	496.714285714286	0.472659176029963	0.033066635040274	0.00489422371446087	FALSE	0.472958020438201	0.472659176029963	0.00109340235288667	0.033066635040274	FALSE	FALSE
"29621"	"chrX-74"	"chrX_M"	74000001	75000000	"."	1000000	601	691	707	569	NA	406	NA	NA	NA	NA	421	NA	565	0.404504	1	"M"	3119	3960	565.714285714286	0.536053130929791	0.0210635243271859	0.0015439968265808	FALSE	0.544018016586776	0.536053130929791	0.000443672057081952	0.0210635243271859	FALSE	FALSE
"29631"	"chrX-75"	"chrX_M"	75000001	76000000	"."	1000000	536	604	580	460	NA	315	NA	NA	NA	NA	380	NA	540	0.388455	1	"M"	3120	3415	487.857142857143	0.452434456928839	0.0396964432077183	0.0076982470776201	FALSE	0.468620909867602	0.452434456928839	0.0015758076033436	0.0396964432077183	FALSE	FALSE
"29641"	"chrX-76"	"chrX_M"	76000001	77000000	"."	1000000	452	662	721	431	NA	357	NA	NA	NA	NA	342	NA	575	0.384126	1	"M"	3121	3540	505.714285714286	0.493775933609959	0.0531375075648931	0.0115809056114436	FALSE	0.480317782659302	0.493775933609959	0.00282359471020907	0.0531375075648931	FALSE	FALSE
"29651"	"chrX-77"	"chrX_M"	77000001	78000000	"."	1000000	624	655	711	547	NA	326	NA	NA	NA	NA	405	NA	548	0.39571	1	"M"	3122	3816	545.142857142857	0.519924098671727	0.042669592610691	0.00673530237386294	FALSE	0.519521107882301	0.519924098671727	0.00182069413356234	0.042669592610691	FALSE	FALSE
"29661"	"chrX-78"	"chrX_M"	78000001	79000000	"."	1000000	374	493	636	406	NA	311	NA	NA	NA	NA	314	NA	541	0.377928	1	"M"	3123	3075	439.285714285714	0.425474254742547	0.0583428170937745	0.0188030464136011	FALSE	0.420291096808927	0.425474254742547	0.00340388430643763	0.0583428170937745	FALSE	FALSE
"29671"	"chrX-79"	"chrX_M"	79000001	80000000	"."	1000000	344	512	493	347	NA	304	NA	NA	NA	NA	244	NA	454	0.365827	1	"M"	3124	2698	385.428571428571	0.365998515219005	0.0450648071501335	0.0151605999051195	FALSE	0.36850975541227	0.365998515219005	0.00203083684347872	0.0450648071501335	FALSE	FALSE
"29681"	"chrX-80"	"chrX_M"	80000001	81000000	"."	1000000	382	584	598	416	NA	330	NA	NA	NA	NA	259	NA	499	0.373639	1	"M"	3125	3068	438.285714285714	0.437453183520599	0.0489449385173706	0.0125185034044396	FALSE	0.415825841415625	0.437453183520599	0.00239560700646919	0.0489449385173706	FALSE	FALSE
"29691"	"chrX-81"	"chrX_M"	81000001	82000000	"."	1000000	370	450	539	344	NA	266	NA	NA	NA	NA	209	NA	455	0.364449	1	"M"	3126	2633	376.142857142857	0.347417840375587	0.0494636878161679	0.0202707002872636	FALSE	0.355691762410262	0.347417840375587	0.00244665641237531	0.0494636878161679	FALSE	FALSE
"29701"	"chrX-82"	"chrX_M"	82000001	83000000	"."	1000000	299	394	531	318	NA	290	NA	NA	NA	NA	195	NA	423	0.359835	1	"M"	3127	2450	350	0.298031865042174	0.0621398797819864	0.0434725800959639	FALSE	0.333540842175207	0.298031865042174	0.00386136465931973	0.0621398797819864	FALSE	FALSE
"29711"	"chrX-83"	"chrX_M"	83000001	84000000	"."	1000000	319	418	532	310	NA	263	NA	NA	NA	NA	190	NA	416	0.36114	1	"M"	3128	2448	349.714285714286	0.31310861423221	0.0541218907493703	0.0298783003316954	FALSE	0.330575238177102	0.31310861423221	0.00292917905828678	0.0541218907493703	FALSE	FALSE
"29721"	"chrX-84"	"chrX_M"	84000001	85000000	"."	1000000	314	392	527	334	NA	263	NA	NA	NA	NA	240	NA	392	0.362839	1	"M"	3129	2462	351.714285714286	0.32520325203252	0.0392546779199455	0.0145704537595369	FALSE	0.336231067658947	0.32520325203252	0.00154092973859866	0.0392546779199455	FALSE	FALSE
"29731"	"chrX-85"	"chrX_M"	85000001	86000000	"."	1000000	340	516	506	343	NA	279	NA	NA	NA	NA	236	NA	458	0.368533	1	"M"	3130	2678	382.571428571429	0.375649591685226	0.0444616147553001	0.0140089188792674	FALSE	0.363298247628471	0.375649591685226	0.00197683518664872	0.0444616147553001	FALSE	FALSE
"29741"	"chrX-86"	"chrX_M"	86000001	87000000	"."	1000000	278	405	488	344	NA	273	NA	NA	NA	NA	207	NA	411	0.363218	1	"M"	3131	2406	343.714285714286	0.322399250234302	0.0497524030062782	0.023814423749831	FALSE	0.328159100458659	0.322399250234302	0.00247530160489912	0.0497524030062782	FALSE	FALSE
"29751"	"chrX-87"	"chrX_M"	87000001	88000000	"."	1000000	323	421	520	358	NA	202	NA	NA	NA	NA	225	NA	450	0.35964	1	"M"	3132	2499	357	0.315355805243446	0.052352885592522	0.0275600237865891	FALSE	0.335917120537013	0.315355805243446	0.0027408246298637	0.052352885592522	FALSE	FALSE
"29761"	"chrX-88"	"chrX_M"	88000001	89000000	"."	1000000	335	413	491	313	NA	289	NA	NA	NA	NA	216	NA	388	0.357545	1	"M"	3133	2445	349.285714285714	0.314553990610329	0.0423423592152221	0.0181200631081876	FALSE	0.334614941989228	0.314553990610329	0.00179287538391091	0.0423423592152221	FALSE	FALSE
"29771"	"chrX-89"	"chrX_M"	89000001	90000000	"."	1000000	317	433	497	286	NA	247	NA	NA	NA	NA	183	NA	438	0.356168	1	"M"	3134	2401	343	0.32434456928839	0.0581961377772952	0.0321940093214072	FALSE	0.323452258037271	0.32434456928839	0.00338679045219392	0.0581961377772952	FALSE	FALSE
"29781"	"chrX-90"	"chrX_M"	90000001	91000000	"."	1000000	294	403	523	310	NA	258	NA	NA	NA	NA	215	NA	455	0.358491	1	"M"	3135	2458	351.142857142857	0.30187265917603	0.0593153387114548	0.0386088146710992	FALSE	0.333799518038213	0.30187265917603	0.0035183094064546	0.0593153387114548	FALSE	FALSE
"29791"	"chrX-91"	"chrX_M"	91000001	92000000	"."	1000000	350	459	501	308	NA	294	NA	NA	NA	NA	202	NA	510	0.361274	1	"M"	3136	2624	374.857142857143	0.343820224719101	0.072305159217572	0.0442258036950731	FALSE	0.356754123486146	0.343820224719101	0.00522803604947843	0.072305159217572	FALSE	FALSE
"29801"	"chrX-92"	"chrX_M"	92000001	93000000	"."	1000000	305	463	524	312	NA	242	NA	NA	NA	NA	215	NA	454	0.360761	1	"M"	3137	2515	359.285714285714	0.334716459197787	0.0550882706961894	0.0270872016897434	FALSE	0.338772444185449	0.334716459197787	0.00303471756829664	0.0550882706961894	FALSE	FALSE
"29811"	"chrX-93"	"chrX_M"	93000001	94000000	"."	1000000	329	474	524	339	NA	261	NA	NA	NA	NA	198	NA	445	0.364001	1	"M"	3138	2570	367.142857142857	0.355056179775281	0.0519247300452006	0.0213872202897218	FALSE	0.346027410699536	0.355056179775281	0.00269617759026696	0.0519247300452006	FALSE	FALSE
"29821"	"chrX-94"	"chrX_M"	94000001	95000000	"."	1000000	332	449	536	350	NA	318	NA	NA	NA	NA	256	NA	443	0.361093	1	"M"	3139	2684	383.428571428571	0.346883468834688	0.0500001687576771	0.0207766600235159	FALSE	0.368718796548447	0.346883468834688	0.00250001687579619	0.0500001687576771	FALSE	FALSE
"29831"	"chrX-95"	"chrX_M"	95000001	96000000	"."	1000000	293	405	468	321	NA	253	NA	NA	NA	NA	235	NA	451	0.359087	1	"M"	3140	2426	346.571428571429	0.318428184281843	0.0499425183287088	0.024599023899385	FALSE	0.33186045181891	0.318428184281843	0.00249425513701342	0.0499425183287088	FALSE	FALSE
"29841"	"chrX-96"	"chrX_M"	96000001	97000000	"."	1000000	395	480	573	380	NA	355	NA	NA	NA	NA	293	NA	454	0.36995	1	"M"	3141	2930	418.571428571429	0.397018970189702	0.0485686676097785	0.0149654528193521	FALSE	0.404391390323403	0.397018970189702	0.00235891547338915	0.0485686676097785	FALSE	FALSE
"29851"	"chrX-97"	"chrX_M"	97000001	98000000	"."	1000000	479	574	619	470	NA	356	NA	NA	NA	NA	347	NA	512	0.377742	1	"M"	3142	3357	479.571428571429	0.459539717891611	0.0230785151855445	0.00252214250535765	FALSE	0.461157983031312	0.459539717891611	0.000532617863169408	0.0230785151855445	FALSE	FALSE
"29861"	"chrX-98"	"chrX_M"	98000001	99000000	"."	1000000	285	378	583	327	NA	288	NA	NA	NA	NA	205	NA	456	0.365017	1	"M"	3143	2522	360.285714285714	0.306466729147142	0.0752979122110325	0.0603669456751823	FALSE	0.34268395546411	0.306466729147142	0.00566977558334035	0.0752979122110325	FALSE	FALSE
"29871"	"chrX-99"	"chrX_M"	99000001	100000000	"."	1000000	343	339	485	293	NA	276	NA	NA	NA	NA	169	NA	413	0.359967	1	"M"	3144	2318	331.142857142857	0.322065727699531	0.0647911576926101	0.040470862079189	FALSE	0.316177146564935	0.322065727699531	0.00419789411514867	0.0647911576926101	FALSE	FALSE
"29881"	"chrX-100"	"chrX_M"	100000001	101000000	"."	1000000	561	804	686	507	NA	370	NA	NA	NA	NA	306	NA	540	0.398664	1	"M"	3145	3774	539.142857142857	0.511756569847856	0.0563653573783039	0.01213102998886	FALSE	0.507453761269892	0.511756569847856	0.00317705351238392	0.0563653573783039	FALSE	FALSE
"29891"	"chrX-101"	"chrX_M"	101000001	102000000	"."	1000000	668	737	763	581	NA	405	NA	NA	NA	NA	361	NA	573	0.40883	1	"M"	3146	4088	584	0.552059925093633	0.040736560360203	0.00544497973525538	FALSE	0.554745770050139	0.552059925093633	0.00165946734998046	0.040736560360203	FALSE	FALSE
"29901"	"chrX-102"	"chrX_M"	102000001	103000000	"."	1000000	508	716	707	569	NA	408	NA	NA	NA	NA	370	NA	567	0.402721	1	"M"	3147	3845	549.285714285714	0.533270852858482	0.0282067815201915	0.00279776591811972	FALSE	0.525012408297799	0.533270852858482	0.000795622523727817	0.0282067815201915	FALSE	FALSE
"29911"	"chrX-103"	"chrX_M"	103000001	104000000	"."	1000000	666	841	689	624	NA	374	NA	NA	NA	NA	396	NA	568	0.407891	1	"M"	3148	4158	594	0.538899430740038	0.0497756293398321	0.00853135609972207	FALSE	0.563487546673241	0.538899430740038	0.00247761327617636	0.0497756293398321	FALSE	FALSE
"29921"	"chrX-104"	"chrX_M"	104000001	105000000	"."	1000000	503	645	697	512	NA	353	NA	NA	NA	NA	383	NA	474	0.39908	1	"M"	3149	3567	509.571428571429	0.48314606741573	0.0245721346770096	0.00258659763454653	FALSE	0.487095964331658	0.48314606741573	0.000603789802585096	0.0245721346770096	FALSE	FALSE
"29931"	"chrX-105"	"chrX_M"	105000001	106000000	"."	1000000	260	454	502	310	NA	275	NA	NA	NA	NA	203	NA	469	0.370283	1	"M"	3150	2473	353.285714285714	0.340074906367041	0.0700259602277784	0.0424003040834983	FALSE	0.335402785703695	0.340074906367041	0.0049036351058224	0.0700259602277784	FALSE	FALSE
"29941"	"chrX-106"	"chrX_M"	106000001	107000000	"."	1000000	418	457	651	438	NA	369	NA	NA	NA	NA	309	NA	491	0.380583	1	"M"	3151	3133	447.571428571429	0.41869918699187	0.0579679728276766	0.0191677877213565	FALSE	0.43193147530356	0.41869918699187	0.00336028587375026	0.0579679728276766	FALSE	FALSE
"29951"	"chrX-107"	"chrX_M"	107000001	108000000	"."	1000000	627	706	761	607	NA	419	NA	NA	NA	NA	468	NA	530	0.416928	1	"M"	3152	4118	588.285714285714	0.568884723523899	0.0422639351283252	0.00551939300506862	FALSE	0.566848230886193	0.568884723523899	0.00178624021253128	0.0422639351283252	FALSE	FALSE
"29961"	"chrX-108"	"chrX_M"	108000001	109000000	"."	1000000	386	495	536	364	NA	295	NA	NA	NA	NA	280	NA	478	0.379341	1	"M"	3153	2834	404.857142857143	0.37940379403794	0.0365349720580693	0.00927287104082242	FALSE	0.38760412731277	0.37940379403794	0.0013348041832839	0.0365349720580693	FALSE	FALSE
