""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"mean"	"sd"
"chr17-72"	"chr17"	72000001	73000000	"."	1000000	1.98815692079941	2.09725490196078	2.11169652265543	2.06570278180521	0.0675437674505941
"chr17-73"	"chr17"	73000001	74000000	"."	1000000	2.12583271650629	2.10196078431373	2.09905163329821	2.10894837803941	0.0146944361581507
"chr17-74"	"chr17"	74000001	75000000	"."	1000000	1.9940784603997	2.18352941176471	2.06533192834563	2.08097993350335	0.0956899200142736
"chr17-75"	"chr17"	75000001	76000000	"."	1000000	2.04441154700222	2.21647058823529	2.09694415173867	2.11927542899206	0.0881764870888886
"chr17-76"	"chr17"	76000001	77000000	"."	1000000	2.12583271650629	2.20392156862745	1.99367755532139	2.10781061348504	0.10627433100585
"chr17-77"	"chr17"	77000001	78000000	"."	1000000	2.10510732790526	2.16941176470588	2.11801896733404	2.13084601998172	0.0340171296229032
"chr17-78"	"chr17"	78000001	79000000	"."	1000000	2.01480384900074	2.0721568627451	2.20442571127503	2.09712880767362	0.0972461371378165
"chr17-79"	"chr17"	79000001	80000000	"."	1000000	2.00148038490007	2.22274509803922	2.13698630136986	2.12040392810305	0.111560520111313
"chr17-80"	"chr17"	80000001	81000000	"."	1000000	1.88897113249445	2.12549019607843	2.16859852476291	2.06101995111193	0.150549589807629
"chr17-81"	"chr17"	81000001	82000000	"."	1000000	1.78090303478905	1.84627450980392	1.9304531085353	1.85254355104276	0.0749718733787428
"chr17-82"	"chr17"	82000001	83000000	"."	1000000	2.00148038490007	2.07058823529412	2.02528977871444	2.03245279963621	0.0351063441284578
"chr17-83"	"chr17"	83000001	83257441	"."	257441	0.455958549222798	0.516078431372549	0.533192834562698	0.501743271719348	0.0405636081938396
"chr18-0"	"chr18"	1	1000000	"."	1000000	3.29681717246484	4.58196078431373	3.89884088514225	3.92587294730694	0.64299811435
"chr18-1"	"chr18"	1000001	2000000	"."	1000000	1.94966691339748	1.9356862745098	1.81032665964173	1.89855994918301	0.076731346941019
"chr18-2"	"chr18"	2000001	3000000	"."	1000000	2.02812731310141	2.13176470588235	2.07376185458377	2.07788462452251	0.0519415558063473
"chr18-3"	"chr18"	3000001	4000000	"."	1000000	2.09178386380459	1.95921568627451	2.1390937829294	2.06336444433617	0.0932458040141115
"chr18-4"	"chr18"	4000001	5000000	"."	1000000	2.00148038490007	1.92470588235294	1.88619599578504	1.93746075434602	0.0586910356279103
"chr18-5"	"chr18"	5000001	6000000	"."	1000000	1.98519615099926	2.02352941176471	2.26343519494204	2.09072025256867	0.150798535170294
"chr18-6"	"chr18"	6000001	7000000	"."	1000000	2.01628423390081	2.13960784313725	2.09694415173867	2.08427874292558	0.0626297659589883
"chr18-7"	"chr18"	7000001	8000000	"."	1000000	2.04441154700222	2.03294117647059	2.11169652265543	2.06301641537608	0.0425465272799071
"chr18-8"	"chr18"	8000001	9000000	"."	1000000	1.94670614359734	2.10509803921569	2.07165437302424	2.04115285194575	0.0834850599836253
"chr18-9"	"chr18"	9000001	10000000	"."	1000000	1.95410806809771	2.04549019607843	2.16016859852476	2.0532556209003	0.103249512913951
"chr18-10"	"chr18"	10000001	11000000	"."	1000000	1.98223538119911	2.02196078431373	2.10748155953635	2.03722590834973	0.0640032757434886
"chr18-11"	"chr18"	11000001	12000000	"."	1000000	1.92894152479645	1.96862745098039	1.98735511064278	1.96164136213987	0.0298268474838105
"chr18-12"	"chr18"	12000001	13000000	"."	1000000	1.98815692079941	1.93411764705882	2.19810326659642	2.04012594481822	0.139454961990466
"chr18-13"	"chr18"	13000001	14000000	"."	1000000	2.10066617320503	1.93411764705882	2.21285563751317	2.08254648592568	0.140249631482433
"chr18-14"	"chr18"	14000001	15000000	"."	1000000	2.0340488527017	1.9356862745098	1.9304531085353	1.9667294119156	0.0583590338965966
"chr18-15"	"chr18"	15000001	16000000	"."	1000000	2.68541820873427	2.46745098039216	2.22128556375132	2.45805158429258	0.232209042717969
"chr18-16"	"chr18"	16000001	17000000	"."	1000000	2.5980754996299	2.83764705882353	2.23393045310854	2.55655100385399	0.303992841718504
"chr18-17"	"chr18"	17000001	18000000	"."	1000000	2.53737971872687	2.78588235294118	2.16859852476291	2.49728686547698	0.310588809833664
"chr18-18"	"chr18"	18000001	19000000	"."	1000000	2.49444855662472	2.54745098039216	1.78292939936776	2.27494297879488	0.426919589603034
"chr18-19"	"chr18"	19000001	20000000	"."	1000000	2.32864544781643	2.29333333333333	1.66069546891465	2.09422475002147	0.375862294650669
"chr18-20"	"chr18"	20000001	21000000	"."	1000000	2.01628423390081	1.83529411764706	1.54478398314015	1.79878744489601	0.237860619866671
"chr18-21"	"chr18"	21000001	22000000	"."	1000000	1.97335307179867	2.10509803921569	2.22128556375132	2.09991222492189	0.124047570084544
"chr18-22"	"chr18"	22000001	23000000	"."	1000000	1.9940784603997	2.03921568627451	2.00421496311907	2.01250303659776	0.0236825127765071
"chr18-23"	"chr18"	23000001	24000000	"."	1000000	2.13619541080681	2.12705882352941	2.20021074815595	2.15448832749739	0.0398594294982788
"chr18-24"	"chr18"	24000001	25000000	"."	1000000	2.10510732790526	1.95607843137255	2.17702845100105	2.07940473675962	0.112695142695499
"chr18-25"	"chr18"	25000001	26000000	"."	1000000	2.05477424130274	1.89490196078431	1.99578503688093	1.98182041298933	0.0808458073116095
"chr18-26"	"chr18"	26000001	27000000	"."	1000000	1.91117690599556	1.93098039215686	1.95574288724974	1.93263339513405	0.0223289270995917
"chr18-27"	"chr18"	27000001	28000000	"."	1000000	1.96891191709845	1.96235294117647	1.77871443624868	1.90332643150787	0.10796697209398
"chr18-28"	"chr18"	28000001	29000000	"."	1000000	1.98815692079941	1.95921568627451	1.7913593256059	1.91291064422661	0.106256487132694
"chr18-29"	"chr18"	29000001	30000000	"."	1000000	1.73649148778682	1.92627450980392	1.76606954689146	1.80961184816074	0.102109489575424
"chr18-30"	"chr18"	30000001	31000000	"."	1000000	1.87712805329386	1.85411764705882	1.79768177028451	1.84297582354573	0.0408782722775557
"chr18-31"	"chr18"	31000001	32000000	"."	1000000	2.1139896373057	1.91686274509804	1.97892518440464	2.00325918893612	0.10079117392047
"chr18-32"	"chr18"	32000001	33000000	"."	1000000	2.00888230940044	2.05333333333333	1.94309799789252	2.0017712135421	0.0554606442278412
"chr18-33"	"chr18"	33000001	34000000	"."	1000000	1.87860843819393	1.81803921568627	1.80821917808219	1.83495561065413	0.0381219792088623
"chr18-34"	"chr18"	34000001	35000000	"."	1000000	1.93782383419689	2.01254901960784	1.95152792413066	1.9673002593118	0.0397811293388569
"chr18-35"	"chr18"	35000001	36000000	"."	1000000	2.07846039970392	1.98745098039216	2.07165437302424	2.04585525104011	0.0506939308224393
"chr18-36"	"chr18"	36000001	37000000	"."	1000000	1.95854922279793	2.00470588235294	2.04004214963119	2.00109908492735	0.0408660130391358
"chr18-37"	"chr18"	37000001	38000000	"."	1000000	2.01332346410067	2.13960784313725	1.97260273972603	2.04184468232132	0.087079108045163
"chr18-38"	"chr18"	38000001	39000000	"."	1000000	2.01924500370096	1.99058823529412	1.85247629083246	1.95410317660918	0.0891701773486362
"chr18-39"	"chr18"	39000001	40000000	"."	1000000	2.04441154700222	1.82117647058824	1.9072708113804	1.92428627632362	0.112586053180733
"chr18-40"	"chr18"	40000001	41000000	"."	1000000	2.02368615840118	1.94196078431373	1.71338250790306	1.89300981687266	0.160839164348049
"chr18-41"	"chr18"	41000001	42000000	"."	1000000	1.96150999259808	2	1.67123287671233	1.8775809564368	0.179735966550752
"chr18-42"	"chr18"	42000001	43000000	"."	1000000	2.00888230940044	1.93411764705882	1.81664910432034	1.91988302025987	0.0969039201163801
"chr18-43"	"chr18"	43000001	44000000	"."	1000000	1.88452997779423	2.06588235294118	1.87987355110643	1.94342862728061	0.106073591310418
"chr18-44"	"chr18"	44000001	45000000	"."	1000000	2.05329385640266	1.94823529411765	2.01053740779768	2.004022186106	0.0528314438816277
"chr18-45"	"chr18"	45000001	46000000	"."	1000000	1.9940784603997	2.05333333333333	2.10748155953635	2.05163111775646	0.0567207094177411
"chr18-46"	"chr18"	46000001	47000000	"."	1000000	2.07105847520355	1.99058823529412	2.1159114857745	2.05918606542406	0.0634995658506524
"chr18-47"	"chr18"	47000001	48000000	"."	1000000	2.04145077720207	2.20078431372549	2	2.08074503030919	0.106002895738694
"chr18-48"	"chr18"	48000001	49000000	"."	1000000	2.04589193190229	2.0878431372549	2.22128556375132	2.1183402109695	0.0915875818665557
"chr18-49"	"chr18"	49000001	50000000	"."	1000000	1.97631384159882	2.10980392156863	2.06743940990516	2.05118572435754	0.0682131738229322
"chr18-50"	"chr18"	50000001	51000000	"."	1000000	1.91413767579571	2.11294117647059	1.95995785036881	1.99567890087837	0.104104289331788
"chr18-51"	"chr18"	51000001	52000000	"."	1000000	2.01628423390081	2.02823529411765	2.10748155953635	2.05066702918494	0.0495643531619807
"chr18-52"	"chr18"	52000001	53000000	"."	1000000	2.03256846780163	1.9356862745098	1.77028451001054	1.91284641744066	0.132625272598566
"chr18-53"	"chr18"	53000001	54000000	"."	1000000	1.960029607698	1.99843137254902	1.90516332982086	1.9545414366893	0.0468756009492238
"chr18-54"	"chr18"	54000001	55000000	"."	1000000	1.94226498889711	1.94509803921569	2.0231822971549	1.97018177508923	0.0459216511893009
"chr18-55"	"chr18"	55000001	56000000	"."	1000000	1.91857883049593	2.04862745098039	2.26343519494204	2.07688049213946	0.174155544774778
"chr18-56"	"chr18"	56000001	57000000	"."	1000000	2.02220577350111	2.07529411764706	2.30347734457323	2.1336590785738	0.149443218887076
"chr18-57"	"chr18"	57000001	58000000	"."	1000000	1.97187268689859	2.07372549019608	2.05900948366702	2.0348692202539	0.0550505460747684
"chr18-58"	"chr18"	58000001	59000000	"."	1000000	2.05329385640266	1.90901960784314	2.17702845100105	2.04644730508229	0.134135533888109
"chr18-59"	"chr18"	59000001	60000000	"."	1000000	2.01036269430052	2.05019607843137	2.01896733403583	2.02650870225591	0.0209601717264473
"chr18-60"	"chr18"	60000001	61000000	"."	1000000	1.98667653589933	2.03921568627451	1.85458377239199	1.96015866485528	0.0951295643820167
"chr18-61"	"chr18"	61000001	62000000	"."	1000000	2.02072538860104	2.0078431372549	2.10748155953635	2.0453500284641	0.0541916364854701
"chr18-62"	"chr18"	62000001	63000000	"."	1000000	1.92894152479645	2.05803921568627	1.98946259220232	1.99214777756168	0.0645907200268116
"chr18-63"	"chr18"	63000001	64000000	"."	1000000	2.07549962990378	2.05960784313725	2.1854583772392	2.10685528342674	0.0685344584083472
"chr18-64"	"chr18"	64000001	65000000	"."	1000000	1.95706883789785	2.06745098039216	1.88198103266596	1.96883361698532	0.093292994901128
"chr18-65"	"chr18"	65000001	66000000	"."	1000000	1.87268689859363	1.91372549019608	1.72602739726027	1.83747992868333	0.0986777156739724
"chr18-66"	"chr18"	66000001	67000000	"."	1000000	1.8060695780903	1.83058823529412	1.6986301369863	1.77842931679024	0.0701870569322125
"chr18-67"	"chr18"	67000001	68000000	"."	1000000	1.94226498889711	1.88705882352941	1.78714436248683	1.87215605830445	0.0786267861036716
"chr18-68"	"chr18"	68000001	69000000	"."	1000000	1.87268689859363	1.99372549019608	1.87987355110643	1.91542864663205	0.067902200094347
"chr18-69"	"chr18"	69000001	70000000	"."	1000000	1.89489267209474	1.93098039215686	1.768177028451	1.8646833642342	0.0855025468599943
"chr18-70"	"chr18"	70000001	71000000	"."	1000000	2.05181347150259	2.02352941176471	2.08219178082192	2.0525115546964	0.0293374142684772
"chr18-71"	"chr18"	71000001	72000000	"."	1000000	1.92894152479645	1.96235294117647	1.73234984193888	1.87454810263727	0.124275257776293
"chr18-72"	"chr18"	72000001	73000000	"."	1000000	1.84307920059215	1.9278431372549	1.79557428872497	1.85549887552401	0.0670033455651134
"chr18-73"	"chr18"	73000001	74000000	"."	1000000	2.02220577350111	1.84	1.90516332982086	1.92245636777399	0.0923256348232748
"chr18-74"	"chr18"	74000001	75000000	"."	1000000	2.01628423390081	2.13019607843137	2.23814541622761	2.1282085761866	0.110943943862387
"chr18-75"	"chr18"	75000001	76000000	"."	1000000	1.98667653589933	2.00470588235294	2.05900948366702	2.01679730063976	0.0376519007532265
"chr18-76"	"chr18"	76000001	77000000	"."	1000000	2.02368615840118	1.93098039215686	2.26343519494204	2.07270058183336	0.171561531970384
"chr18-77"	"chr18"	77000001	78000000	"."	1000000	2.04293116210215	2.11137254901961	2.07797681770285	2.07742684294153	0.0342240078742243
"chr18-78"	"chr18"	78000001	79000000	"."	1000000	2.09178386380459	2.07686274509804	2.13277133825079	2.10047264905114	0.028949333997097
"chr18-79"	"chr18"	79000001	80000000	"."	1000000	2.01184307920059	1.98117647058824	2.10537407797682	2.03279787592188	0.0646961285509809
"chr18-80"	"chr18"	80000001	80373285	"."	373285	0.510732790525537	0.567843137254902	0.520547945205479	0.533041290995306	0.0305362193575959
"chr19-0"	"chr19"	1	1000000	"."	1000000	1.89933382679497	1.7756862745098	1.9768177028451	1.88394593471662	0.101444828764261
"chr19-1"	"chr19"	1000001	2000000	"."	1000000	1.71132494448557	1.98901960784314	1.81875658587987	1.83970037940286	0.140027009464848
"chr19-2"	"chr19"	2000001	3000000	"."	1000000	1.90821613619541	1.93098039215686	2.05057955742887	1.96325869526038	0.076473868509158
"chr19-3"	"chr19"	3000001	4000000	"."	1000000	2.0059215396003	1.95294117647059	1.89673340358272	1.95186537321787	0.0546020171443069
"chr19-4"	"chr19"	4000001	5000000	"."	1000000	2.01628423390081	1.92	2.14541622760801	2.02723348716961	0.113106293050451
"chr19-5"	"chr19"	5000001	6000000	"."	1000000	2.05773501110289	2.08941176470588	2.0463645943098	2.06450379003952	0.0223075546843918
"chr19-6"	"chr19"	6000001	7000000	"."	1000000	1.90969652109548	1.86509803921569	1.9304531085353	1.90174922294882	0.0333944745776428
"chr19-7"	"chr19"	7000001	8000000	"."	1000000	2.08882309400444	2.09725490196078	1.91148577449947	2.03252125682157	0.10490455105504
"chr19-8"	"chr19"	8000001	9000000	"."	1000000	2.21317542561066	2.2243137254902	2.2550052687039	2.23083147326825	0.021663211220293
"chr19-9"	"chr19"	9000001	10000000	"."	1000000	2.05773501110289	2.01098039215686	1.86512118018967	1.97794552781647	0.100466405635202
"chr19-10"	"chr19"	10000001	11000000	"."	1000000	1.95558845299778	2.01882352941176	1.8840885142255	1.95283349887835	0.0674097426820548
"chr19-11"	"chr19"	11000001	12000000	"."	1000000	1.9659511472983	2.08156862745098	1.9072708113804	1.98493019537656	0.088685316547956
"chr19-12"	"chr19"	12000001	13000000	"."	1000000	2.14655810510733	1.97019607843137	2.00842992623815	2.04172803659228	0.0927764206475966
"chr19-13"	"chr19"	13000001	14000000	"."	1000000	1.94522575869726	2.14117647058824	2.1159114857745	2.06743790502	0.106590038915544
"chr19-14"	"chr19"	14000001	15000000	"."	1000000	1.97927461139896	2.02823529411765	1.89462592202318	1.96737860917993	0.0675943949559852
"chr19-15"	"chr19"	15000001	16000000	"."	1000000	2.0059215396003	2.13647058823529	2.02528977871444	2.05589396885001	0.0704501658285234
"chr19-16"	"chr19"	16000001	17000000	"."	1000000	2.11843079200592	2.16313725490196	2.12434141201264	2.13530315297351	0.0242855261388044
"chr19-17"	"chr19"	17000001	18000000	"."	1000000	1.96150999259808	2.07843137254902	2.14541622760801	2.0617858642517	0.0930762081777038
"chr19-18"	"chr19"	18000001	19000000	"."	1000000	2.0680977054034	1.99686274509804	1.89041095890411	1.98512380313518	0.0894231348096322
"chr19-19"	"chr19"	19000001	20000000	"."	1000000	1.99111769059956	1.92313725490196	2.20231822971549	2.03885772507234	0.145584468069416
"chr19-20"	"chr19"	20000001	21000000	"."	1000000	2.01480384900074	1.92	1.86933614330875	1.93471333076983	0.0738415528451287
"chr19-21"	"chr19"	21000001	22000000	"."	1000000	2.05329385640266	1.93882352941176	1.69652265542676	1.8962133470804	0.182162408828443
"chr19-22"	"chr19"	22000001	23000000	"."	1000000	1.94522575869726	2.03607843137255	1.6754478398314	1.88558400996707	0.187567213373036
"chr19-23"	"chr19"	23000001	24000000	"."	1000000	2.02516654330126	2.02980392156863	1.94099051633298	1.99865366040096	0.0499915488572978
"chr19-24"	"chr19"	24000001	25000000	"."	1000000	1.14137675795707	1.17019607843137	1.42676501580611	1.24611261739818	0.157111759891017
"chr19-25"	"chr19"	25000001	26000000	"."	1000000	0	0	0	0	0
"chr19-26"	"chr19"	26000001	27000000	"."	1000000	0	0	0	0	0
"chr19-27"	"chr19"	27000001	28000000	"."	1000000	1.80162842339008	1.86196078431373	1.85036880927292	1.83798600565891	0.0320156026440636
"chr19-28"	"chr19"	28000001	29000000	"."	1000000	1.93634344929682	2.10509803921569	1.92623814541623	1.98922654464291	0.100474781574913
"chr19-29"	"chr19"	29000001	30000000	"."	1000000	2.16876387860844	2.11450980392157	2.00632244467861	2.09653204240287	0.0826994848606212
"chr19-30"	"chr19"	30000001	31000000	"."	1000000	2.15544041450777	2.18823529411765	1.97471022128556	2.10612864330366	0.114986856929179
"chr19-31"	"chr19"	31000001	32000000	"."	1000000	2.06069578090303	1.94666666666667	1.97049525816649	1.9926192352454	0.0601478386538007
"chr19-32"	"chr19"	32000001	33000000	"."	1000000	2.05921539600296	2.13019607843137	1.99367755532139	2.06102967658524	0.0682773424977575
"chr19-33"	"chr19"	33000001	34000000	"."	1000000	2.09918578830496	2.06901960784314	2.24025289778714	2.13615276464508	0.0914063887321911
"chr19-34"	"chr19"	34000001	35000000	"."	1000000	2.14359733530718	2.04235294117647	1.99578503688093	2.06057843778819	0.0755727823794441
"chr19-35"	"chr19"	35000001	36000000	"."	1000000	1.9659511472983	2.05019607843137	1.95574288724974	1.9906300376598	0.0518376026953894
"chr19-36"	"chr19"	36000001	37000000	"."	1000000	2.07549962990378	2.16627450980392	2.07165437302424	2.10447617091064	0.053553454768051
"chr19-37"	"chr19"	37000001	38000000	"."	1000000	2.15692079940785	2.1443137254902	2.0695468914647	2.12359380545425	0.0472285534611896
"chr19-38"	"chr19"	38000001	39000000	"."	1000000	2.13027387120651	2.05960784313725	1.90516332982086	2.03168168138821	0.115124245245128
"chr19-39"	"chr19"	39000001	40000000	"."	1000000	2.06661732050333	2.05803921568627	2.2550052687039	2.1265539349645	0.111324771839585
"chr19-40"	"chr19"	40000001	41000000	"."	1000000	2.0680977054034	1.93882352941176	1.80611169652266	1.93767764377927	0.130996763329206
"chr19-41"	"chr19"	41000001	42000000	"."	1000000	1.95114729829756	1.96705882352941	2.23814541622761	2.05211717935153	0.161301496723431
"chr19-42"	"chr19"	42000001	43000000	"."	1000000	1.8860103626943	2.19137254901961	2.08219178082192	2.05319156417861	0.154732917097048
"chr19-43"	"chr19"	43000001	44000000	"."	1000000	2.08142116950407	2.18823529411765	2.04004214963119	2.1032328710843	0.0764664289905366
"chr19-44"	"chr19"	44000001	45000000	"."	1000000	2.05033308660252	2.02039215686275	1.85458377239199	1.97510300528575	0.105440878891423
"chr19-45"	"chr19"	45000001	46000000	"."	1000000	1.96891191709845	2.08941176470588	2.00421496311907	2.02084621497447	0.0619475764018419
"chr19-46"	"chr19"	46000001	47000000	"."	1000000	2.02220577350111	2.10196078431373	2.16649104320337	2.09688586700607	0.0722763851650266
"chr19-47"	"chr19"	47000001	48000000	"."	1000000	2.32420429311621	2.09254901960784	2.28451001053741	2.23375444108715	0.123887599495364
"chr19-48"	"chr19"	48000001	49000000	"."	1000000	2.06069578090303	2.11921568627451	2.18124341412013	2.12038496043256	0.0602823222023101
"chr19-49"	"chr19"	49000001	50000000	"."	1000000	1.98223538119911	2.04235294117647	1.93466807165437	1.98641879800999	0.0539641873204622
"chr19-50"	"chr19"	50000001	51000000	"."	1000000	2.32272390821614	2.24313725490196	2.25711275026344	2.27432463779384	0.0424934777431464
"chr19-51"	"chr19"	51000001	52000000	"."	1000000	2.05329385640266	2.10039215686275	2.03582718651212	2.06317106659251	0.0333965314058978
"chr19-52"	"chr19"	52000001	53000000	"."	1000000	2.10214655810511	2.10039215686275	1.94099051633298	2.04784307710028	0.0925411896823589
"chr19-53"	"chr19"	53000001	54000000	"."	1000000	1.95706883789785	1.98117647058824	2.10958904109589	2.01594478319399	0.0819892051856913
"chr19-54"	"chr19"	54000001	55000000	"."	1000000	2.05181347150259	2.01725490196078	1.98946259220232	2.01951032188856	0.0312365687402965
"chr19-55"	"chr19"	55000001	56000000	"."	1000000	1.90229459659511	2.05647058823529	1.9768177028451	1.97852762922517	0.0771022177743748
"chr19-56"	"chr19"	56000001	57000000	"."	1000000	2.13175425610659	2.21647058823529	1.95785036880927	2.10202507105038	0.131848294668798
"chr19-57"	"chr19"	57000001	58000000	"."	1000000	2.04441154700222	2.11137254901961	1.93466807165437	2.03015072255873	0.0892112460152091
"chr19-58"	"chr19"	58000001	58617616	"."	617616	1.27757216876388	1.22980392156863	1.17597471022129	1.2277836001846	0.0508288517423869
"chr20-0"	"chr20"	1	1000000	"."	1000000	2.01332346410067	1.94039215686275	1.92202318229715	1.95857960108686	0.0482910210070566
"chr20-1"	"chr20"	1000001	2000000	"."	1000000	2.09770540340489	2.02666666666667	2.19810326659642	2.10749177888932	0.0861362688285841
"chr20-2"	"chr20"	2000001	3000000	"."	1000000	1.97927461139896	2.09098039215686	2.24657534246575	2.10561011534053	0.134249550492853
"chr20-3"	"chr20"	3000001	4000000	"."	1000000	2.03108808290155	2.13333333333333	2.05900948366702	2.07447696663397	0.0528484160686389
"chr20-4"	"chr20"	4000001	5000000	"."	1000000	2.24722427831236	2.08313725490196	2.24446786090622	2.19160979804018	0.09395008738891
"chr20-5"	"chr20"	5000001	6000000	"."	1000000	2.06513693560326	2.24313725490196	2.13066385669125	2.14631268239882	0.0900260669313591
"chr20-6"	"chr20"	6000001	7000000	"."	1000000	2.03700962250185	2.01882352941176	1.94731296101159	2.0010487043084	0.0474165696377953
"chr20-7"	"chr20"	7000001	8000000	"."	1000000	2.09918578830496	1.95450980392157	2.09483667017914	2.04951075413522	0.0823019690726825
"chr20-8"	"chr20"	8000001	9000000	"."	1000000	2.00148038490007	2.01098039215686	1.99789251844046	2.00345109849913	0.00676283177901383
"chr20-9"	"chr20"	9000001	10000000	"."	1000000	2.13471502590674	1.87921568627451	2.03582718651212	2.01658596623112	0.128831853811673
"chr20-10"	"chr20"	10000001	11000000	"."	1000000	2.05181347150259	2.02980392156863	2.14752370916754	2.07638036741292	0.0625870304383049
"chr20-11"	"chr20"	11000001	12000000	"."	1000000	2.01776461880089	1.99686274509804	2.05479452054795	2.02314062814896	0.0293376679215899
"chr20-12"	"chr20"	12000001	13000000	"."	1000000	2.07105847520355	2.13176470588235	1.93888303477345	2.04723540528645	0.0986229626286268
"chr20-13"	"chr20"	13000001	14000000	"."	1000000	1.95854922279793	2.04549019607843	2.13277133825079	2.04560358570905	0.0871111130747617
"chr20-14"	"chr20"	14000001	15000000	"."	1000000	1.95410806809771	1.93254901960784	1.89041095890411	1.92568934886989	0.0323978663167825
"chr20-15"	"chr20"	15000001	16000000	"."	1000000	2.01628423390081	1.93098039215686	1.87776606954689	1.94167689853486	0.0698758320202051
"chr20-16"	"chr20"	16000001	17000000	"."	1000000	2.09770540340489	2.03607843137255	1.98524762908325	2.03967715462023	0.0563151920719823
"chr20-17"	"chr20"	17000001	18000000	"."	1000000	1.98223538119911	2.04078431372549	2.21917808219178	2.08073259237213	0.123419445848486
"chr20-18"	"chr20"	18000001	19000000	"."	1000000	2.16728349370836	2.1678431372549	1.89673340358272	2.07728667818199	0.156363972917728
"chr20-19"	"chr20"	19000001	20000000	"."	1000000	1.95262768319763	2.27137254901961	2.16859852476291	2.13086625232672	0.162687939501878
"chr20-20"	"chr20"	20000001	21000000	"."	1000000	2.11547002220577	2.27450980392157	2.04847207586934	2.14615063399889	0.11610012308673
"chr20-21"	"chr20"	21000001	22000000	"."	1000000	2.10066617320503	2.04078431372549	1.95152792413066	2.03099280368706	0.0750497140958355
"chr20-22"	"chr20"	22000001	23000000	"."	1000000	2.1539600296077	2.06117647058824	2.01053740779768	2.07522463599787	0.0727359974513799
"chr20-23"	"chr20"	23000001	24000000	"."	1000000	1.94966691339748	2.11137254901961	2.20021074815595	2.08708340352435	0.127025687266542
"chr20-24"	"chr20"	24000001	25000000	"."	1000000	2.05181347150259	2.13176470588235	1.98103266596417	2.05487028111637	0.0754124991512358
"chr20-25"	"chr20"	25000001	26000000	"."	1000000	2.14063656550703	2.1756862745098	2.09483667017914	2.13705317006532	0.0405437439351021
"chr20-26"	"chr20"	26000001	27000000	"."	1000000	2.34937083641747	2.7356862745098	2.51422550052687	2.53309420381805	0.193847686083781
"chr20-27"	"chr20"	27000001	28000000	"."	1000000	2.57290895632865	3.21254901960784	3.66069546891465	3.14871781495038	0.546695245321396
"chr20-28"	"chr20"	28000001	29000000	"."	1000000	2.89267209474463	2.93333333333333	3.30663856691254	3.04421466499684	0.22817331637023
"chr20-29"	"chr20"	29000001	30000000	"."	1000000	2.94448556624722	2.36235294117647	2.57112750263435	2.62598867001935	0.294918478664995
"chr20-30"	"chr20"	30000001	31000000	"."	1000000	2.24278312361214	2.05176470588235	2.02739726027397	2.10731502992282	0.117949762217787
"chr20-31"	"chr20"	31000001	32000000	"."	1000000	2.53737971872687	2.60705882352941	2.98208640674394	2.70884164966674	0.239187828628788
"chr20-32"	"chr20"	32000001	33000000	"."	1000000	2.07846039970392	1.9843137254902	2.08851422550053	2.05042945023155	0.0574781406000823
"chr20-33"	"chr20"	33000001	34000000	"."	1000000	2.09474463360474	2.16313725490196	1.98314014752371	2.0803406786768	0.0908589296894309
"chr20-34"	"chr20"	34000001	35000000	"."	1000000	2.01924500370096	2.16627450980392	2.07586933614331	2.0871296165494	0.0741587105628048
"chr20-35"	"chr20"	35000001	36000000	"."	1000000	1.96891191709845	1.92	2.0695468914647	1.98615293618772	0.076249640924506
"chr20-36"	"chr20"	36000001	37000000	"."	1000000	1.96150999259808	1.95764705882353	2.20231822971549	2.04049176037903	0.140159142398077
"chr20-37"	"chr20"	37000001	38000000	"."	1000000	1.96150999259808	1.98588235294118	2.07165437302424	2.00634890618783	0.0578541786409094
"chr20-38"	"chr20"	38000001	39000000	"."	1000000	2.21465581051073	2.06274509803922	1.89673340358272	2.05804477071089	0.159013313953488
"chr20-39"	"chr20"	39000001	40000000	"."	1000000	1.96891191709845	2.05490196078431	2.07376185458377	2.03252524415551	0.0558919979333675
"chr20-40"	"chr20"	40000001	41000000	"."	1000000	2.14063656550703	1.90901960784314	2.13487881981033	2.06151166438683	0.132093369972043
"chr20-41"	"chr20"	41000001	42000000	"."	1000000	1.9940784603997	2.08156862745098	2.14330874604847	2.07298527796639	0.0749844980978353
"chr20-42"	"chr20"	42000001	43000000	"."	1000000	2.08586232420429	2.12862745098039	2.02950474183351	2.08133150567273	0.0497164369658451
"chr20-43"	"chr20"	43000001	44000000	"."	1000000	2.09622501850481	2.02196078431373	1.99367755532139	2.03728778604664	0.0529639810430577
"chr20-44"	"chr20"	44000001	45000000	"."	1000000	1.97631384159882	1.97333333333333	2.05268703898841	2.00077807130685	0.0449791790910392
"chr20-45"	"chr20"	45000001	46000000	"."	1000000	2.00444115470022	1.98588235294118	1.88619599578504	1.95883983447548	0.0635920809177137
"chr20-46"	"chr20"	46000001	47000000	"."	1000000	2.17172464840859	2.10196078431373	2.08851422550053	2.12073321940761	0.0446687458929639
"chr20-47"	"chr20"	47000001	48000000	"."	1000000	2.06661732050333	2.15843137254902	2.09694415173867	2.10733094826367	0.0467800084950927
"chr20-48"	"chr20"	48000001	49000000	"."	1000000	2.16876387860844	1.98745098039216	2.14541622760801	2.1005436955362	0.0986344253584843
