""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"mean"	"sd"
"chr14-17"	"chr14"	17000001	18000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr14-18"	"chr14"	18000001	19000000	"."	1000000	1.41552062868369	1.80338983050847	1.60511363636364	1.52475247524752	1.57292307692308	1.46924428822496	1.51980198019802	1.56850393700787	1.29553679131484	1.58697261287935	1.55294117647059	1.90937829293994	1.59838274932615	1.50235626767201	1.64320154291225	1.48819497334349	1.21626617375231	1.2578313253012	1.55699481865285	1.5309108725117	0.166087437722081
"chr14-19"	"chr14"	19000001	20000000	"."	1000000	2.07858546168959	2.88813559322034	2.05681818181818	2.18811881188119	2.01969230769231	1.94112478031634	2.11386138613861	2.02677165354331	2.05790108564536	2.07846039970392	2.47058823529412	3.62697576396207	2.56064690026954	2.30537229029218	3.23625843780135	2.18278750952018	1.63401109057301	1.62730923694779	2.3160621761658	2.28470954223554	0.501722517958838
"chr14-20"	"chr14"	20000001	21000000	"."	1000000	1.94597249508841	2.12203389830508	2.01420454545455	2.03960396039604	2.09046153846154	2.06326889279438	2.08910891089109	1.83149606299213	2.1254523522316	1.90229459659511	1.99058823529412	2.08008429926238	2.11859838274933	2.05089538171536	2.02121504339441	2.04417364813404	1.96487985212569	1.99357429718876	2.15025906735751	2.03358765581219	0.0821123025806053
"chr14-21"	"chr14"	21000001	22000000	"."	1000000	2.00392927308448	2.15593220338983	1.80681818181818	2.20792079207921	2.07323076923077	1.9402460456942	1.93564356435644	1.99685039370079	1.89384800965018	1.8860103626943	1.93882352941176	2	2.19676549865229	1.90009425070688	1.88813886210222	2.10662604722011	1.99815157116451	1.81847389558233	1.9740932642487	1.9853471849888	0.117401663850404
"chr14-22"	"chr14"	22000001	23000000	"."	1000000	1.92829076620825	1.73898305084746	1.75	1.58415841584158	1.86338461538462	1.94639718804921	2.03712871287129	1.93543307086614	1.85042219541616	1.92450037009623	1.95921568627451	1.92202318229715	1.76549865229111	1.87935909519321	1.99807135969142	1.81264280274181	1.85582255083179	1.66907630522088	2.07772020725389	1.86832253828298	0.125420997988068
"chr14-23"	"chr14"	23000001	24000000	"."	1000000	2.14931237721022	2.24067796610169	2.07954545454545	2.23762376237624	2.23261538461538	2.07820738137083	2.2029702970297	2.11496062992126	1.96381182147165	2.02368615840118	2.13960784313725	1.91148577449947	1.73854447439353	1.95852968897267	1.87078109932498	2.06092916984006	2.07948243992606	1.86184738955823	1.98445595854922	2.04889868796027	0.140939480886005
"chr14-24"	"chr14"	24000001	25000000	"."	1000000	2.09135559921415	1.89152542372881	1.98011363636364	1.78217821782178	2.18646153846154	2.07820738137083	2.35148514851485	1.88976377952756	2.12062726176116	2.07105847520355	2.08470588235294	2.22760800842993	2.03234501347709	2.12252591894439	2.15236258437801	2.11576542269612	2.15157116451017	2.03373493975904	2.14248704663212	2.07925697069198	0.129282373376267
"chr14-25"	"chr14"	25000001	26000000	"."	1000000	2.00098231827112	1.94576271186441	2.20170454545455	2.14851485148515	1.97046153846154	2.11599297012302	1.97772277227723	1.94173228346457	1.95416164053076	1.94226498889711	1.98274509803922	1.91359325605901	1.99730458221024	2.06974552309142	1.97685631629701	1.85376999238385	2.0184842883549	2.07550200803213	1.87305699481865	1.99791361474294	0.0900509912662396
"chr14-26"	"chr14"	26000001	27000000	"."	1000000	1.88408644400786	1.95593220338983	2.08238636363636	2.12871287128713	1.87261538461538	1.8725834797891	1.77970297029703	1.89448818897638	2.01930036188179	1.85048112509252	1.91529411764706	1.88830347734457	1.95417789757412	2.01131008482564	2.06750241080039	1.86443259710586	1.80776340110906	1.96465863453815	1.8860103626943	1.93156538824277	0.0944619216196913
"chr14-27"	"chr14"	27000001	28000000	"."	1000000	1.77897838899804	2.13898305084746	1.88636363636364	2.26732673267327	1.82461538461538	1.94551845342707	1.78712871287129	1.97637795275591	1.90108564535585	1.94522575869726	1.84156862745098	1.78925184404636	1.85175202156334	1.94156456173421	2.02507232401157	1.97410510281797	1.79667282809612	1.94698795180723	1.87823834196891	1.92088512211062	0.124986381571988
"chr14-28"	"chr14"	28000001	29000000	"."	1000000	1.77603143418468	2.12203389830508	1.96022727272727	2.63366336633663	1.86953846153846	1.80931458699473	1.82920792079208	1.88818897637795	2.06996381182147	1.93486306439674	1.83686274509804	1.79768177028451	1.95148247978437	2.01696512723845	1.97107039537126	1.98476770753998	1.77079482439926	1.9710843373494	1.72538860103627	1.94311214639877	0.198733100697191
"chr14-29"	"chr14"	29000001	30000000	"."	1000000	1.92337917485265	1.95593220338983	2.09375	2.15841584158416	1.80861538461538	1.90597539543058	1.71534653465347	1.93385826771654	1.85283474065139	1.92450037009623	2.00470588235294	1.74920969441517	1.80323450134771	1.99434495758718	1.9672131147541	2.03655750190404	1.88170055452865	2.05461847389558	1.91968911917098	1.93073061647087	0.114568091851567
"chr14-30"	"chr14"	30000001	31000000	"."	1000000	1.95383104125737	1.76271186440678	2.13920454545455	1.79207920792079	1.93415384615385	1.99472759226714	2.01485148514851	1.95590551181102	2.07961399276236	2.12731310140637	2.05803921568627	2.04004214963119	2.14016172506739	1.85673892554194	2.07135969141755	2.03351104341203	1.92236598890943	2.11566265060241	2.17357512953368	2.00872887938898	0.117748158008038
"chr14-31"	"chr14"	31000001	32000000	"."	1000000	1.91944990176817	2.05762711864407	1.92329545454545	2.13861386138614	2.05784615384615	1.89718804920914	2.1039603960396	2.04724409448819	2.04101326899879	1.93930421909697	1.92627450980392	2.07797681770285	2.03504043126685	1.98868991517436	1.96335583413693	2.01675552170602	1.95933456561922	2.01124497991968	2.1839378238342	2.01516594300983	0.079220916809058
"chr14-32"	"chr14"	32000001	33000000	"."	1000000	1.93320235756385	2.16949152542373	2.00852272727273	2.21782178217822	1.94215384615385	2.03602811950791	2.05940594059406	1.89763779527559	2.45597104945718	2.09474463360474	2.02196078431373	2.0463645943098	2.04312668463612	1.99811498586239	2.01350048216008	2.00761614623001	2.05175600739372	1.9566265060241	2	2.0502129456822	0.124194263500434
"chr14-33"	"chr14"	33000001	34000000	"."	1000000	1.96365422396857	1.96949152542373	2.18465909090909	2.03960396039604	1.98830769230769	1.93936731107206	1.80445544554455	1.97165354330709	1.8962605548854	2.14655810510733	1.99058823529412	2.17070600632244	2.1266846361186	1.93025447690858	2.05785920925747	1.96191926884996	2.19593345656192	2.03373493975904	2.06217616580311	2.02283514988404	0.10578841697166
"chr14-34"	"chr14"	34000001	35000000	"."	1000000	2.02062868369352	1.97627118644068	2.00568181818182	2.16831683168317	1.90092307692308	1.91212653778559	1.83910891089109	2.00472440944882	2.11097708082027	2.01332346410067	1.98588235294118	2.18967334035827	1.88679245283019	1.85673892554194	1.87849566055931	1.93602437166794	2.07393715341959	1.96947791164659	2.04663212435233	1.98819664701505	0.0998855054155776
"chr14-35"	"chr14"	35000001	36000000	"."	1000000	1.91060903732809	1.97627118644068	2.11079545454545	2.02970297029703	1.96246153846154	1.92706502636204	2.08415841584158	1.91338582677165	1.8648974668275	1.98075499629904	1.99843137254902	2.07586933614331	1.90835579514825	2.07540056550424	1.91128254580521	1.91165270373191	1.96487985212569	1.91807228915663	1.88341968911917	1.96881400360305	0.0746191817920256
"chr14-36"	"chr14"	36000001	37000000	"."	1000000	2.05108055009823	1.92881355932203	2.14488636363636	2.20792079207921	1.96307692307692	1.96485061511424	1.8960396039604	2.08188976377953	2.1254523522316	2.06513693560326	2.0721568627451	2.22971548998946	1.95148247978437	2.09990574929312	2.11571841851495	2.04112718964204	1.95378927911275	2.03052208835341	1.94818652849741	2.04588166025444	0.0952017831865193
"chr14-37"	"chr14"	37000001	38000000	"."	1000000	1.92043222003929	1.92542372881356	2.01988636363636	1.53465346534653	1.84923076923077	1.93057996485062	1.83168316831683	1.84566929133858	1.92279855247286	1.97927461139896	2.00470588235294	1.90094836670179	1.94339622641509	2	2.11378977820636	1.94211728865194	1.87800369685767	2.21686746987952	1.90414507772021	1.92966346959105	0.133617503200055
"chr14-38"	"chr14"	38000001	39000000	"."	1000000	1.98624754420432	2.10847457627119	2.02840909090909	2.21782178217822	1.93292307692308	2.0377855887522	1.96039603960396	2.08188976377953	2.09891435464415	2.04145077720207	1.98745098039216	1.91359325605901	1.97843665768194	2.0320452403393	2.0655737704918	1.98781416603199	1.88724584103512	2.15903614457831	1.89119170984456	2.02087896636432	0.0885184837623572
"chr14-39"	"chr14"	39000001	40000000	"."	1000000	1.95284872298625	2.11525423728814	1.85795454545455	1.99009900990099	1.90953846153846	2.01142355008787	2.02722772277228	2.02204724409449	1.92038600723764	1.94818652849741	1.84627450980392	1.98314014752371	2.01617250673854	2.05278039585297	1.99614271938284	2.01980198019802	1.91497227356747	1.96144578313253	2.05699481865285	1.979089008669	0.068868833326507
"chr14-40"	"chr14"	40000001	41000000	"."	1000000	1.73673870333988	1.79661016949153	1.95170454545455	2.01980198019802	1.74153846153846	1.78383128295255	1.68811881188119	1.8740157480315	1.86972255729795	2.04293116210215	1.93882352941176	1.77028451001054	1.93800539083558	1.9057492931197	1.93249758919961	2.01827875095202	1.76894639556377	2.17349397590361	1.89896373056995	1.88684508357128	0.125484297100356
"chr14-41"	"chr14"	41000001	42000000	"."	1000000	1.78388998035363	1.84067796610169	1.99715909090909	1.87128712871287	1.80492307692308	1.85500878734622	1.8539603960396	1.87086614173228	2.02895054282268	1.85640266469282	1.89333333333333	1.71970495258167	1.8733153638814	1.937794533459	1.96914175506268	1.91926884996192	1.57301293900185	1.99036144578313	1.74870466321244	1.86251387431113	0.108255440432526
"chr14-42"	"chr14"	42000001	43000000	"."	1000000	1.72396856581532	2.05762711864407	1.8125	1.96039603960396	1.82338461538462	1.82513181019332	1.87623762376238	1.91338582677165	2	2.02516654330126	1.93411764705882	1.66069546891465	2.04043126684636	1.81526861451461	2.21022179363549	2.03808073115004	1.71164510166359	2.01927710843374	1.72538860103627	1.90383813035422	0.146357947269508
"chr14-43"	"chr14"	43000001	44000000	"."	1000000	1.78683693516699	1.74915254237288	2.03977272727273	1.87128712871287	1.78276923076923	1.74253075571178	1.61138613861386	1.71496062992126	1.82870928829916	1.89933382679497	1.9278431372549	1.68177028451001	1.95687331536388	1.90386427898209	2.00192864030858	1.82939832444783	1.81330868761553	2.14939759036145	1.73575129533679	1.84351972409562	0.133372161612501
"chr14-44"	"chr14"	44000001	45000000	"."	1000000	1.91552062868369	1.9728813559322	2.22159090909091	2.13861386138614	1.89415384615385	1.98418277680141	2.02722772277228	1.93070866141732	2.1037394451146	1.97187268689859	1.97647058823529	1.98735511064278	1.92452830188679	1.86804901036758	2.06943105110897	2.04417364813404	1.84842883548983	2.08835341365462	1.72020725388601	1.98355205829773	0.115290522150964
"chr14-45"	"chr14"	45000001	46000000	"."	1000000	1.88310412573674	1.87457627118644	1.85795454545455	2.27722772277228	1.87384615384615	1.93409490333919	1.84653465346535	1.96220472440945	2.09167671893848	1.94374537379719	1.77411764705882	1.94520547945205	2.18867924528302	1.82657869934025	1.94792671166827	1.98933739527799	1.97227356746765	2.10281124497992	1.86269430051813	1.95550470968379	0.128740874296971
"chr14-46"	"chr14"	46000001	47000000	"."	1000000	1.83005893909627	2.09491525423729	2.17045454545455	2.18811881188119	1.81661538461538	1.80052724077329	1.67574257425743	1.81889763779528	2.06513872135103	1.8179126572909	1.84	1.73445732349842	1.75471698113208	2.01319509896324	2.02314368370299	1.96801218583397	1.69685767097967	1.97429718875502	1.70466321243523	1.89409079537122	0.162576875803431
"chr14-47"	"chr14"	47000001	48000000	"."	1000000	1.83104125736739	1.73559322033898	2.0625	1.77227722772277	1.82769230769231	1.81722319859402	1.77227722772277	1.93228346456693	1.86248492159228	2.039970392302	1.76	1.8145416227608	1.84636118598383	1.93213949104618	2.0655737704918	1.97105864432597	1.68391866913124	1.914859437751	1.97150259067358	1.87438413842441	0.112490388114471
"chr14-48"	"chr14"	48000001	49000000	"."	1000000	1.89685658153242	1.85423728813559	2.19318181818182	2.03960396039604	1.88676923076923	1.98681898066784	1.99009900990099	1.8	1.91797346200241	1.90525536639526	1.91686274509804	1.81243414120126	2.1455525606469	1.90009425070688	1.96914175506268	1.91622239146992	1.94824399260628	2.03212851405622	1.76424870466321	1.94082761860489	0.108925262721614
"chr14-49"	"chr14"	49000001	50000000	"."	1000000	2.01866404715128	1.93220338983051	1.86363636363636	2.13861386138614	1.96676923076923	2.03163444639719	2.0990099009901	2.01259842519685	2.03860072376357	2.01332346410067	1.97019607843137	2.28240252897787	2.1644204851752	2.13383600377003	2.0443587270974	1.90860624523991	1.97412199630314	2.09799196787149	2.01554404145078	2.03718589092311	0.0990607693459184
"chr14-50"	"chr14"	50000001	51000000	"."	1000000	2.03241650294695	2	2.04261363636364	1.91089108910891	1.98584615384615	2.06326889279438	2.0049504950495	2.00472440944882	1.93968636911942	1.87120651369356	2.10823529411765	2.21496311907271	2.09164420485175	1.93402450518379	2.0327868852459	1.84310738766184	2.01478743068392	1.89236947791165	2.21502590673575	2.01066043546507	0.102069791459789
"chr14-51"	"chr14"	51000001	52000000	"."	1000000	2.1335952848723	1.88813559322034	2.11931818181818	2.0990099009901	2.11015384615385	2.06239015817223	2.13613861386139	1.96535433070866	2.13992762364294	1.95410806809771	1.95450980392157	2.12012644889357	2.12938005390836	2.10744580584354	2.01542912246866	2.06397562833206	1.97227356746765	2.13333333333333	1.90932642487047	2.053364831083	0.0861593425465234
"chr14-52"	"chr14"	52000001	53000000	"."	1000000	1.94106090373281	1.85762711864407	2.08238636363636	1.8019801980198	2.00553846153846	2	1.84405940594059	1.90866141732283	2.21954161640531	2.02368615840118	2.05176470588235	1.92202318229715	2.09703504043127	2.07351555136664	1.99035679845709	1.97410510281797	2.01478743068392	1.88915662650602	2.18134715025907	1.99361227538647	0.110592831569254
"chr14-53"	"chr14"	53000001	54000000	"."	1000000	2.0147347740668	1.97627118644068	2.05397727272727	2.01980198019802	2.04061538461538	1.95430579964851	1.8960396039604	2.06456692913386	2.20506634499397	2.04589193190229	2.05960784313725	2.04425711275026	2.10512129380054	2.13949104618285	1.94021215043394	1.91926884996192	2.13493530499076	1.99678714859438	1.82124352331606	2.02274713057132	0.0923191903390835
"chr14-54"	"chr14"	54000001	55000000	"."	1000000	2.00589390962672	2.20338983050847	2.10511363636364	1.92079207920792	2.10707692307692	2.04305799648506	1.91089108910891	1.97952755905512	1.92521109770808	2.19541080680977	2.09725490196078	1.99157007376185	2.01347708894879	2.06409048067861	2.03664416586307	2.00609291698401	2.14787430683919	2.08353413654618	1.9740932642487	2.04268401388325	0.0863715291368044
"chr14-55"	"chr14"	55000001	56000000	"."	1000000	1.97740667976424	2.11186440677966	2.02272727272727	2.01980198019802	1.91692307692308	1.99736379613357	2.13613861386139	2.19685039370079	2.03377563329312	1.74389341228719	2.13019607843137	2.18967334035827	2.22911051212938	1.96041470311027	2.01350048216008	2.02284843869002	1.92606284658041	2.02248995983936	2.18911917098446	2.04421898936589	0.119520822218407
"chr14-56"	"chr14"	56000001	57000000	"."	1000000	2	1.93898305084746	1.86647727272727	2	2.01292307692308	2.09666080843585	1.98514851485149	2.03779527559055	2.06031363088058	2.08882309400444	2.0078431372549	2.06322444678609	1.96495956873315	1.95664467483506	1.96914175506268	1.97258187357197	2.21441774491682	2.13012048192771	1.98186528497409	2.01831177328017	0.0781638072954611
"chr14-57"	"chr14"	57000001	58000000	"."	1000000	1.8762278978389	1.97966101694915	1.92897727272727	1.94059405940594	2.01846153846154	1.92970123022847	2.08168316831683	2.01574803149606	2.00241254523522	1.98963730569948	2.05803921568627	1.98946259220232	2.06469002695418	1.90009425070688	2.10800385728062	2.06397562833206	2.01663585951941	2.03212851405622	2.03886010362694	2.00184179551178	0.0635874296370853
"chr14-58"	"chr14"	58000001	59000000	"."	1000000	2.05599214145383	1.9864406779661	1.98863636363636	1.76237623762376	1.94338461538462	1.94288224956063	1.94554455445545	2.01417322834646	2.21954161640531	2.17024426350851	1.91686274509804	2.09694415173867	1.99730458221024	1.89820923656927	2	1.96648895658797	2.01663585951941	2.13012048192771	2.01813471502591	2.00367982510622	0.103228460344025
"chr14-59"	"chr14"	59000001	60000000	"."	1000000	1.97937131630648	1.87796610169492	2.13352272727273	2.04950495049505	1.97969230769231	2.00175746924429	1.9529702970297	1.88346456692913	2.11580217129071	2.0680977054034	2.02823529411765	1.98735511064278	2.07008086253369	2.05843543826579	2.09257473481196	2.07920792079208	2.01293900184843	2.09799196787149	2.14248704663212	2.03218194688814	0.0761481596492159
"chr14-60"	"chr14"	60000001	61000000	"."	1000000	1.81925343811395	2.07796610169492	1.88352272727273	1.94059405940594	1.97415384615385	1.91124780316344	1.84653465346535	1.97795275590551	1.96622436670688	1.91413767579571	2.08627450980392	1.97049525816649	2.04312668463612	1.93402450518379	2.05978784956606	2.004569687738	1.84288354898336	2.09156626506024	2.05181347150259	1.96821732675362	0.0855127637678026
"chr14-61"	"chr14"	61000001	62000000	"."	1000000	2.04911591355599	2.14237288135593	1.79829545454545	1.76237623762376	2.03815384615385	1.95606326889279	1.98762376237624	2.01732283464567	2.07961399276236	2.02516654330126	2.00313725490196	2.09483667017914	1.85714285714286	2.10933081998115	2.17743490838959	2.04722010662605	2.02033271719039	1.89236947791165	2.09585492227979	2.00809286683241	0.111967992891986
"chr14-62"	"chr14"	62000001	63000000	"."	1000000	1.93123772102161	2.27796610169492	2.23011363636364	2.28712871287129	2.04369230769231	1.83567662565905	1.97029702970297	1.89133858267717	2.06513872135103	1.90673575129534	2.09882352941176	2.00421496311907	1.90835579514825	2.05278039585297	1.94406943105111	2.07159177456207	2.10720887245841	1.94698795180723	1.97668393782383	2.02894957060863	0.129115947172785
"chr14-63"	"chr14"	63000001	64000000	"."	1000000	2.02750491159136	2.01694915254237	2	2.2970297029703	1.99323076923077	1.93585237258348	2.15841584158416	1.9496062992126	1.80699638118215	2.05921539600296	1.99372549019608	1.84826132771338	1.88140161725067	1.94156456173421	2.05978784956606	1.97410510281797	2.00369685767098	2.10120481927711	1.92746113989637	1.99873734700121	0.111080607221569
"chr14-64"	"chr14"	64000001	65000000	"."	1000000	2.11493123772102	1.9728813559322	2.16761363636364	2.10891089108911	2.03815384615385	1.98418277680141	2.10891089108911	1.97795275590551	1.98311218335344	1.90525536639526	2.14901960784314	2.18124341412013	2.14285714285714	2.08482563619227	1.91128254580521	2.03198781416603	2.02587800369686	1.97911646586345	2.11139896373057	2.05155339658312	0.0855659685541811
"chr14-65"	"chr14"	65000001	66000000	"."	1000000	1.96365422396857	2.05084745762712	1.89772727272727	1.93069306930693	1.97784615384615	1.98945518453427	2.21287128712871	1.98425196850394	2.04583835946924	2.01776461880089	1.96705882352941	2.14752370916754	1.92722371967655	2.1564561734213	1.93249758919961	2.08682406702209	1.93530499075786	2.06907630522088	2.23834196891192	2.02796089172738	0.100934050702834
"chr14-66"	"chr14"	66000001	67000000	"."	1000000	2.03438113948919	2.12542372881356	1.98011363636364	2.16831683168317	1.92861538461538	1.88927943760984	2.00742574257426	2.08818897637795	2.16405307599518	2.0340488527017	2.02039215686275	1.92202318229715	2.05929919137466	2.06032045240339	2.00964320154291	1.92536176694593	1.95009242144177	2.19116465863454	2.11658031088083	2.03551179729515	0.090332473723827
"chr14-67"	"chr14"	67000001	68000000	"."	1000000	1.93516699410609	2.15593220338983	2.05397727272727	2.12871287128713	2.03692307692308	1.89367311072056	1.9950495049505	1.92913385826772	1.85283474065139	2.04737231680237	1.99843137254902	1.96206533192835	2.1078167115903	1.9057492931197	2.25650916104147	1.88880426504189	1.97412199630314	1.8570281124498	2.03626943005181	2.00081955915271	0.108561203821998
"chr14-68"	"chr14"	68000001	69000000	"."	1000000	2.16208251473477	2.18983050847458	1.91477272727273	1.97029702970297	2.112	2.06590509666081	2.18564356435644	2.11968503937008	1.94692400482509	1.96150999259808	2.0956862745098	2.28451001053741	1.92722371967655	1.93025447690858	2	1.94059405940594	2.00369685767098	2.01767068273092	2.05958549222798	2.0467301079823	0.107135448309219
"chr14-69"	"chr14"	69000001	70000000	"."	1000000	2.2229862475442	1.98983050847458	2.03693181818182	1.96039603960396	2.18215384615385	2.1933216168717	2.13861386138614	2.17952755905512	2.02895054282268	2.12879348630644	2.2321568627451	2.14120126448894	1.97035040431267	2	1.84185149469624	1.95582635186596	2.16820702402957	1.95341365461847	2.18652849740933	2.07952847792457	0.115215684553705
"chr14-70"	"chr14"	70000001	71000000	"."	1000000	2.07662082514735	2.12203389830508	2.01420454545455	1.9009900990099	2.09723076923077	1.98769771528998	1.99257425742574	2.20944881889764	1.95657418576598	2.15099925980755	2.12078431372549	2.09905163329821	2.08894878706199	1.97737983034873	2.04050144648023	1.91926884996192	1.96672828096118	1.9710843373494	2.19170984455959	2.04651745779375	0.090537638995871
"chr14-71"	"chr14"	71000001	72000000	"."	1000000	2.02062868369352	1.90169491525424	1.82954545454545	1.74257425742574	1.98276923076923	2.06063268892794	1.7970297029703	1.97952755905512	2.08685162846803	2.2279792746114	2.04078431372549	2.00632244467861	1.80862533692722	2.06786050895382	1.96528447444552	2.004569687738	1.95009242144177	2.03694779116466	2.10621761658031	1.97978621007244	0.120658533249881
"chr14-72"	"chr14"	72000001	73000000	"."	1000000	2.20235756385069	2.00677966101695	2.11647727272727	2.05940594059406	2.18276923076923	2.201230228471	2.11386138613861	2.19055118110236	2.05790108564536	2.1539600296077	2.12392156862745	2.11380400421496	2.06199460916442	2.06409048067861	2.06364513018322	2.16298552932216	2.34935304990758	2.00963855421687	2.01295336787565	2.11829894074285	0.0855060326220458
"chr14-73"	"chr14"	73000001	74000000	"."	1000000	1.99115913555992	1.87796610169492	1.81818181818182	1.71287128712871	2.03323076923077	2.05096660808436	1.86881188118812	2.09763779527559	1.93486127864897	1.95854922279793	1.89019607843137	2.16016859852476	1.96495956873315	1.9076343072573	1.81677917068467	1.91926884996192	1.8354898336414	2.0578313253012	2.15284974093264	1.94996912480313	0.120334646182921
"chr14-74"	"chr14"	74000001	75000000	"."	1000000	2.1335952848723	2.30847457627119	1.96306818181818	2.08910891089109	2.17476923076923	2.08523725834798	2.05693069306931	2.13858267716535	1.99276236429433	2.02664692820133	2.04549019607843	2.21707060063224	2.05121293800539	2.11121583411876	1.90549662487946	2.08073115003808	2.18669131238447	2.04176706827309	1.78756476683938	2.07349561036577	0.115962759660469
"chr14-75"	"chr14"	75000001	76000000	"."	1000000	2.1139489194499	2.08135593220339	2.06534090909091	2.02970297029703	2.09353846153846	2.0377855887522	2.02227722772277	2.03937007874016	2.24607961399276	2.19245003700962	2.00627450980392	2.28661749209694	2.02695417789757	2.03958529688973	2.01350048216008	1.98172124904798	2.02033271719039	2.04497991967872	2.13730569948187	2.07784848858128	0.0835701559039264
"chr14-76"	"chr14"	76000001	77000000	"."	1000000	2.21218074656189	2.11186440677966	1.97443181818182	2.17821782178218	2.24430769230769	2.21177504393673	2.20792079207921	2.10708661417323	1.80940892641737	2.06957809030348	2.19294117647059	2.23393045310854	2.07277628032345	2.21112158341188	2.01157184185149	2.04417364813404	2.03327171903882	2.09799196787149	2.16580310880829	2.11528177534431	0.11054037557254
"chr14-77"	"chr14"	77000001	78000000	"."	1000000	2.17878192534381	2.08135593220339	2.04261363636364	1.7029702970297	2.12615384615385	2.04217926186292	2.29207920792079	1.99370078740157	1.85524728588661	2.04885270170244	2.1443137254902	2.06533192834563	1.97574123989218	2.05843543826579	2.03857280617165	1.87357197258187	2.14972273567468	1.85863453815261	2.16839378238342	2.03666594993825	0.138802820100617
"chr14-78"	"chr14"	78000001	79000000	"."	1000000	2.19351669941061	2.0135593220339	2.05113636363636	2.18811881188119	2.11323076923077	2.12917398945518	2.10148514851485	1.94488188976378	1.90349819059107	2.1539600296077	2.11921568627451	2.07376185458377	2.14016172506739	2.01696512723845	2.15621986499518	1.92079207920792	2.18484288354898	2.16546184738956	1.99222797927461	2.08222159272136	0.0927718829914577
"chr14-79"	"chr14"	79000001	80000000	"."	1000000	1.97347740667976	2.16610169491525	1.83522727272727	2.36633663366337	2.02461538461538	2.06239015817223	1.97772277227723	2.04566929133858	2.04825090470446	2.06957809030348	1.99372549019608	1.94099051633298	2.23180592991914	2.02262016965127	1.95371263259402	2.08225437928408	2.19223659889094	1.99839357429719	1.86787564766839	2.04489392359111	0.126203415030684
"chr14-80"	"chr14"	80000001	81000000	"."	1000000	1.96954813359528	1.9728813559322	2.08806818181818	2.10891089108911	1.93661538461538	2.00087873462214	1.83168316831683	1.84094488188976	1.91073582629674	1.99259807549963	2.00470588235294	1.8145416227608	2.04582210242588	2.02073515551367	1.99228543876567	2.06397562833206	2.10351201478743	2.03534136546185	1.9119170984456	1.98135268118532	0.0885579705777947
"chr14-81"	"chr14"	81000001	82000000	"."	1000000	2.07269155206287	1.95254237288136	1.89204545454545	2.16831683168317	1.95015384615385	2.02899824253076	1.93811881188119	1.97952755905512	2.2291917973462	1.90525536639526	1.90588235294118	1.92202318229715	2.23180592991914	2.01696512723845	1.98649951783992	2.16146230007616	2.07024029574861	1.8714859437751	2.1580310880829	2.02322303012915	0.117376309267863
"chr14-82"	"chr14"	82000001	83000000	"."	1000000	1.81630648330059	1.88474576271186	2.15340909090909	2.38613861386139	1.88123076923077	1.91476274165202	1.96039603960396	1.85511811023622	1.87937273823884	2.04589193190229	2.02352941176471	1.67755532139094	1.93800539083558	1.98303487276155	1.86113789778206	1.96191926884996	1.78003696857671	2.09477911646586	1.94300518134715	1.94949345849587	0.153077338012188
"chr14-83"	"chr14"	83000001	84000000	"."	1000000	1.88998035363458	2.26440677966102	1.98011363636364	1.99009900990099	1.88369230769231	1.86115992970123	1.76237623762376	2.05826771653543	1.95174909529554	1.82383419689119	1.92	1.88830347734457	2.04312668463612	2.01319509896324	2	2.08682406702209	1.86136783733826	1.86024096385542	1.80569948186528	1.94444404601709	0.118987726115079
"chr14-84"	"chr14"	84000001	85000000	"."	1000000	1.92239685658153	2.09491525423729	1.86647727272727	2.0990099009901	1.80923076923077	1.87961335676626	1.83663366336634	1.88976377952756	1.87213510253317	1.960029607698	1.86509803921569	1.83561643835616	2.06469002695418	2.00754005655042	1.97107039537126	1.94821020563595	1.85951940850277	1.96305220883534	1.8419689119171	1.92563006605248	0.0895371064587257
"chr14-85"	"chr14"	85000001	86000000	"."	1000000	1.97445972495088	2.13559322033898	2.00568181818182	1.94059405940594	1.90953846153846	1.93497363796134	1.9529702970297	1.88976377952756	2.0313630880579	1.93782383419689	1.94039215686275	2.03793466807165	2.05121293800539	2.02262016965127	1.90742526518804	2.0990099009901	1.89279112754159	2.03855421686747	1.97668393782383	1.98312559485219	0.0702525152391554
"chr14-86"	"chr14"	86000001	87000000	"."	1000000	1.89489194499018	1.84406779661017	2.04545454545455	1.94059405940594	1.91753846153846	1.91652021089631	1.82425742574257	1.87244094488189	2.05790108564536	1.93042190969652	1.90745098039216	1.89884088514225	2.04582210242588	1.93967954759661	2.02892960462874	2.01370906321401	1.89833641404806	1.88915662650602	1.90155440414508	1.93513515857688	0.0699246684838999
"chr14-87"	"chr14"	87000001	88000000	"."	1000000	1.98133595284872	1.95932203389831	2.02272727272727	2.10891089108911	2.00246153846154	2.00615114235501	2.09158415841584	2.03779527559055	1.9059107358263	2.08586232420429	1.9278431372549	2.03371970495258	2.12129380053908	2.01131008482564	2.10221793635487	2.04874333587205	1.91866913123845	1.95823293172691	2	2.01705744148323	0.0655343433044181
